date,time,status,stand,no
2023-05-03,00:20,At gate 00:03,N70,UO 651
2023-05-03,00:30,At gate 00:23,N145,UO 873
2023-05-03,01:05,At gate 01:08,R17,UO 781
2023-05-03,01:15,At gate 01:04,N144,UO 627
2023-05-03,01:25,At gate 01:27,N10,TK 9225
2023-05-03,02:00,At gate 01:33,N30,BI 3404
2023-05-03,03:10,At gate 02:44,R14,TK 9201
2023-05-03,04:20,At gate 03:57,N8,CX 5765
2023-05-03,04:40,At gate 04:25,N143,UO 623
2023-05-03,05:00,At gate 04:36,N9,CX 811
2023-05-03,05:00,At gate 04:25,N7,CX 829
2023-05-03,05:10,At gate 04:57,N6,LX 9502
2023-05-03,05:15,At gate 04:36,S103,HX 527
2023-05-03,05:15,At gate 05:47,S2,CX 676
2023-05-03,05:40,At gate 05:31,N36,TK 9222
2023-05-03,05:40,At gate 05:47,S1,MH 9211
2023-05-03,05:50,At gate 05:16,S33,AA 8902
2023-05-03,06:00,At gate 05:27,S27,AA 8931
2023-05-03,06:05,At gate 05:39,W40,AA 8918
2023-05-03,06:10,At gate 06:33,N68,CX 640
2023-05-03,06:15,At gate 06:18,S49,CX 270
2023-05-03,06:45,At gate 06:36,N66,AA 8934
2023-05-03,06:50,At gate 06:23,S41,AA 8885
2023-05-03,06:55,At gate 07:16,W63,LX 9510
2023-05-03,06:55,At gate 07:11,N62,CX 260
2023-05-03,06:55,At gate 07:05,S4,CX 382
2023-05-03,07:00,At gate 06:28,S23,AA 8888
2023-05-03,07:20,At gate 07:35,S3,LH 7014
2023-05-03,07:30,At gate 08:16,N24,BA 4146
2023-05-03,07:30,At gate 07:42,N28,QF 8237
2023-05-03,07:45,At gate 07:31,N70,TK 9226
2023-05-03,07:55,At gate 07:59,W65,CX 252
2023-05-03,08:10,At gate 08:17,N8,5J 272
2023-05-03,08:30,At gate 08:42,N34,5J 150
2023-05-03,08:50,At gate 09:21,N32,HX 1819
2023-05-03,08:55,At gate 08:58,W48,5J 240
2023-05-03,09:10,At gate 09:08,R15,CX 449
2023-05-03,09:15,At gate 09:17,S29,CI 601
2023-05-03,09:45,At gate 10:00,N34,5J 110
2023-05-03,09:45,At gate 09:33,N68,FD 515
2023-05-03,09:50,At gate 09:24,S43,QF 8214
2023-05-03,09:55,At gate 09:47,S45,CX 407
2023-05-03,09:55,At gate 09:42,W42,CX 624
2023-05-03,10:05,At gate 09:52,W40,TR 980
2023-05-03,10:05,At gate 09:56,S23,CI 903
2023-05-03,10:10,At gate 14:28,S45,PR 300
2023-05-03,10:10,At gate 10:05,N8,FD 508
2023-05-03,10:15,At gate 10:17,R16,HU 8510
2023-05-03,10:15,At gate 10:20,S109,UO 625
2023-05-03,10:20,At gate 09:50,N6,MU 2901
2023-05-03,10:30,At gate 11:00,N7,AF 8405
2023-05-03,10:30,At gate 10:35,W50,CX 912
2023-05-03,10:30,At gate 10:11,N70,FM 3025
2023-05-03,11:00,At gate 10:56,N32,DL 7886
2023-05-03,11:00,At gate 10:58,S29,FM 3001
2023-05-03,11:05,At gate 11:57,W67,CA 6507
2023-05-03,11:10,At gate 11:17,N10,AK 138
2023-05-03,11:15,At gate 11:38,S33,CA 101
2023-05-03,11:20,At gate 13:48,N24,SQ 874
2023-05-03,11:20,At gate 11:21,S47,MF 381
2023-05-03,11:30,At gate 11:32,W61,CX 983
2023-05-03,11:30,At gate 11:35,R21,CX 5227
2023-05-03,11:30,At gate 11:15,S35,MF 8655
2023-05-03,11:40,At gate 11:36,R18,UO 131
2023-05-03,11:45,At gate 11:41,S43,WY 5902
2023-05-03,11:50,At gate 12:05,S11,CA 103
2023-05-03,11:50,At gate 11:54,S23,FM 3021
2023-05-03,11:55,At gate 11:27,N28,CA 3855
2023-05-03,12:10,At gate 12:32,N30,HX 1823
2023-05-03,12:10,Cancelled,,PR 318
2023-05-03,12:10,At gate 11:54,N66,AA 8893
2023-05-03,12:15,At gate 12:04,N8,QR 5847
2023-05-03,12:15,At gate 11:58,W44,HU 7953
2023-05-03,12:20,At gate 11:47,N34,9C 8715
2023-05-03,12:20,At gate 12:42,N60,CZ 309
2023-05-03,12:25,At gate 12:09,S25,AC 9795
2023-05-03,12:25,At gate 12:23,W122R,UO 551
2023-05-03,12:30,At gate 12:29,N36,CX 365
2023-05-03,12:30,At gate 12:45,N26,UA 7907
2023-05-03,12:40,At gate 14:35,N68,SC 4789
2023-05-03,12:55,At gate 12:41,N10,CI 909
2023-05-03,12:55,At gate 12:51,R15,CX 489
2023-05-03,12:55,At gate 13:03,W69,GA 9770
2023-05-03,13:00,At gate 12:52,S31,QF 8228
2023-05-03,13:00,At gate 13:32,W50,CX 431
2023-05-03,13:05,At gate 13:01,S35,CA 111
2023-05-03,13:05,At gate 12:40,W48,QR 3459
2023-05-03,13:05,At gate 12:51,R14,CX 5821
2023-05-03,13:15,At gate 12:59,N64,JL 7041
2023-05-03,13:15,At gate 13:23,S43,UL 2772
2023-05-03,13:20,At gate 13:05,R21,CX 906
2023-05-03,13:30,At gate 13:37,N6,HA 5001
2023-05-03,13:40,At gate 13:49,N28,BA 031
2023-05-03,13:40,At gate 13:29,R20,HB 503
2023-05-03,13:50,At gate 13:22,W46,QR 5841
2023-05-03,13:50,At gate 13:43,N70,CA 6536
2023-05-03,13:55,At gate 13:29,N5,SQ 892
2023-05-03,13:55,At gate 13:40,N7,CX 250
2023-05-03,14:00,At gate 13:15,N62,MH 9187
2023-05-03,14:05,At gate 14:03,S29,HO 3503
2023-05-03,14:10,At gate 14:25,S41,BR 2897
2023-05-03,14:10,At gate 13:50,N34,FJ 5459
2023-05-03,14:15,At gate 14:20,S1,CX 363
2023-05-03,14:20,At gate 14:34,W40,AA 8904
2023-05-03,14:20,At gate 14:01,S11,BA 4570
2023-05-03,14:25,At gate 13:51,N30,CA 419
2023-05-03,14:25,At gate 14:33,N60,HX 1825
2023-05-03,14:35,At gate 14:38,N10,FD 500
2023-05-03,14:40,At gate 14:18,S33,JL 7043
