date,time,status,stand,no
2023-04-20,00:25,At gate 00:44,R14,BI 3404
2023-04-20,01:05,At gate 01:01,W71,UO 781
2023-04-20,01:15,At gate 01:31,N24,UO 627
2023-04-20,01:25,At gate 01:52,N10,TK 9229
2023-04-20,03:10,At gate 03:16,R17,TK 9201
2023-04-20,04:40,At gate 04:52,S25,UO 623
2023-04-20,05:00,At gate 04:25,N6,CX 829
2023-04-20,05:10,At gate 05:15,N60,LX 9502
2023-04-20,05:35,At gate 05:25,S23,CX 865
2023-04-20,05:40,At gate 05:32,W65,TK 9222
2023-04-20,05:40,At gate 04:58,S1,MH 9211
2023-04-20,05:50,At gate 05:46,N30,AA 8902
2023-04-20,06:00,At gate 06:21,S31,AA 8931
2023-04-20,06:05,At gate 06:05,S27,AA 8918
2023-04-20,06:15,At gate 06:22,N66,CX 270
2023-04-20,06:45,At gate 06:58,N9,AA 8934
2023-04-20,06:55,At gate 07:52,N34,LX 9510
2023-04-20,06:55,At gate 07:10,N32,CX 260
2023-04-20,06:55,At gate 06:27,W44,HX 1314
2023-04-20,07:15,At gate 07:19,S35,GA 876
2023-04-20,07:25,At gate 07:14,W63,LH 7014
2023-04-20,07:45,At gate 07:37,R18,TK 9226
2023-04-20,07:55,At gate 07:48,N28,CX 252
2023-04-20,08:10,At gate 07:59,S47,5J 272
2023-04-20,08:50,At gate 09:25,N30,HX 1819
2023-04-20,08:55,At gate 09:11,N10,5J 240
2023-04-20,09:10,At gate 08:54,S31,AA 8944
2023-04-20,09:15,At gate 10:11,S29,CI 601
2023-04-20,09:45,At gate 12:51,N28,5J 110
2023-04-20,09:45,At gate 09:30,N24,FD 515
2023-04-20,09:55,At gate 09:56,S4,CX 407
2023-04-20,09:55,At gate 10:18,S25,CX 5697
2023-04-20,10:05,At gate 09:45,S33,TR 980
2023-04-20,10:05,At gate 10:22,N32,CI 903
2023-04-20,10:10,At gate 10:03,S11,PR 300
2023-04-20,10:10,At gate 10:09,N26,FD 508
2023-04-20,10:15,At gate 10:31,R16,HU 8510
2023-04-20,10:15,At gate 12:53,R19,UO 625
2023-04-20,10:20,At gate 10:05,W48,MU 2901
2023-04-20,10:25,At gate 10:17,N64,CX 738
2023-04-20,10:30,At gate 10:20,S35,CX 912
2023-04-20,10:30,At gate 10:25,W50,FM 3025
2023-04-20,11:00,At gate 10:46,W46,FM 3001
2023-04-20,11:05,At gate 11:01,W61,CA 6507
2023-04-20,11:10,At gate 12:08,N6,AK 138
2023-04-20,11:20,At gate 11:22,N5,SQ 874
2023-04-20,11:20,At gate 13:28,N26,MF 381
2023-04-20,11:30,At gate 11:14,S47,CZ 3075
2023-04-20,11:30,At gate 13:04,N7,CA 3855
2023-04-20,11:30,At gate 11:52,S1,CX 983
2023-04-20,11:30,At gate 11:51,R15,CX 5227
2023-04-20,11:30,At gate 11:27,N34,MF 8655
2023-04-20,11:35,At gate 11:19,N10,GS 7963
2023-04-20,11:40,At gate 11:35,N30,UO 131
2023-04-20,11:45,At gate 11:32,W42,WY 5902
2023-04-20,11:50,At gate 11:31,N62,CA 103
2023-04-20,11:50,At gate 12:16,S23,FM 3021
2023-04-20,12:10,At gate 12:52,N32,HX 1823
2023-04-20,12:10,Cancelled,,PR 318
2023-04-20,12:10,At gate 12:07,S41,AA 8893
2023-04-20,12:15,At gate 12:07,S45,QR 5847
2023-04-20,12:20,At gate 12:36,N60,9C 8715
2023-04-20,12:20,At gate 12:13,S11,CZ 309
2023-04-20,12:25,At gate 12:24,W48,AC 9795
2023-04-20,12:30,At gate 13:06,S29,CX 365
2023-04-20,12:30,At gate 12:40,N24,UA 7907
2023-04-20,12:55,At gate 13:20,S27,CI 909
2023-04-20,12:55,At gate 13:27,W67,CX 489
2023-04-20,12:55,At gate 13:19,S25,GA 9770
2023-04-20,13:00,At gate 12:55,W69,QF 8228
2023-04-20,13:00,At gate 13:03,W71,CX 431
2023-04-20,13:05,At gate 12:52,N36,CA 111
2023-04-20,13:15,At gate 13:06,S33,JL 7041
2023-04-20,13:15,At gate 13:40,N30,UL 2772
2023-04-20,13:20,At gate 13:11,R21,CX 906
2023-04-20,13:30,At gate 13:51,N6,HA 5001
2023-04-20,13:35,At gate 13:57,S11,BI 635
2023-04-20,13:40,At gate 14:13,N32,BA 031
2023-04-20,13:50,At gate 14:32,R18,BR 2897
2023-04-20,13:50,At gate 13:37,W46,QR 5841
2023-04-20,13:50,At gate 14:59,S47,CX 973
2023-04-20,13:55,At gate 13:59,N5,SQ 892
2023-04-20,13:55,At gate 14:09,N64,CX 250
2023-04-20,14:00,At gate 14:00,W50,MH 9187
2023-04-20,14:05,At gate 14:38,N60,HO 3503
2023-04-20,14:10,At gate 13:48,N8,CX 658
2023-04-20,14:15,At gate 14:57,S27,CX 363
2023-04-20,14:20,At gate 14:16,S3,AA 8904
2023-04-20,14:20,At gate 14:24,W44,BA 4570
2023-04-20,14:20,At gate 14:18,N62,VN 594
2023-04-20,14:25,At gate 14:15,N10,CA 419
2023-04-20,14:25,At gate 14:42,N34,HX 1825
2023-04-20,14:30,At gate 15:38,N68,CA 6517
2023-04-20,14:35,At gate 15:07,S35,FD 500
2023-04-20,14:40,At gate 14:30,N28,JL 7043
2023-04-20,14:45,At gate 15:42,R17,HU 8358
2023-04-20,14:50,At gate 15:01,R16,UO 705
2023-04-20,14:55,At gate 13:46,W42,ET 644
2023-04-20,14:55,At gate 15:09,N24,MU 503
2023-04-20,15:00,At gate 14:55,W121L,HU 8051
2023-04-20,15:00,At gate 14:27,W122L,HU 8515
2023-04-20,15:00,At gate 15:35,S45,LX 9500
2023-04-20,15:00,At gate 15:00,N26,AA 8908
2023-04-20,15:05,At gate 15:08,W40,AA 8909
2023-04-20,15:05,At gate 14:44,S43,JU 8319
2023-04-20,15:10,At gate 15:59,N6,CX 5173
2023-04-20,15:15,At gate 15:08,S31,AC 9786
2023-04-20,15:15,At gate 15:15,R20,HB 682
2023-04-20,15:20,At gate 15:19,W63,CX 495
2023-04-20,15:25,At gate 15:14,N30,NZ 4212
2023-04-20,15:30,At gate 15:33,N36,UO 601
2023-04-20,15:30,At gate 15:35,S41,UO 619
2023-04-20,15:40,At gate 16:04,S4,CX 256
2023-04-20,15:40,At gate 15:25,R15,UO 111
2023-04-20,15:50,At gate 15:22,N7,CA 3361
2023-04-20,15:55,At gate 16:18,N62,CA 427
2023-04-20,15:55,At gate 15:51,N10,HX 1201
2023-04-20,15:55,At gate 16:57,W42,GJ 8053
2023-04-20,16:00,At gate 16:38,N34,CX 349
2023-04-20,16:00,At gate 16:06,R19,UO 851
2023-04-20,16:00,At gate 17:58,S41,FM 3023
2023-04-20,16:05,At gate 16:02,W61,TG 5867
2023-04-20,16:15,At gate 16:33,S11,CX 367
2023-04-20,16:15,At gate 18:34,N70,MF 8713
2023-04-20,16:25,At gate 16:27,W71,CA 109
2023-04-20,16:25,At gate 16:20,R18,UO 133
2023-04-20,16:30,At gate 16:34,S23,CI 915
2023-04-20,16:30,At gate 16:16,N5,QF 8232
2023-04-20,16:30,At gate 16:10,S25,AA 8950
2023-04-20,16:35,At gate 16:24,W67,MU 2093
2023-04-20,16:35,At gate 16:47,N28,BA 027
2023-04-20,16:40,At gate 16:59,S103,HB 521
2023-04-20,16:45,At gate 17:02,W69,QR 5837
2023-04-20,16:50,At gate 16:38,N70,9C 8921
2023-04-20,16:55,At gate 16:43,N8,OZ 9295
2023-04-20,16:55,At gate 17:37,S49,CA 6521
2023-04-20,17:00,At gate 16:51,W44,PR 306
2023-04-20,17:00,At gate 19:21,W42,CX 357
2023-04-20,17:00,At gate 16:50,S3,CX 634
2023-04-20,17:10,At gate 17:07,R16,CX 5675
2023-04-20,17:15,At gate 16:49,N24,AA 8897
2023-04-20,17:15,At gate 17:37,N7,Z2 1264
2023-04-20,17:20,At gate 17:08,W122R,UO 113
2023-04-20,17:35,At gate 16:58,S35,CA 6511
2023-04-20,17:35,At gate 17:26,N145,UO 687
2023-04-20,17:40,At gate 19:43,R20,FM 845
2023-04-20,17:40,At gate 17:46,R14,3U 3959
2023-04-20,17:45,At gate 17:28,N9,AY 099
2023-04-20,17:45,At gate 18:14,S2,CX 254
2023-04-20,17:45,At gate 18:09,S33,HX 659
2023-04-20,17:50,At gate 18:38,S23,LY 8792
2023-04-20,17:50,At gate 19:58,S25,MF 8651
2023-04-20,17:55,At gate 17:41,S31,NZ 4850
2023-04-20,18:00,At gate 17:26,R15,HU 8083
2023-04-20,18:05,At gate 18:15,N6,QF 8224
2023-04-20,18:05,At gate 18:54,N60,EK 384
2023-04-20,18:10,At gate 19:20,S49,5J 112
2023-04-20,18:15,At gate 18:35,S45,CX 951
2023-04-20,18:20,At gate 19:40,S4,CX 961
2023-04-20,18:25,At gate 19:19,N26,HX 1831
2023-04-20,18:30,At gate 18:56,N64,WE 5638
2023-04-20,18:30,At gate 20:37,S101,MF 8685
2023-04-20,18:45,At gate 19:13,N8,UA 869
2023-04-20,18:50,At gate 18:42,W71,VJ 876
2023-04-20,18:55,At gate 19:11,N62,CI 919
2023-04-20,18:55,At gate 18:45,W67,QR 5803
2023-04-20,18:55,At gate 19:15,S1,CX 831
2023-04-20,18:55,At gate 23:24,W40,CX 879
2023-04-20,18:55,At gate 19:53,S41,AA 8938
2023-04-20,19:00,At gate 18:59,S102,UO 621
2023-04-20,19:00,At gate 18:57,W123R,CX 5631
2023-04-20,19:05,At gate 19:11,W44,FM 3013
2023-04-20,19:05,At gate 19:02,N10,FD 524
2023-04-20,19:10,At gate 19:17,S29,AK 239
2023-04-20,19:15,At gate 19:08,W65,JL 7057
2023-04-20,19:15,At gate 19:25,W63,CX 825
2023-04-20,19:20,At gate 19:32,R19,HX 776
2023-04-20,19:20,At gate 18:50,S47,CX 819
2023-04-20,19:25,At gate 19:39,R21,CX 957
2023-04-20,19:25,At gate 19:31,W126,CX 5643
2023-04-20,19:30,At gate 19:22,W61,QF 8258
2023-04-20,19:40,At gate 19:40,R15,UO 849
2023-04-20,19:45,Cancelled,,HU 8360
2023-04-20,19:45,At gate 19:29,R17,UO 115
2023-04-20,19:50,At gate 19:46,S111,HB 531
2023-04-20,20:00,At gate 19:50,N36,AI 7161
2023-04-20,20:00,At gate 19:55,N7,QR 5843
2023-04-20,20:00,At gate 20:26,N142,UO 701
2023-04-20,20:10,At gate 20:13,N70,CX 918
2023-04-20,20:10,At gate 20:04,R14,UO 899
2023-04-20,20:25,At gate 20:06,W48,BA 4574
2023-04-20,20:30,At gate 21:30,R18,HU 8210
2023-04-20,20:30,At gate 20:59,W71,CX 369
2023-04-20,20:35,At gate 20:12,S43,CA 6501
2023-04-20,20:35,At gate 20:30,S108,UO 639
2023-04-20,20:40,At gate 21:16,S11,AK 130
2023-04-20,20:45,At gate 21:18,S23,CX 473
2023-04-20,20:50,At gate 20:55,W44,CX 459
2023-04-20,20:50,At gate 21:05,N26,5J 114
2023-04-20,20:55,At gate 20:52,W124,TK 8875
2023-04-20,20:55,At gate 20:42,N24,QR 5815
2023-04-20,21:00,At gate 20:51,S49,JL 7061
2023-04-20,21:00,At gate 20:58,D304L,UO 691
2023-04-20,21:00,At gate 20:45,D305R,UO 871
2023-04-20,21:05,At gate 20:59,S109,CA 117
2023-04-20,21:05,At gate 21:15,W42,AA 8914
2023-04-20,21:10,At gate 21:40,R16,CX 5559
2023-04-20,21:20,At gate 21:08,S35,AA 8883
2023-04-20,21:30,At gate 21:36,N66,LA 5647
2023-04-20,21:30,At gate 22:16,S27,PG 4557
2023-04-20,21:35,At gate 21:38,N10,PR 310
2023-04-20,21:35,At gate 21:08,S29,JU 8316
2023-04-20,21:45,At gate 22:04,S25,CI 921
2023-04-20,21:45,At gate 21:24,N64,LA 5645
2023-04-20,21:45,At gate 21:30,N5,JL 7067
2023-04-20,21:50,At gate 22:23,N68,HU 8362
2023-04-20,21:55,At gate 22:09,N60,CX 381
2023-04-20,21:55,At gate 21:56,S33,MH 9202
2023-04-20,22:00,At gate 22:24,R19,VN 3566
2023-04-20,22:00,At gate 22:07,W46,CX 979
2023-04-20,22:00,At gate 22:04,N62,TP 6360
2023-04-20,22:00,At gate 22:13,N6,HA 5381
2023-04-20,22:05,At gate 23:16,R21,CX 375
2023-04-20,22:10,At gate 21:52,S104,AA 8907
2023-04-20,22:15,At gate 22:22,N9,NZ 4147
2023-04-20,22:30,At gate 22:59,S11,HX 1565
2023-04-20,22:30,At gate 22:40,N26,EY 8503
2023-04-20,22:35,At gate 22:56,W48,CX 902
2023-04-20,22:40,At gate 22:36,N24,OM 5629
2023-04-20,22:50,At gate 23:13,S101,HB 505
2023-04-20,22:55,At gate 23:04,N8,QR 3469
2023-04-20,23:00,At gate 23:14,N36,AA 8912
2023-04-20,23:05,At gate 23:35,W50,CX 479
2023-04-20,23:10,At gate 23:04,N141,CX 5755
2023-04-20,23:15,At gate 23:28,N10,BR 2891
2023-04-20,23:15,At gate 23:05,R20,UO 647
2023-04-20,23:25,At gate 23:33,S31,ET 645
2023-04-20,23:30,At gate 00:03 (21/04/2023),N28,CX 989
2023-04-20,23:35,At gate 23:48,N143,UO 117
2023-04-20,23:50,At gate 23:55,S25,SQ 898
2023-04-20,23:55,At gate 00:26 (21/04/2023),S2,MM 067
