date,time,status,stand,no
2023-06-04,00:20,At gate 00:14,S107,UO 651
2023-06-04,01:05,At gate 01:13,S111,UO 781
2023-06-04,01:15,At gate 01:05,S102,UO 627
2023-06-04,02:00,At gate 01:44,R18,BI 3404
2023-06-04,03:10,At gate 02:27,N8,TK 9201
2023-06-04,04:30,At gate 07:07,S35,RA 409
2023-06-04,04:40,At gate 04:21,D301L,UO 623
2023-06-04,05:00,At gate 05:03,S1,CX 811
2023-06-04,05:00,At gate 04:46,N7,CX 829
2023-06-04,05:00,At gate 05:35,N5,UA 877
2023-06-04,05:10,At gate 05:07,S2,BA 4134
2023-06-04,05:35,At gate 05:43,S25,CX 865
2023-06-04,05:40,At gate 05:27,N142,TK 9222
2023-06-04,05:40,At gate 06:06,N28,MH 9211
2023-06-04,05:50,At gate 05:29,N6,AA 8902
2023-06-04,06:00,At gate 05:54,S27,AA 8931
2023-06-04,06:05,At gate 07:17,N64,CX 270
2023-06-04,06:05,At gate 05:41,N26,AA 8918
2023-06-04,06:25,At gate 06:19,N66,CX 234
2023-06-04,06:45,At gate 07:42,S47,CX 260
2023-06-04,06:45,At gate 06:54,W50,AA 8934
2023-06-04,06:50,At gate 06:35,N36,AA 8885
2023-06-04,06:55,At gate 06:50,S33,LX 9510
2023-06-04,07:00,At gate 07:34,S3,AA 8888
2023-06-04,07:10,At gate 07:51,S2,LH 7014
2023-06-04,07:15,At gate 07:12,S45,GA 876
2023-06-04,07:30,At gate 07:52,N32,BA 4146
2023-06-04,07:30,At gate 07:48,S29,QF 8237
2023-06-04,07:30,At gate 08:03,N62,CX 216
2023-06-04,07:40,At gate 08:40,W42,CX 252
2023-06-04,07:45,At gate 07:54,R18,TK 9226
2023-06-04,08:05,At gate 08:28,S27,CX 662
2023-06-04,08:10,At gate 08:30,N10,5J 272
2023-06-04,08:30,At gate 08:30,W71,5J 150
2023-06-04,08:50,At gate 09:25,N30,HX 1819
2023-06-04,08:55,At gate 09:05,N70,5J 240
2023-06-04,09:10,At gate 08:48,N36,AA 8944
2023-06-04,09:15,At gate 08:59,N9,CI 601
