date,time,status,stand,no
2023-04-24,00:20,At gate 02:20,S25,UO 651
2023-04-24,00:25,At gate 00:07,N142,BI 3404
2023-04-24,00:30,At gate 00:13,N143,UO 863
2023-04-24,01:05,At gate 02:10,S108,UO 781
2023-04-24,01:15,At gate 00:57,N24,UO 627
2023-04-24,01:25,At gate 01:20,W125,TK 9225
2023-04-24,03:10,At gate 02:44,R17,TK 9201
2023-04-24,04:00,At gate 03:29,R18,CX 5765
2023-04-24,04:40,At gate 04:29,S11,UO 623
2023-04-24,05:00,At gate 05:04,N62,CX 811
2023-04-24,05:10,At gate 05:00,N64,LX 9502
2023-04-24,05:15,At gate 05:53,N36,CX 676
2023-04-24,05:40,At gate 05:28,S45,TK 9222
2023-04-24,05:45,At gate 06:19,N30,AA 8936
2023-04-24,05:50,At gate 05:51,N7,AA 8902
2023-04-24,06:00,At gate 06:16,W48,UO 629
2023-04-24,06:05,At gate 05:33,S3,AA 8918
2023-04-24,06:15,At gate 06:16,S1,CX 270
2023-04-24,06:25,At gate 06:06,W63,CX 234
2023-04-24,06:50,At gate 06:24,N8,AA 8885
2023-04-24,06:50,At gate 06:57,W61,AA 8943
2023-04-24,06:55,At gate 07:07,S23,CX 260
2023-04-24,06:55,At gate 06:50,S4,CX 372
2023-04-24,06:55,At gate 06:06,N6,HX 1314
2023-04-24,07:15,At gate 07:02,N34,GA 876
2023-04-24,07:25,At gate 07:37,S33,LH 7014
2023-04-24,07:45,At gate 07:16,R20,TK 9226
2023-04-24,07:55,At gate 07:55,S25,CX 252
2023-04-24,08:10,At gate 08:17,N24,5J 272
2023-04-24,08:20,At gate 08:10,R19,HX 782
2023-04-24,08:50,At gate 09:11,N26,HX 1819
2023-04-24,08:55,At gate 08:51,N10,5J 240
2023-04-24,09:15,At gate 09:46,S29,CI 601
2023-04-24,09:25,At gate 09:24,W42,CX 447
2023-04-24,09:45,At gate 10:28,S23,5J 110
2023-04-24,09:45,At gate 09:30,S11,FD 515
2023-04-24,09:50,At gate 09:13,S3,QF 8214
2023-04-24,09:55,At gate 09:53,S47,CX 407
2023-04-24,10:05,At gate 09:42,N30,TR 980
2023-04-24,10:05,At gate 10:00,S27,CI 903
2023-04-24,10:10,Cancelled,,PR 300
2023-04-24,10:10,At gate 10:09,N24,FD 508
2023-04-24,10:15,At gate 10:15,N68,HU 8510
2023-04-24,10:15,At gate 10:19,N8,UO 625
2023-04-24,10:20,At gate 09:58,N36,MU 2901
