date,time,status,stand,no
2023-03-13,00:10,At gate 23:46 (12/03/2023),S27,CX 989
2023-03-13,00:20,At gate 00:06,N143,CX 5781
2023-03-13,00:45,At gate 00:54,N28,MM 067
2023-03-13,00:55,At gate 01:02,R20,CX 5627
2023-03-13,01:40,At gate 01:31,S47,HX 766
2023-03-13,03:20,At gate 03:14,R17,AI 7175
2023-03-13,05:00,At gate 04:38,W63,BA 4134
2023-03-13,05:00,At gate 04:01,S4,CX 829
2023-03-13,05:10,At gate 04:33,N28,AA 8891
2023-03-13,05:20,At gate 05:55,S49,AA 8902
2023-03-13,05:45,At gate 05:25,N5,TG 5867
2023-03-13,05:55,At gate 05:38,S43,TK 9222
2023-03-13,06:00,At gate 05:50,S33,QR 3478
2023-03-13,06:00,At gate 05:09,N7,UA 877
2023-03-13,06:15,At gate 07:09,S1,CX 676
2023-03-13,06:15,At gate 05:43,N64,AA 8936
2023-03-13,06:30,At gate 06:24,N36,CX 234
2023-03-13,06:55,At gate 07:16,W50,BA 4140
2023-03-13,06:55,At gate 06:27,S3,MH 9205
2023-03-13,07:05,At gate 07:19,N32,IB 1960
2023-03-13,07:05,At gate 07:10,W69,HX 782
2023-03-13,07:20,At gate 07:39,S23,CX 260
2023-03-13,07:20,At gate 07:33,N9,CX 270
2023-03-13,07:40,At gate 08:46,S31,CX 252
2023-03-13,08:10,At gate 07:59,N68,5J 272
2023-03-13,09:05,At gate 09:12,N24,CI 601
2023-03-13,09:45,At gate 10:00,W44,5J 110
2023-03-13,09:55,At gate 09:58,N26,CI 903
2023-03-13,10:05,At gate 10:01,N10,SQ 8632
2023-03-13,10:05,At gate 10:11,N30,HX 1821
2023-03-13,10:15,At gate 10:17,S35,PR 300
2023-03-13,10:25,At gate 10:24,S11,CX 912
2023-03-13,10:50,At gate 10:53,R15,UO 625
2023-03-13,10:55,At gate 10:52,S25,Z2 1264
2023-03-13,11:15,At gate 11:28,N32,GS 7963
2023-03-13,11:15,At gate 11:07,N34,MU 501
2023-03-13,11:20,At gate 11:24,N6,DL 7886
2023-03-13,11:20,At gate 11:08,W46,MF 8655
2023-03-13,11:25,At gate 12:07,W40,CX 983
2023-03-13,11:45,At gate 11:30,W48,TG 600
2023-03-13,11:55,At gate 11:56,S27,AK 138
2023-03-13,11:55,At gate 11:44,N10,9C 8715
