date,time,status,stand,no
2023-04-18,00:25,At gate 00:12,R15,BI 3404
2023-04-18,01:05,At gate 01:01,W122R,UO 781
2023-04-18,01:15,At gate 01:10,N30,UO 627
2023-04-18,01:25,At gate 01:22,N28,TK 9225
2023-04-18,03:10,At gate 03:12,W40,TK 9201
2023-04-18,04:40,At gate 05:27,S33,UO 623
2023-04-18,05:00,At gate 04:42,S4,CX 829
2023-04-18,05:10,At gate 05:11,S2,BA 4134
2023-04-18,05:35,At gate 06:04,N8,CX 865
2023-04-18,05:40,At gate 05:40,S29,TK 9222
2023-04-18,05:50,At gate 05:28,W46,AA 8902
2023-04-18,06:00,At gate 06:56,N6,AA 8931
2023-04-18,06:05,At gate 05:53,S27,AA 8918
2023-04-18,06:15,At gate 06:05,N66,CX 270
2023-04-18,06:45,At gate 07:32,W69,AA 8934
2023-04-18,06:55,At gate 06:52,W65,LX 9510
2023-04-18,06:55,At gate 07:46,S25,CX 260
2023-04-18,07:15,At gate 07:13,N62,GA 876
2023-04-18,07:25,At gate 07:31,N64,LH 7014
2023-04-18,07:30,At gate 08:11,W50,BA 4146
2023-04-18,07:40,At gate 07:44,W71,CX 216
2023-04-18,07:45,At gate 07:39,S35,TK 9226
2023-04-18,07:55,At gate 08:13,S41,CX 252
2023-04-18,08:10,At gate 08:25,N60,5J 272
2023-04-18,08:50,At gate 09:43,N28,HX 1819
2023-04-18,08:55,At gate 08:50,N36,5J 240
2023-04-18,09:10,At gate 09:22,N6,CX 449
2023-04-18,09:10,At gate 09:10,S31,AA 8944
2023-04-18,09:15,At gate 09:35,W42,CI 601
2023-04-18,09:45,At gate 11:04,S43,5J 110
2023-04-18,09:45,At gate 09:31,N10,FD 515
2023-04-18,09:50,At gate 09:41,S45,QF 8214
2023-04-18,09:55,At gate 09:58,S27,CX 407
2023-04-18,10:05,At gate 09:53,W46,TR 980
2023-04-18,10:05,At gate 10:07,N24,CI 903
2023-04-18,10:10,At gate 11:50,N30,PR 300
2023-04-18,10:10,At gate 10:13,S25,FD 508
2023-04-18,10:15,At gate 10:07,N68,HU 8510
2023-04-18,10:15,At gate 10:18,R21,UO 625
2023-04-18,10:20,At gate 10:02,N60,MU 2901
2023-04-18,10:30,At gate 10:28,N9,CX 912
2023-04-18,10:30,At gate 10:03,S3,FM 3025
2023-04-18,10:55,At gate 10:34,N34,CX 6201
2023-04-18,11:00,At gate 10:55,S29,FM 3001
2023-04-18,11:05,At gate 10:58,S11,CA 6507
2023-04-18,11:10,At gate 11:15,N6,AK 138
2023-04-18,11:20,At gate 11:18,N5,SQ 874
2023-04-18,11:20,At gate 15:25,N10,MF 381
2023-04-18,11:30,At gate 15:40,N30,CA 3855
2023-04-18,11:30,At gate 12:01,S1,CX 983
2023-04-18,11:30,At gate 11:36,N10,CX 5227
2023-04-18,11:30,At gate 11:04,S35,MF 8655
2023-04-18,11:35,At gate 12:21,N32,GS 7963
2023-04-18,11:40,At gate 11:37,R15,UO 131
2023-04-18,11:45,At gate 11:45,N36,WY 5902
2023-04-18,11:50,At gate 11:33,N28,CA 103
2023-04-18,11:50,At gate 11:51,S25,FM 3021
