date,time,status,stand,no
2023-06-09,00:20,At gate 00:09,N36,UO 651
2023-06-09,00:30,At gate 00:22,N145,UO 863
2023-06-09,01:05,At gate 01:06,W124,UO 781
2023-06-09,01:15,At gate 01:26,S106,UO 627
2023-06-09,01:25,At gate 02:31,S104,TK 9225
2023-06-09,02:00,At gate 01:47,R18,BI 3404
2023-06-09,03:10,At gate 03:05,N62,TK 9201
2023-06-09,04:20,At gate 03:55,S45,CX 5765
2023-06-09,04:40,At gate 04:51,D305L,UO 623
2023-06-09,05:00,At gate 04:50,S1,CX 811
2023-06-09,05:00,At gate 05:08,N8,UA 877
2023-06-09,05:10,At gate 05:15,N7,LX 9502
2023-06-09,05:15,At gate 05:43,S4,CX 676
2023-06-09,05:35,At gate 05:28,S23,CX 865
2023-06-09,05:40,At gate 05:54,N24,TK 9222
2023-06-09,05:40,At gate 05:29,S2,MH 9211
2023-06-09,05:50,At gate 05:45,S35,AA 8902
2023-06-09,06:05,At gate 06:28,N26,CX 270
2023-06-09,06:05,At gate 06:11,S25,AA 8918
2023-06-09,06:45,At gate 07:19,N64,CX 260
2023-06-09,06:45,At gate 06:53,N30,AA 8934
2023-06-09,06:50,At gate 06:32,W69,AA 8885
2023-06-09,06:55,At gate 07:04,S1,LX 9510
2023-06-09,07:15,At gate 07:32,S11,HX 1946
2023-06-09,07:30,At gate 08:00,N62,BA 4146
2023-06-09,07:30,At gate 08:33,S27,CX 216
2023-06-09,07:40,At gate 09:03,N60,CX 252
2023-06-09,07:45,At gate 07:51,R16,TK 9226
2023-06-09,08:05,At gate 07:50,S43,CX 662
2023-06-09,08:10,At gate 08:25,S49,5J 272
2023-06-09,08:15,At gate 08:35,S45,HX 782
2023-06-09,08:30,At gate 08:13,N10,5J 150
2023-06-09,08:50,At gate 08:59,N24,HX 1819
2023-06-09,08:55,At gate 08:50,N36,5J 240
2023-06-09,09:10,At gate 09:07,R14,CX 449
2023-06-09,09:10,At gate 08:52,N66,AA 8944
2023-06-09,09:15,At gate 09:09,S41,CI 601
2023-06-09,09:45,At gate 12:06,W50,5J 110
2023-06-09,09:45,At gate 09:33,N68,FD 515
2023-06-09,09:50,At gate 09:43,S35,QF 8214
2023-06-09,09:55,At gate 09:46,S47,CX 407
2023-06-09,10:05,At gate 10:00,S29,TR 980
2023-06-09,10:05,At gate 10:04,S31,CI 903
2023-06-09,10:10,At gate 10:50,S49,PR 300
2023-06-09,10:10,At gate 10:43,N5,CX 624
2023-06-09,10:10,At gate 10:07,N36,FD 508
2023-06-09,10:15,At gate 10:06,R16,HU 8510
2023-06-09,10:15,At gate 10:23,W71,UO 625
2023-06-09,10:30,At gate 12:45,N6,AF 8405
2023-06-09,10:30,At gate 10:38,W67,CX 912
2023-06-09,10:30,At gate 10:14,W48,FM 3025
2023-06-09,10:50,At gate 10:41,N10,MU 2901
2023-06-09,10:55,At gate 10:24,N70,CX 6201
2023-06-09,11:00,At gate 11:00,S25,DL 7886
2023-06-09,11:00,At gate 10:42,S27,FM 3001
2023-06-09,11:05,At gate 11:47,N9,CA 6507
2023-06-09,11:10,At gate 12:16,N10,AK 138
2023-06-09,11:15,At gate 10:59,N62,CA 101
2023-06-09,11:20,At gate 11:34,N24,SQ 874
2023-06-09,11:20,At gate 11:10,N68,MF 381
2023-06-09,11:30,At gate 11:33,S31,CX 983
2023-06-09,11:30,At gate 11:50,R18,CX 5227
2023-06-09,11:30,At gate 11:01,S41,MF 8655
2023-06-09,11:40,At gate 11:35,R21,UO 131
2023-06-09,11:45,At gate 11:54,W42,WY 5902
2023-06-09,11:50,At gate 11:17,W40,CA 103
2023-06-09,11:50,At gate 11:04,W46,MU 2067
2023-06-09,11:50,At gate 11:44,N8,FM 3021
2023-06-09,11:55,At gate 11:31,N34,CA 3855
2023-06-09,12:10,At gate 12:04,S11,AA 8893
2023-06-09,12:15,At gate 12:58,N64,CX 238
2023-06-09,12:15,At gate 12:05,S1,QR 5847
2023-06-09,12:20,At gate 11:49,S43,9C 8715
2023-06-09,12:20,At gate 12:15,N60,CZ 309
2023-06-09,12:25,At gate 12:58,S45,AC 9795
2023-06-09,12:25,At gate 12:27,R15,UO 551
2023-06-09,12:30,At gate 12:22,W48,CX 365
2023-06-09,12:30,At gate 12:36,N36,UA 7907
2023-06-09,12:40,At gate 12:27,N66,SC 4789
2023-06-09,12:55,At gate 12:44,N30,CI 909
2023-06-09,12:55,At gate 12:47,S47,CX 489
2023-06-09,12:55,At gate 13:06,N70,GA 9770
2023-06-09,13:00,At gate 13:04,W69,QF 8228
2023-06-09,13:00,At gate 14:18,N34,CX 431
2023-06-09,13:05,At gate 12:37,N7,CA 111
2023-06-09,13:05,At gate 12:45,N28,QR 3459
2023-06-09,13:05,At gate 13:04,R20,CX 5821
2023-06-09,13:15,At gate 13:06,S27,JL 7041
2023-06-09,13:15,At gate 13:32,S41,UL 2772
2023-06-09,13:20,At gate 12:54,R14,CX 906
2023-06-09,13:30,At gate 13:40,S33,ZH 9085
2023-06-09,13:30,At gate 14:07,N24,HA 5001
2023-06-09,13:35,At gate 13:21,N32,BI 635
2023-06-09,13:40,At gate 13:57,W63,CX 250
2023-06-09,13:40,At gate 14:18,N26,BA 031
2023-06-09,13:45,At gate 13:31,W42,HX 679
2023-06-09,13:50,At gate 13:37,N5,QR 5841
2023-06-09,13:55,At gate 14:06,S23,SQ 892
2023-06-09,14:00,At gate 14:00,R21,CX 385
2023-06-09,14:00,At gate 14:08,W46,AC 9794
2023-06-09,14:00,At gate 13:54,S3,CA 6523
2023-06-09,14:05,At gate 14:06,N8,HO 3503
2023-06-09,14:10,At gate 14:42,N6,BR 2897
2023-06-09,14:10,At gate 13:56,S43,AA 8890
2023-06-09,14:15,At gate 14:12,W67,CX 363
2023-06-09,14:25,At gate 13:48,N68,CA 419
2023-06-09,14:25,At gate 14:26,N30,HX 1825
2023-06-09,14:35,At gate 14:30,N10,FD 500
2023-06-09,14:40,At gate 14:24,N62,JL 7043
2023-06-09,14:40,At gate 14:51,N9,CA 6536
2023-06-09,14:40,At gate 14:07,N60,CZ 635
2023-06-09,14:45,At gate 14:42,R16,HU 8358
2023-06-09,14:50,At gate 14:57,R15,UO 705
2023-06-09,14:55,At gate 14:48,S49,LA 6095
2023-06-09,14:55,At gate 14:33,N145,MU 503
2023-06-09,15:00,At gate 15:02,N7,HU 8051
2023-06-09,15:00,At gate 15:30,S33,LX 9500
2023-06-09,15:00,At gate 14:50,W42,AA 8908
2023-06-09,15:00,At gate 15:12,W48,VN 592
2023-06-09,15:05,At gate 15:21,S27,OM 5610
2023-06-09,15:05,At gate 15:04,N66,JU 8319
2023-06-09,15:15,At gate 14:41,W71,AC 9786
2023-06-09,15:15,At gate 15:13,S105,HB 682
2023-06-09,15:20,At gate 15:22,S41,CX 495
2023-06-09,15:25,At gate 16:05,S3,CX 256
2023-06-09,15:25,At gate 16:04,N32,NZ 4212
2023-06-09,15:30,At gate 15:30,R17,UO 111
2023-06-09,15:30,At gate 15:21,R13,UO 601
2023-06-09,15:30,At gate 15:53,R20,UO 619
2023-06-09,15:35,Cancelled,,UQ 2651
2023-06-09,15:45,At gate 15:47,N68,AE 5311
2023-06-09,15:50,At gate 15:48,S103,CA 3361
2023-06-09,15:55,At gate 15:41,N36,CA 427
2023-06-09,15:55,At gate 15:30,S109,HX 1201
2023-06-09,15:55,At gate 15:57,D301R,UO 761
2023-06-09,15:55,At gate 16:06,S107,GJ 8053
2023-06-09,16:00,At gate 16:12,N70,CX 349
2023-06-09,16:00,At gate 16:02,N10,FM 3023
2023-06-09,16:05,At gate 15:56,S104,MF 9039
2023-06-09,16:05,At gate 16:32,W40,TG 5867
2023-06-09,16:15,At gate 16:27,N24,TK 8721
2023-06-09,16:15,At gate 16:42,S29,CX 367
2023-06-09,16:15,At gate 16:13,S45,MF 8713
2023-06-09,16:25,At gate 16:17,N8,CA 109
2023-06-09,16:25,At gate 16:30,D301L,UO 133
2023-06-09,16:30,At gate 16:21,S25,CI 915
2023-06-09,16:30,At gate 16:22,W69,QF 8232
2023-06-09,16:30,At gate 16:40,N7,AA 8950
2023-06-09,16:30,At gate 16:22,S102,HO 1305
2023-06-09,16:35,At gate 16:30,S106,MU 5015
2023-06-09,16:45,At gate 16:49,W44,ET 608
2023-06-09,16:45,At gate 17:11,N68,QR 5837
2023-06-09,16:45,At gate 17:13,N30,CX 6630
2023-06-09,16:50,At gate 17:02,S11,MU 2089
2023-06-09,16:50,At gate 16:31,W50,9C 8921
2023-06-09,16:55,At gate 16:54,S1,CA 6521
2023-06-09,17:00,At gate 22:12,R20,PR 306
2023-06-09,17:00,At gate 17:15,S23,CX 357
2023-06-09,17:00,At gate 16:53,N6,CX 634
2023-06-09,17:00,At gate 17:03,R17,UO 827
2023-06-09,17:10,At gate 17:02,R18,UO 113
2023-06-09,17:15,At gate 17:02,S35,AA 8897
2023-06-09,17:15,At gate 18:21,N7,Z2 1264
2023-06-09,17:20,At gate 17:59,S2,MH 9196
2023-06-09,17:30,At gate 17:21,S31,QF 4224
2023-06-09,17:35,At gate 18:10,N64,CX 254
2023-06-09,17:35,At gate 17:01,N28,CA 6511
2023-06-09,17:35,At gate 17:33,R21,UO 687
2023-06-09,17:40,At gate 17:51,W46,FM 809
2023-06-09,17:40,At gate 17:43,W48,WE 5638
2023-06-09,17:40,At gate 17:04,W71,3U 3959
2023-06-09,17:45,At gate 17:52,N36,AY 099
2023-06-09,17:45,At gate 17:27,N10,HX 659
2023-06-09,17:50,Cancelled,,MF 9421
2023-06-09,17:50,At gate 18:42,R20,CX 313
2023-06-09,17:50,At gate 23:51,R15,MF 8651
2023-06-09,17:55,At gate 17:35,R14,CX 443
2023-06-09,17:55,At gate 18:47,S11,LY 8792
2023-06-09,17:55,At gate 17:35,S45,NZ 4850
2023-06-09,18:00,At gate 18:00,R15,HU 8083
2023-06-09,18:00,At gate 18:19,S102,HB 541
2023-06-09,18:05,At gate 18:30,W65,QF 8224
2023-06-09,18:05,At gate 18:00,D302R,CX 5173
2023-06-09,18:05,At gate 17:46,N60,EK 384
2023-06-09,18:10,At gate 18:41,W40,5J 112
2023-06-09,18:25,At gate 18:34,N8,HX 1831
2023-06-09,18:35,At gate 18:36,S25,MU 2569
2023-06-09,18:35,At gate 18:38,D306R,HX 641
2023-06-09,18:50,At gate 18:33,N34,VJ 876
2023-06-09,18:55,At gate 19:13,S23,CI 919
2023-06-09,18:55,At gate 18:44,W63,QR 5803
2023-06-09,18:55,At gate 18:52,N5,CX 831
2023-06-09,19:00,At gate 18:47,D302L,UO 621
2023-06-09,19:05,At gate 18:58,R13,CX 947
2023-06-09,19:05,At gate 18:55,S49,FM 3013
2023-06-09,19:05,At gate 19:08,N9,FD 524
2023-06-09,19:10,At gate 20:11,N10,AK 239
2023-06-09,19:15,At gate 19:42,S3,JL 7057
2023-06-09,19:20,At gate 19:45,R16,HX 776
2023-06-09,19:25,At gate 19:31,S4,CX 341
2023-06-09,19:30,At gate 19:40,N6,QF 8258
2023-06-09,19:35,At gate 19:24,N24,CX 6898
2023-06-09,19:40,At gate 19:43,W123R,UO 849
2023-06-09,19:45,At gate 19:49,D306L,HU 8360
2023-06-09,19:50,At gate 19:57,S101,HB 531
