date,time,status,stand,no
2023-03-27,00:25,At gate 00:49,N141,BI 3404
2023-03-27,01:05,At gate 01:02,R17,CX 5781
2023-03-27,01:15,At gate 01:28,R20,CX 5627
2023-03-27,01:25,At gate 01:27,N60,TK 9225
2023-03-27,03:10,At gate 03:09,N36,TK 9201
2023-03-27,04:40,At gate 04:56,S111,CX 5623
2023-03-27,05:00,At gate 04:16,S41,BA 4134
2023-03-27,05:00,At gate 04:45,S2,CX 811
2023-03-27,05:00,At gate 04:25,S25,CX 829
2023-03-27,05:15,At gate 05:28,W63,CX 676
2023-03-27,05:40,At gate 05:33,N9,TK 9222
2023-03-27,05:45,At gate 06:40,S23,AA 8936
2023-03-27,05:50,At gate 05:47,N142,AA 8902
2023-03-27,06:05,At gate 06:20,N6,CX 270
2023-03-27,06:05,At gate 05:35,W125,AA 8918
2023-03-27,06:25,At gate 05:50,S43,CX 234
2023-03-27,06:50,At gate 07:05,N143,CX 260
2023-03-27,06:50,At gate 07:51,S35,AA 8943
2023-03-27,06:55,At gate 07:10,N66,LX 9510
2023-03-27,06:55,At gate 06:54,W69,IB 1960
2023-03-27,06:55,At gate 06:42,S45,HX 1314
2023-03-27,07:15,At gate 06:59,W40,GA 876
2023-03-27,07:20,At gate 07:40,S110,LH 7014
2023-03-27,07:45,At gate 08:08,W46,CX 252
2023-03-27,08:10,At gate 08:33,N10,5J 272
2023-03-27,08:50,At gate 09:11,N24,HX 1819
2023-03-27,08:55,At gate 08:52,N36,5J 240
2023-03-27,09:10,At gate 08:46,N7,AA 8944
2023-03-27,09:15,At gate 09:43,N30,CI 601
2023-03-27,09:45,At gate 11:17,W42,5J 110
2023-03-27,09:45,At gate 09:31,N28,FD 515
2023-03-27,10:05,At gate 09:55,W61,TR 980
2023-03-27,10:05,At gate 10:11,N8,CI 903
2023-03-27,10:10,At gate 10:15,N5,PR 300
2023-03-27,10:10,At gate 10:04,N26,FD 508
2023-03-27,10:15,At gate 10:35,R15,CX 5625
2023-03-27,10:20,At gate 10:08,N10,MU 2901
2023-03-27,10:25,At gate 10:06,S3,CX 738
2023-03-27,10:30,At gate 10:29,S4,CX 912
2023-03-27,10:30,At gate 10:19,N36,FM 3025
2023-03-27,11:00,At gate 10:58,N6,DL 7886
2023-03-27,11:00,At gate 10:55,N34,FM 3001
2023-03-27,11:05,At gate 11:11,S47,CA 6507
2023-03-27,11:10,At gate 11:05,N24,AK 138
2023-03-27,11:20,At gate 11:06,N7,SQ 874
2023-03-27,11:20,At gate 11:33,S31,MF 381
2023-03-27,11:30,At gate 11:12,S11,ZH 9091
2023-03-27,11:30,At gate 12:40,S1,CX 983
2023-03-27,11:30,At gate 13:35,R13,CX 5227
2023-03-27,11:30,At gate 11:57,S29,MF 8655
2023-03-27,11:40,At gate 11:36,R17,CX 5131
2023-03-27,11:45,At gate 11:34,N62,TG 600
2023-03-27,11:50,At gate 11:15,N32,MU 2067
2023-03-27,11:50,At gate 11:56,N60,FM 3021
2023-03-27,12:10,At gate 12:38,N28,HX 1823
2023-03-27,12:10,At gate 12:09,N9,PR 318
2023-03-27,12:10,At gate 11:53,W63,AA 8893
2023-03-27,12:15,At gate 12:19,S33,QR 5847
2023-03-27,12:20,At gate 12:00,N30,9C 8715
2023-03-27,12:20,At gate 12:35,W61,CX 238
2023-03-27,12:20,At gate 12:07,N8,CZ 309
2023-03-27,12:30,At gate 12:50,S49,CX 365
2023-03-27,12:30,At gate 12:50,N34,UA 7907
2023-03-27,12:55,At gate 13:12,N26,CI 909
2023-03-27,12:55,At gate 12:49,S23,CX 489
2023-03-27,13:00,At gate 12:51,W46,QF 8228
2023-03-27,13:00,At gate 13:22,S27,CX 431
2023-03-27,13:05,At gate 12:42,N36,CA 111
2023-03-27,13:05,At gate 12:52,R19,CX 5821
2023-03-27,13:15,At gate 13:07,N7,JL 7041
2023-03-27,13:15,At gate 13:22,S29,MH 072
2023-03-27,13:20,At gate 13:00,S35,CX 906
2023-03-27,13:30,At gate 13:58,N6,HA 5001
2023-03-27,13:40,At gate 15:27,N26,BA 031
2023-03-27,13:40,At gate 13:30,W40,HB 503
2023-03-27,13:45,At gate 13:35,W50,CX 250
2023-03-27,13:50,At gate 14:14,R15,BR 2897
2023-03-27,13:50,At gate 14:05,N64,QR 5841
2023-03-27,13:50,At gate 13:46,S11,CA 6536
2023-03-27,13:50,At gate 14:18,W67,CX 973
2023-03-27,13:55,At gate 14:54,N5,SQ 892
2023-03-27,14:00,At gate 14:51,R20,CX 385
2023-03-27,14:00,At gate 13:50,W65,MH 9187
2023-03-27,14:00,At gate 14:22,N68,CA 6523
2023-03-27,14:05,At gate 14:06,S31,HO 3503
2023-03-27,14:10,At gate 14:41,S45,CX 658
2023-03-27,14:15,At gate 14:17,W48,CX 363
2023-03-27,14:20,At gate 14:16,N66,AA 8904
2023-03-27,14:20,At gate 14:12,N24,VN 594
2023-03-27,14:25,At gate 13:38,N62,CA 419
2023-03-27,14:25,At gate 14:48,N28,HX 1825
2023-03-27,14:35,At gate 14:27,N10,FD 500
2023-03-27,14:40,At gate 14:33,N9,HX 1201
2023-03-27,14:45,At gate 14:43,R17,HU 8358
2023-03-27,14:50,At gate 14:59,R16,CX 5705
2023-03-27,15:00,At gate 15:00,S111,HU 8051
2023-03-27,15:00,At gate 15:19,S33,AA 8908
2023-03-27,15:05,At gate 15:29,N32,AA 8909
2023-03-27,15:05,At gate 14:44,N8,JU 8319
2023-03-27,15:10,At gate 15:20,N34,CX 608
2023-03-27,15:10,At gate 14:53,R18,CX 5173
2023-03-27,15:15,At gate 14:52,W69,AC 9786
2023-03-27,15:20,At gate 16:20,S1,CX 495
2023-03-27,15:25,At gate 15:50,S29,LH 796
2023-03-27,15:30,At gate 15:55,N6,CX 256
2023-03-27,15:30,At gate 15:44,R13,CX 5601
2023-03-27,15:30,At gate 15:30,W122R,CX 5619
2023-03-27,15:40,At gate 15:29,W123R,UO 111
2023-03-27,15:45,At gate 15:39,N60,CI 931
2023-03-27,15:50,At gate 15:53,N62,ZH 9095
2023-03-27,15:55,At gate 15:39,N36,CA 427
2023-03-27,15:55,At gate 16:01,W122L,CX 5761
2023-03-27,15:55,At gate 16:10,S47,GJ 8053
2023-03-27,16:00,At gate 16:03,W63,CX 349
2023-03-27,16:00,At gate 16:15,R15,CX 5851
2023-03-27,16:00,At gate 15:52,W40,FM 3023
2023-03-27,16:05,At gate 16:24,W42,MF 9039
2023-03-27,16:05,At gate 17:23,N34,AC 007
2023-03-27,16:15,At gate 15:58,S31,TK 8722
2023-03-27,16:15,At gate 16:46,W67,CX 367
2023-03-27,16:15,At gate 16:27,N10,MF 8713
2023-03-27,16:25,At gate 16:33,N28,CA 109
2023-03-27,16:25,At gate 16:25,W126,CX 5133
2023-03-27,16:30,At gate 16:37,N7,CI 915
2023-03-27,16:30,At gate 16:25,S49,AA 8950
2023-03-27,16:30,At gate 16:39,R19,HO 1305
