date,time,status,stand,no
2023-05-15,00:20,At gate 00:39,R14,UO 651
2023-05-15,01:05,At gate 01:06,N142,UO 781
2023-05-15,01:15,At gate 01:00,S105,UO 627
2023-05-15,01:25,At gate 01:28,S111,TK 9225
2023-05-15,02:00,At gate 01:57,N143,BI 3404
2023-05-15,03:10,At gate 03:03,S106,TK 9201
2023-05-15,04:40,At gate 04:56,S33,UO 623
2023-05-15,05:00,At gate 05:27,S31,UA 877
2023-05-15,05:10,At gate 05:21,N9,LX 9502
2023-05-15,05:15,At gate 05:25,N7,CX 676
2023-05-15,05:40,At gate 05:35,N62,TK 9222
2023-05-15,05:40,At gate 05:00,S1,MH 9211
2023-05-15,05:45,At gate 05:48,S3,AA 8936
2023-05-15,05:50,At gate 05:43,S4,AA 8902
2023-05-15,06:00,At gate 06:07,S108,UO 629
2023-05-15,06:05,At gate 05:46,N30,AA 8918
2023-05-15,06:15,At gate 06:16,S41,CX 270
2023-05-15,06:25,At gate 05:54,N28,CX 234
2023-05-15,06:50,At gate 06:14,S29,AA 8885
2023-05-15,06:50,At gate 07:10,W46,AA 8943
2023-05-15,06:55,At gate 07:37,S43,LX 9510
2023-05-15,06:55,At gate 07:20,N24,CX 260
2023-05-15,06:55,At gate 07:05,W63,CX 372
2023-05-15,06:55,At gate 06:22,S47,HX 1314
2023-05-15,07:15,At gate 07:26,N32,GA 876
2023-05-15,07:20,At gate 07:20,S33,LH 7014
2023-05-15,07:55,At gate 07:45,N9,CX 252
2023-05-15,08:10,At gate 08:13,N8,5J 272
2023-05-15,08:15,At gate 08:26,R15,HX 782
2023-05-15,08:30,At gate 08:28,S11,5J 150
2023-05-15,08:50,At gate 09:04,N24,HX 1819
2023-05-15,08:55,At gate 09:03,S35,5J 240
2023-05-15,09:15,At gate 09:18,N10,CI 601
2023-05-15,09:25,At gate 09:18,R14,CX 447
2023-05-15,09:45,At gate 12:24,S33,5J 110
2023-05-15,09:45,At gate 09:30,S25,FD 515
2023-05-15,09:50,At gate 09:26,N36,QF 8214
2023-05-15,09:55,At gate 09:42,W67,CX 407
2023-05-15,10:05,At gate 09:50,W44,TR 980
2023-05-15,10:05,At gate 10:14,S11,CI 903
2023-05-15,10:10,At gate 10:23,N8,PR 300
2023-05-15,10:10,At gate 09:55,N26,FD 508
2023-05-15,10:15,At gate 10:09,R18,HU 8510
2023-05-15,10:15,At gate 10:22,S35,UO 625
2023-05-15,10:30,At gate 10:16,W69,CX 912
2023-05-15,10:30,At gate 10:13,W50,FM 3025
2023-05-15,10:50,At gate 10:40,N24,MU 2901
2023-05-15,11:00,At gate 10:55,N6,DL 7886
2023-05-15,11:00,At gate 10:34,N32,FM 3001
2023-05-15,11:05,At gate 11:10,W65,CA 6507
2023-05-15,11:10,At gate 11:24,N10,AK 138
2023-05-15,11:15,At gate 11:05,S45,CA 101
2023-05-15,11:20,At gate 11:16,N5,SQ 874
2023-05-15,11:20,At gate 11:19,N68,MF 381
2023-05-15,11:30,At gate 11:47,W44,CX 983
2023-05-15,11:30,At gate 11:30,W123R,CX 5227
2023-05-15,11:30,At gate 10:56,N66,MF 8655
2023-05-15,11:40,At gate 11:26,R13,UO 131
2023-05-15,11:45,At gate 11:42,N64,WY 5902
2023-05-15,11:50,At gate 11:24,S27,CA 103
2023-05-15,11:50,At gate 11:15,S41,MU 2067
2023-05-15,11:50,At gate 11:33,S31,FM 3021
2023-05-15,11:55,At gate 11:38,W42,CA 3855
2023-05-15,12:10,At gate 12:30,N60,HX 1823
2023-05-15,12:10,At gate 12:05,N34,AA 8893
2023-05-15,12:15,At gate 12:00,S2,QR 5847
2023-05-15,12:15,At gate 11:57,S109,HX 1203
2023-05-15,12:20,At gate 11:59,N70,9C 8715
2023-05-15,12:20,At gate 12:18,N26,CZ 309
2023-05-15,12:25,At gate 12:36,R16,UO 551
2023-05-15,12:30,At gate 12:35,W71,CX 238
2023-05-15,12:30,At gate 12:19,N24,CX 365
2023-05-15,12:30,At gate 12:39,N32,UA 7907
2023-05-15,12:40,At gate 12:29,N7,SC 4789
2023-05-15,12:55,At gate 13:02,S11,CI 909
2023-05-15,12:55,At gate 12:45,R21,CX 489
2023-05-15,12:55,At gate 13:10,N68,GA 9770
2023-05-15,13:00,At gate 12:43,S47,QF 8228
2023-05-15,13:00,At gate 12:55,N8,CX 431
2023-05-15,13:05,At gate 12:41,N62,CA 111
2023-05-15,13:05,At gate 13:06,W48,CX 5821
2023-05-15,13:15,At gate 13:02,N66,JL 7041
2023-05-15,13:15,At gate 13:19,N10,UL 2772
2023-05-15,13:20,At gate 12:53,R14,CX 906
2023-05-15,13:30,At gate 13:45,N6,HA 5001
2023-05-15,13:40,At gate 13:36,N28,BA 031
2023-05-15,13:40,At gate 13:31,S31,HB 503
2023-05-15,13:45,At gate 14:00,N30,HX 679
2023-05-15,13:50,At gate 13:44,S45,QR 5841
2023-05-15,13:50,At gate 13:58,W42,CA 6536
2023-05-15,13:50,At gate 13:39,W61,CX 973
2023-05-15,13:55,At gate 13:35,N5,SQ 892
2023-05-15,13:55,At gate 13:54,N64,CX 250
