date,time,status,stand,no
2023-03-16,00:10,At gate 23:55 (15/03/2023),N32,CX 989
2023-03-16,00:20,At gate 00:05,S109,CX 5781
2023-03-16,00:45,At gate 00:46,S1,MM 067
2023-03-16,00:55,At gate 00:45,N10,CX 5627
2023-03-16,01:05,At gate 00:33,S106,NH 8511
2023-03-16,01:40,At gate 01:31,R21,HX 766
2023-03-16,03:20,At gate 03:26,S29,AI 7175
2023-03-16,04:25,At gate 06:36,W48,MH 9185
2023-03-16,05:00,At gate 04:45,S1,CX 829
2023-03-16,05:00,At gate 04:24,N26,UA 877
2023-03-16,05:20,At gate 05:26,N9,AA 8902
2023-03-16,05:45,At gate 05:14,S25,TG 5867
2023-03-16,05:55,At gate 05:13,S35,TK 9222
2023-03-16,06:00,At gate 05:57,N8,QR 3478
2023-03-16,06:00,At gate 05:37,N7,CX 865
2023-03-16,06:10,At gate 05:23,N5,MH 9183
2023-03-16,07:05,At gate 07:34,W40,HX 782
2023-03-16,07:10,At gate 07:15,N62,LH 7014
2023-03-16,07:15,At gate 07:12,N24,HX 1946
2023-03-16,07:20,At gate 06:34,W63,CX 881
2023-03-16,07:40,At gate 08:21,S31,CX 252
2023-03-16,08:10,At gate 08:03,S45,5J 272
2023-03-16,09:05,At gate 09:11,S29,CI 601
2023-03-16,09:20,At gate 08:46,S3,JL 7908
2023-03-16,09:45,At gate 10:04,N28,5J 110
2023-03-16,09:55,At gate 09:56,S27,CI 903
2023-03-16,10:05,At gate 10:07,N9,SQ 8632
2023-03-16,10:05,At gate 10:13,N24,HX 1821
2023-03-16,10:15,At gate 09:50,S11,PR 300
2023-03-16,10:25,At gate 10:32,S1,CX 912
2023-03-16,10:50,At gate 10:26,R13,UO 625
2023-03-16,10:55,At gate 10:45,N30,Z2 1264
2023-03-16,11:15,At gate 10:45,N10,MU 501
2023-03-16,11:20,At gate 11:45,S45,MF 8655
2023-03-16,11:25,At gate 11:43,N6,CX 983
2023-03-16,11:45,At gate 11:31,N34,TG 600
2023-03-16,11:55,At gate 11:44,N32,AK 138
2023-03-16,11:55,At gate 11:21,S49,9C 8715
2023-03-16,12:05,At gate 12:00,R15,CX 5115
2023-03-16,12:05,At gate 12:13,W44,MF 381
2023-03-16,12:10,At gate 12:19,N60,HX 1823
2023-03-16,12:10,At gate 12:33,S47,MF 8695
2023-03-16,12:15,At gate 12:00,S35,MU 2569
2023-03-16,12:15,At gate 12:21,N7,MH 9188
2023-03-16,12:20,At gate 12:05,S43,CZ 3075
2023-03-16,12:20,At gate 12:08,W46,MU 503
2023-03-16,12:25,At gate 12:10,S23,SQ 882
2023-03-16,12:30,At gate 12:41,S11,CZ 309
2023-03-16,12:50,At gate 12:46,N28,CI 909
2023-03-16,12:50,At gate 12:57,S1,CX 489
2023-03-16,12:55,At gate 13:38,N8,CX 431
2023-03-16,13:00,At gate 12:32,S4,JL 7051
2023-03-16,13:05,At gate 13:09,S25,CX 6111
2023-03-16,13:10,At gate 13:49,N9,CX 238
2023-03-16,13:10,At gate 12:51,N30,UA 7907
2023-03-16,13:15,At gate 12:54,N66,QR 3467
2023-03-16,13:25,At gate 13:16,W40,JL 7041
2023-03-16,13:30,At gate 12:59,N68,CX 906
2023-03-16,13:35,At gate 13:36,N10,BI 635
2023-03-16,13:50,At gate 13:29,S45,CA 103
2023-03-16,13:50,At gate 14:14,W63,CX 977
2023-03-16,13:55,At gate 13:42,S27,SQ 892
2023-03-16,13:55,At gate 14:14,R18,CX 5821
2023-03-16,14:10,At gate 14:32,N64,CX 250
2023-03-16,14:10,At gate 13:52,W50,QR 3458
2023-03-16,14:10,At gate 14:19,N6,HA 5001
2023-03-16,14:15,At gate 13:26,W65,MH 9187
2023-03-16,14:15,At gate 14:09,W71,CA 6519
2023-03-16,14:15,At gate 14:22,S29,CX 6260
2023-03-16,14:20,At gate 14:03,W48,QR 5841
2023-03-16,14:25,At gate 13:59,S41,ET 644
2023-03-16,14:25,At gate 13:47,S49,FM 3007
2023-03-16,14:30,At gate 14:05,S31,CX 363
2023-03-16,14:40,At gate 17:10,N6,BA 031
2023-03-16,14:45,At gate 14:28,S35,HX 1201
2023-03-16,14:45,At gate 15:03,N28,LA 6038
2023-03-16,15:00,At gate 15:29,N24,BA 4558
2023-03-16,15:00,At gate 15:09,R13,CX 5705
2023-03-16,15:05,At gate 14:46,W46,HU 8205
2023-03-16,15:05,At gate 14:42,R20,HU 8189
2023-03-16,15:05,At gate 14:56,R17,CX 5173
2023-03-16,15:10,At gate 15:49,W67,CX 930
2023-03-16,15:15,At gate 14:54,S25,FD 500
2023-03-16,15:20,At gate 15:02,S43,HB 682
2023-03-16,15:25,At gate 15:23,N8,CX 495
2023-03-16,15:30,At gate 16:07,N30,QR 5850
2023-03-16,15:35,At gate 16:08,N10,CX 5619
2023-03-16,15:35,At gate 16:15,S49,CX 5725
2023-03-16,15:40,At gate 15:51,N26,AE 5311
2023-03-16,15:45,At gate 15:26,W44,HU 8358
2023-03-16,15:50,At gate 15:25,N7,ZH 9091
2023-03-16,15:50,At gate 16:24,R16,CX 5601
2023-03-16,15:55,At gate 15:52,S11,CX 6127
2023-03-16,15:55,At gate 16:37,N34,CA 6503
2023-03-16,16:00,At gate 16:39,S29,ET 1760
2023-03-16,16:00,At gate 15:45,S47,MU 765
2023-03-16,16:05,At gate 16:05,R21,9C 8921
2023-03-16,16:10,At gate 16:30,R18,UO 133
2023-03-16,16:15,At gate 16:29,W42,MF 8703
2023-03-16,16:20,At gate 16:45,R17,CX 5111
2023-03-16,16:35,At gate 16:53,S41,CA 109
2023-03-16,16:35,At gate 17:49,N7,QF 127
2023-03-16,16:45,At gate 17:26,N9,CX 367
2023-03-16,16:45,At gate 16:16,S45,MU 527
2023-03-16,16:55,At gate 17:21,N66,CX 634
2023-03-16,17:00,At gate 16:56,N68,QR 5829
2023-03-16,17:00,At gate 17:36,S33,NZ 4850
2023-03-16,17:00,At gate 16:54,S31,3U 3959
2023-03-16,17:05,At gate 17:04,S23,VA 5774
2023-03-16,17:05,At gate 17:16,N32,CI 915
2023-03-16,17:05,At gate 17:13,N145,HB 521
2023-03-16,17:10,At gate 17:29,S1,BA 4136
2023-03-16,17:15,At gate 18:05,N26,CA 6521
2023-03-16,17:15,At gate 18:11,S25,CX 6630
2023-03-16,17:30,At gate 17:10,R19,CX 357
2023-03-16,17:30,At gate 18:19,S3,CA 6511
2023-03-16,17:30,At gate 17:21,W40,HX 633
2023-03-16,17:30,At gate 18:01,S47,QR 5814
2023-03-16,17:40,At gate 17:42,N60,EK 384
2023-03-16,17:40,At gate 18:00,S27,NZ 4212
2023-03-16,17:45,At gate 18:23,S41,PR 306
2023-03-16,17:45,At gate 17:32,N143,LY 9116
2023-03-16,17:45,At gate 17:47,R21,CX 770
2023-03-16,17:50,At gate 18:04,W42,AI 7183
2023-03-16,17:50,At gate 18:05,W122R,CX 5687
2023-03-16,18:00,At gate 18:07,S49,5J 112
2023-03-16,18:00,At gate 17:46,S35,MU 505
2023-03-16,18:05,At gate 17:54,N10,MF 8685
2023-03-16,18:10,At gate 18:32,N32,AA 8894
