date,time,status,stand,no
2023-05-30,00:20,At gate 23:52 (29/05/2023),R21,UO 651
2023-05-30,01:05,At gate 00:53,D305L,UO 781
2023-05-30,01:10,At gate 01:09,D304R,CX 5653
2023-05-30,01:15,At gate 00:46,N34,UO 627
2023-05-30,01:25,At gate 01:39,S107,TK 9225
2023-05-30,02:00,At gate 01:27,N145,BI 3404
2023-05-30,03:10,At gate 02:27,N60,TK 9201
2023-05-30,04:40,At gate 04:30,S111,UO 623
2023-05-30,05:00,At gate 04:51,S4,CX 829
2023-05-30,05:00,At gate 06:02,S23,UA 877
2023-05-30,05:10,At gate 04:58,N66,BA 4134
2023-05-30,05:35,At gate 05:42,S41,CX 865
2023-05-30,05:40,At gate 05:56,S25,TK 9222
2023-05-30,05:40,At gate 05:44,S1,MH 9211
2023-05-30,05:50,At gate 05:50,S101,AA 8902
2023-05-30,06:00,At gate 05:31,N26,AA 8931
2023-05-30,06:00,At gate 05:58,S104,UO 629
2023-05-30,06:05,At gate 06:04,S3,AA 8918
2023-05-30,06:15,At gate 06:27,S49,CX 270
2023-05-30,06:45,At gate 06:15,W63,AA 8934
2023-05-30,06:50,At gate 07:05,W50,AA 8885
2023-05-30,06:55,At gate 07:09,N34,LX 9510
2023-05-30,06:55,At gate 07:16,S29,CX 260
2023-05-30,07:15,At gate 07:16,N28,GA 876
2023-05-30,07:20,At gate 07:41,S2,LH 7014
2023-05-30,07:30,At gate 07:28,N60,BA 4146
2023-05-30,07:40,At gate 08:07,N36,CX 216
2023-05-30,07:45,At gate 07:53,R16,TK 9226
2023-05-30,07:55,At gate 08:40,N64,CX 252
2023-05-30,08:10,At gate 08:20,W44,5J 272
2023-05-30,08:15,At gate 08:18,N70,HX 782
2023-05-30,08:30,At gate 08:33,N26,5J 150
2023-05-30,08:50,At gate 08:50,N30,HX 1819
2023-05-30,08:55,At gate 08:58,W65,5J 240
2023-05-30,09:10,At gate 09:20,R19,CX 449
2023-05-30,09:10,At gate 09:20,S3,AA 8944
2023-05-30,09:15,At gate 09:05,S45,CI 601
2023-05-30,09:45,At gate 09:53,N28,5J 110
2023-05-30,09:45,At gate 09:39,N9,FD 515
2023-05-30,09:50,At gate 09:49,N66,QF 8214
2023-05-30,09:55,At gate 09:45,W42,CX 407
2023-05-30,10:05,At gate 09:59,N34,TR 980
2023-05-30,10:05,At gate 10:02,N26,CI 903
2023-05-30,10:10,At gate 11:13,N68,PR 300
2023-05-30,10:10,At gate 11:04,N10,FD 508
2023-05-30,10:15,At gate 10:00,R18,HU 8510
2023-05-30,10:15,At gate 10:06,S105,UO 625
2023-05-30,10:25,At gate 10:36,W44,CX 738
2023-05-30,10:30,At gate 10:27,W46,CX 912
2023-05-30,10:30,At gate 10:15,N24,FM 3025
2023-05-30,10:50,At gate 10:52,S11,MU 2901
2023-05-30,10:55,At gate 10:36,W65,CX 6201
2023-05-30,11:00,At gate 10:42,N30,FM 3001
2023-05-30,11:05,At gate 10:57,N32,CA 6507
2023-05-30,11:10,At gate 11:20,N9,AK 138
2023-05-30,11:15,At gate 11:12,N6,CA 101
2023-05-30,11:20,At gate 11:29,N5,SQ 874
2023-05-30,11:20,At gate 11:05,S43,MF 381
2023-05-30,11:30,At gate 12:05,N34,CX 983
2023-05-30,11:30,At gate 11:17,R17,CX 5227
2023-05-30,11:30,At gate 10:57,S33,MF 8655
2023-05-30,11:35,At gate 11:27,W48,GS 7963
2023-05-30,11:40,At gate 11:35,R15,UO 131
2023-05-30,11:45,At gate 12:12,W63,WY 5902
2023-05-30,11:50,At gate 13:09,N10,CA 103
2023-05-30,11:50,At gate 11:36,S27,FM 3021
2023-05-30,11:55,At gate 11:49,N70,CA 3855
2023-05-30,12:10,At gate 12:25,N24,HX 1823
2023-05-30,12:10,At gate 12:12,S23,AA 8893
2023-05-30,12:15,At gate 11:44,S41,QR 5847
2023-05-30,12:20,At gate 11:37,N26,9C 8715
2023-05-30,12:20,At gate 12:51,S11,CZ 309
2023-05-30,12:25,At gate 12:17,S25,AC 9795
2023-05-30,12:25,At gate 12:34,D302L,UO 551
