date,time,status,stand,no
2023-03-25,00:20,At gate 00:20,N143,CX 5781
2023-03-25,00:45,At gate 00:59,N6,MM 067
2023-03-25,01:15,At gate 00:49,N28,HX 527
2023-03-25,01:40,At gate 01:38,N26,HX 766
2023-03-25,03:20,At gate 03:05,S27,AI 7175
2023-03-25,04:25,At gate 12:36,W61,MH 9185
2023-03-25,05:00,At gate 04:14,N7,BA 4134
2023-03-25,05:00,At gate 13:07,S3,CX 829
2023-03-25,05:00,At gate 04:56,N5,UA 877
2023-03-25,05:15,At gate 04:29,S2,CX 746
2023-03-25,05:20,At gate 04:59,S1,AA 8902
2023-03-25,05:45,At gate 06:39,S23,TG 5867
2023-03-25,05:55,At gate 05:42,N24,TK 9222
2023-03-25,06:00,At gate 05:37,N6,CX 640
2023-03-25,06:00,At gate 06:03,S4,QR 3478
2023-03-25,06:15,At gate 06:21,N9,CX 676
2023-03-25,06:15,At gate 06:39,S47,JL 7932
2023-03-25,06:15,At gate 06:12,S25,MH 9193
2023-03-25,06:20,At gate 06:28,S41,LX 9514
2023-03-25,06:55,At gate 06:51,N36,BA 4140
2023-03-25,07:10,At gate 07:22,N7,LH 7014
2023-03-25,07:20,At gate 07:16,N34,CX 260
2023-03-25,07:40,At gate 08:20,N66,CX 252
2023-03-25,07:50,At gate 08:00,W46,CX 216
2023-03-25,08:10,At gate 08:04,W71,5J 272
2023-03-25,09:05,At gate 09:31,W61,CI 601
2023-03-25,09:45,At gate 09:48,W40,5J 110
2023-03-25,09:55,At gate 10:14,S31,CI 903
2023-03-25,10:05,At gate 10:27,N8,SQ 8632
2023-03-25,10:05,At gate 10:06,N26,HX 1821
2023-03-25,10:15,At gate 10:04,N28,PR 300
2023-03-25,10:25,At gate 10:20,S35,CX 912
2023-03-25,10:50,At gate 10:41,R15,UO 625
2023-03-25,10:55,At gate 10:57,S29,Z2 1264
2023-03-25,11:15,At gate 11:25,N60,GS 7963
2023-03-25,11:15,At gate 10:52,N30,MU 501
2023-03-25,11:20,At gate 12:11,W44,MF 8655
2023-03-25,11:25,At gate 12:49,S11,CX 983
2023-03-25,11:45,At gate 11:28,W40,TG 600
2023-03-25,11:55,At gate 12:02,S31,AK 138
2023-03-25,11:55,At gate 11:33,N10,9C 8715
2023-03-25,12:05,At gate 12:16,R13,CX 5115
2023-03-25,12:05,At gate 12:08,W42,MF 381
2023-03-25,12:10,At gate 12:19,N28,HX 1823
2023-03-25,12:10,At gate 12:32,S33,MF 8695
2023-03-25,12:15,At gate 12:21,N68,MH 9188
2023-03-25,12:20,At gate 12:27,N32,MU 503
2023-03-25,12:25,At gate 12:28,S23,SQ 882
2023-03-25,12:30,At gate 12:40,N36,CZ 309
2023-03-25,12:50,At gate 12:52,N24,CI 909
2023-03-25,12:50,At gate 12:52,W48,CX 489
