date,time,status,stand,no
2023-05-31,00:20,At gate 23:57 (30/05/2023),R19,UO 651
2023-05-31,00:30,At gate 00:10,D303,UO 873
2023-05-31,01:05,At gate 00:57,D305L,UO 781
2023-05-31,01:15,At gate 00:45,S106,UO 627
2023-05-31,01:25,At gate 01:32,R18,TK 9225
2023-05-31,02:00,At gate 01:24,R17,BI 3404
2023-05-31,03:10,At gate 02:44,S27,TK 9201
2023-05-31,04:40,At gate 04:24,N10,UO 623
2023-05-31,05:00,At gate 04:57,S23,CX 811
2023-05-31,05:00,At gate 04:27,S2,CX 829
2023-05-31,05:00,At gate 05:16,N8,UA 877
2023-05-31,05:10,At gate 04:52,N6,LX 9502
2023-05-31,05:15,At gate 05:36,N28,CX 676
2023-05-31,05:40,At gate 05:40,S29,TK 9222
2023-05-31,05:40,At gate 05:13,S4,MH 9211
2023-05-31,05:50,At gate 05:26,N24,AA 8902
2023-05-31,06:00,At gate 05:38,S25,AA 8931
2023-05-31,06:05,At gate 05:55,S11,AA 8918
2023-05-31,06:10,At gate 07:09,W71,CX 640
2023-05-31,06:15,At gate 06:31,S3,CX 270
2023-05-31,06:45,At gate 06:41,S31,AA 8934
2023-05-31,06:50,At gate 06:34,S1,AA 8885
2023-05-31,06:55,At gate 07:01,N30,LX 9510
2023-05-31,06:55,At gate 07:39,N60,CX 260
2023-05-31,06:55,At gate 07:38,N36,CX 382
2023-05-31,07:00,At gate 07:15,W69,AA 8888
2023-05-31,07:20,At gate 07:58,N9,LH 7014
2023-05-31,07:30,At gate 07:51,N64,BA 4146
2023-05-31,07:30,At gate 07:37,N32,QF 8237
2023-05-31,07:45,At gate 07:47,S27,TK 9226
2023-05-31,07:55,At gate 08:23,N62,CX 252
2023-05-31,08:10,At gate 11:15,S49,5J 272
2023-05-31,08:30,At gate 08:26,N10,5J 150
2023-05-31,08:50,At gate 09:04,N28,HX 1819
2023-05-31,08:55,At gate 09:48,S47,5J 240
2023-05-31,09:10,At gate 08:54,R21,CX 449
2023-05-31,09:10,At gate 09:27,S25,AA 8944
2023-05-31,09:15,At gate 09:54,S29,CI 601
2023-05-31,09:45,At gate 11:40,S47,5J 110
2023-05-31,09:45,At gate 09:43,N7,FD 515
2023-05-31,09:50,At gate 09:44,W65,QF 8214
2023-05-31,09:55,At gate 09:42,S4,CX 407
2023-05-31,09:55,At gate 09:44,N66,CX 624
2023-05-31,10:05,At gate 09:56,W44,TR 980
2023-05-31,10:05,At gate 10:31,S23,CI 903
2023-05-31,10:10,At gate 10:05,S11,PR 300
2023-05-31,10:10,At gate 10:19,N10,FD 508
2023-05-31,10:15,At gate 10:02,R15,HU 8510
2023-05-31,10:15,At gate 10:05,R13,UO 625
2023-05-31,10:30,At gate 11:30,N6,AF 8405
2023-05-31,10:30,At gate 10:18,W67,CX 912
2023-05-31,10:30,At gate 10:14,W46,FM 3025
2023-05-31,10:50,At gate 10:39,S33,MU 2901
2023-05-31,11:00,At gate 10:32,N26,DL 7886
2023-05-31,11:00,At gate 10:21,N5,MU 721
2023-05-31,11:05,At gate 10:52,N68,CA 6507
2023-05-31,11:10,At gate 11:18,N24,AK 138
2023-05-31,11:15,At gate 11:08,N9,CA 101
2023-05-31,11:20,At gate 11:45,S25,SQ 874
2023-05-31,11:30,At gate 11:51,W44,CX 983
2023-05-31,11:30,At gate 11:24,R17,CX 5227
2023-05-31,11:30,At gate 10:55,S43,MF 8655
2023-05-31,11:40,At gate 11:32,R16,UO 131
2023-05-31,11:45,At gate 11:55,W42,WY 5902
2023-05-31,11:50,At gate 12:03,S41,CA 103
2023-05-31,11:50,At gate 11:34,N7,FM 3021
2023-05-31,12:10,At gate 12:43,N28,HX 1823
2023-05-31,12:10,At gate 12:11,S29,AA 8893
2023-05-31,12:15,At gate 11:52,S3,QR 5847
2023-05-31,12:15,At gate 13:51,S33,HX 1203
2023-05-31,12:20,At gate 11:36,N10,9C 8715
2023-05-31,12:20,At gate 12:07,N8,CZ 309
2023-05-31,12:25,At gate 12:19,S11,AC 9795
2023-05-31,12:25,At gate 12:25,S109,UO 551
2023-05-31,12:30,At gate 12:18,W40,CX 365
2023-05-31,12:30,At gate 12:38,N26,UA 7907
2023-05-31,12:40,At gate 13:08,N34,SC 4789
2023-05-31,12:55,At gate 13:12,S27,CI 909
2023-05-31,12:55,At gate 13:25,R21,CX 489
2023-05-31,12:55,At gate 13:42,N6,GA 9770
2023-05-31,13:00,At gate 12:34,S45,QF 8228
2023-05-31,13:00,At gate 12:52,S49,CX 431
2023-05-31,13:05,At gate 12:51,S23,CA 111
2023-05-31,13:05,At gate 12:47,W71,QR 3459
2023-05-31,13:05,At gate 13:04,R14,CX 5821
2023-05-31,13:15,At gate 12:34,W63,JL 7041
2023-05-31,13:15,At gate 13:25,W69,UL 2772
2023-05-31,13:20,At gate 13:06,R19,CX 906
2023-05-31,13:30,At gate 13:36,S47,ZH 9085
2023-05-31,13:30,At gate 13:34,N24,HA 5001
2023-05-31,13:40,At gate 14:27,N7,BA 031
2023-05-31,13:40,At gate 13:48,R15,HB 503
2023-05-31,13:45,At gate 13:36,S43,HX 679
2023-05-31,13:50,At gate 13:54,W48,QR 5841
2023-05-31,13:50,At gate 13:49,S25,CA 6536
2023-05-31,13:55,At gate 13:39,N5,SQ 892
2023-05-31,13:55,At gate 13:59,N64,CX 250
2023-05-31,14:00,At gate 13:46,S2,MH 9187
2023-05-31,14:05,At gate 13:57,N9,HO 3503
2023-05-31,14:10,At gate 14:08,W42,BR 2897
2023-05-31,14:10,At gate 13:45,W67,FJ 5459
2023-05-31,14:15,At gate 14:09,N62,CX 363
2023-05-31,14:20,At gate 14:51,S11,AA 8904
2023-05-31,14:20,At gate 14:28,S35,BA 4570
2023-05-31,14:25,At gate 13:50,N10,CA 419
2023-05-31,14:25,At gate 14:19,N28,HX 1825
2023-05-31,14:35,At gate 14:46,N30,FD 500
2023-05-31,14:40,At gate 14:15,N66,JL 7043
2023-05-31,14:40,At gate 14:18,N32,CZ 635
2023-05-31,14:45,At gate 14:39,R16,HU 8358
2023-05-31,14:55,At gate 14:30,N8,MU 503
2023-05-31,15:00,At gate 15:08,S27,HU 8051
2023-05-31,15:00,At gate 14:56,S23,AA 8908
2023-05-31,15:00,At gate 14:37,N60,VN 592
2023-05-31,15:05,At gate 15:33,N68,AA 8909
2023-05-31,15:05,At gate 15:49,S31,JU 8319
2023-05-31,15:10,At gate 15:05,R13,CX 608
2023-05-31,15:10,At gate 14:52,N141,CX 5173
2023-05-31,15:15,At gate 14:57,N34,AC 9786
2023-05-31,15:20,At gate 15:05,S43,CX 495
2023-05-31,15:25,At gate 15:53,N26,NZ 4212
2023-05-31,15:30,At gate 15:11,R14,UO 601
2023-05-31,15:30,At gate 15:42,W44,UO 619
2023-05-31,15:35,At gate 15:40,N24,UQ 2637
2023-05-31,15:35,Cancelled,,UQ 2651
2023-05-31,15:40,At gate 15:14,R17,UO 111
2023-05-31,15:45,At gate 15:33,N10,AE 5311
2023-05-31,15:45,At gate 15:57,W71,CX 256
2023-05-31,15:50,At gate 16:03,N30,CA 3361
2023-05-31,15:55,At gate 15:18,S47,CA 105
2023-05-31,15:55,At gate 16:08,N9,CA 427
2023-05-31,15:55,At gate 16:19,S104,HX 1201
2023-05-31,15:55,At gate 16:01,W125,UO 761
2023-05-31,15:55,At gate 16:02,S109,GJ 8053
2023-05-31,16:00,At gate 16:03,W42,CX 349
2023-05-31,16:00,At gate 16:20,N70,UO 851
2023-05-31,16:00,At gate 16:16,N28,FM 3023
2023-05-31,16:05,At gate 16:08,N145,MF 9039
2023-05-31,16:05,At gate 16:45,S41,TG 5867
2023-05-31,16:15,At gate 16:18,S35,TK 8721
2023-05-31,16:15,At gate 16:32,W46,CX 367
2023-05-31,16:15,At gate 16:35,S103,MF 8713
2023-05-31,16:25,At gate 18:52,N8,CA 109
2023-05-31,16:25,At gate 16:37,W126,UO 133
2023-05-31,16:30,At gate 16:58,N32,AA 8950
2023-05-31,16:30,At gate 16:29,W40,HO 1305
2023-05-31,16:35,At gate 16:32,S27,MU 5015
2023-05-31,16:35,At gate 17:00,N6,BA 027
2023-05-31,16:45,At gate 17:02,W65,ET 608
2023-05-31,16:45,At gate 16:26,R15,JL 7069
2023-05-31,16:45,At gate 16:56,N66,QR 5837
2023-05-31,16:45,At gate 17:35,N24,CX 6630
2023-05-31,16:50,At gate 16:45,N8,9C 8921
2023-05-31,16:55,At gate 16:47,S29,CA 6521
2023-05-31,17:00,At gate 17:04,S33,PR 306
