date,time,status,stand,no
2023-04-03,00:25,At gate 00:15,S47,BI 3404
2023-04-03,00:30,At gate 01:36,N24,UO 863
2023-04-03,00:55,At gate 00:39,S23,CI 613
2023-04-03,01:05,At gate 01:13,R18,CX 5781
2023-04-03,01:15,At gate 01:07,N62,CX 5627
2023-04-03,01:25,At gate 01:21,N10,TK 9225
2023-04-03,03:10,At gate 02:54,R17,TK 9201
2023-04-03,04:40,At gate 04:21,R19,CX 5623
2023-04-03,05:00,At gate 04:58,S1,CX 811
2023-04-03,05:10,At gate 04:55,S23,LX 9502
2023-04-03,05:15,At gate 05:24,S4,CX 676
2023-04-03,05:40,At gate 05:13,S27,TK 9222
2023-04-03,05:45,At gate 05:41,S2,AA 8936
2023-04-03,05:50,At gate 05:36,S33,AA 8902
2023-04-03,06:05,At gate 05:54,W69,AA 8918
2023-04-03,06:15,At gate 06:37,S49,CX 270
2023-04-03,06:25,At gate 05:44,W63,CX 234
2023-04-03,06:50,At gate 06:52,S25,AA 8943
2023-04-03,06:55,At gate 07:14,N66,CX 260
2023-04-03,06:55,At gate 06:57,N6,CX 372
2023-04-03,06:55,At gate 05:55,S43,HX 1314
2023-04-03,06:55,At gate 06:50,W46,AY 5100
2023-04-03,07:15,At gate 07:04,S45,GA 876
2023-04-03,07:25,At gate 07:52,N62,LH 7014
2023-04-03,07:45,At gate 07:31,R21,TK 9226
2023-04-03,07:55,At gate 08:33,S3,CX 252
2023-04-03,08:10,At gate 08:14,N28,5J 272
2023-04-03,08:20,At gate 08:48,N68,HX 782
2023-04-03,08:50,At gate 09:07,N30,HX 1819
2023-04-03,08:55,At gate 09:19,N26,5J 240
2023-04-03,09:10,At gate 09:55,S35,AA 8944
2023-04-03,09:15,At gate 09:21,N9,CI 601
2023-04-03,09:25,At gate 09:29,R19,CX 447
2023-04-03,09:45,At gate 11:20,W44,5J 110
2023-04-03,09:45,At gate 09:28,N34,FD 515
2023-04-03,09:55,At gate 09:54,S2,CX 407
2023-04-03,10:05,At gate 09:50,W61,TR 980
2023-04-03,10:05,At gate 09:57,N8,CI 903
2023-04-03,10:10,At gate 10:53,N26,PR 300
2023-04-03,10:10,At gate 09:57,N36,FD 508
2023-04-03,10:15,At gate 10:33,S45,HU 8510
2023-04-03,10:15,At gate 10:02,R21,CX 5625
2023-04-03,10:15,At gate 10:41,N30,MF 8711
2023-04-03,10:20,At gate 09:47,N60,MU 2901
2023-04-03,10:25,At gate 10:17,S31,CX 738
2023-04-03,10:30,At gate 10:12,W67,CX 912
2023-04-03,10:30,At gate 10:20,N28,FM 3025
2023-04-03,10:35,At gate 10:25,N32,MF 8683
2023-04-03,11:00,At gate 10:58,S29,DL 7886
2023-04-03,11:00,At gate 10:51,N9,FM 3001
2023-04-03,11:05,At gate 11:10,S1,CA 6507
2023-04-03,11:10,At gate 11:40,N34,AK 138
2023-04-03,11:20,At gate 11:18,N5,SQ 874
2023-04-03,11:20,At gate 11:20,N6,MF 381
2023-04-03,11:30,At gate 11:02,R13,CA 3855
2023-04-03,11:30,At gate 11:32,S11,CX 983
2023-04-03,11:30,At gate 11:40,R16,CX 5227
2023-04-03,11:30,At gate 11:00,N24,MF 8655
2023-04-03,11:40,At gate 11:50,R20,CX 5131
2023-04-03,11:45,At gate 11:30,W42,TG 600
2023-04-03,11:50,At gate 11:39,N36,MU 2067
