date,time,status,stand,no
2023-03-19,00:20,At gate 00:20,R13,CX 5781
2023-03-19,00:45,At gate 00:47,N6,MM 067
2023-03-19,01:40,At gate 01:32,N10,HX 766
2023-03-19,03:20,At gate 02:53,S29,AI 7175
2023-03-19,04:25,At gate 03:49,S2,MH 9185
2023-03-19,05:00,At gate 04:09,S4,BA 4134
2023-03-19,05:00,At gate 04:14,S1,CX 829
2023-03-19,05:00,At gate 05:17,N5,UA 877
2023-03-19,05:20,At gate 05:25,S105,AA 8902
2023-03-19,05:45,At gate 05:53,S3,TG 5867
2023-03-19,05:55,At gate 05:30,N24,TK 9222
2023-03-19,06:00,At gate 06:32,N8,CX 640
2023-03-19,06:00,At gate 05:59,N9,QR 3478
2023-03-19,06:00,At gate 07:10,S2,CX 865
2023-03-19,06:10,At gate 06:58,N6,MH 9183
2023-03-19,06:15,At gate 06:29,W48,JL 7932
2023-03-19,06:30,At gate 06:37,N64,CX 234
2023-03-19,06:40,At gate 06:40,W71,CX 662
2023-03-19,07:00,At gate 07:01,S41,JL 7902
2023-03-19,07:05,At gate 07:28,N60,IB 1960
2023-03-19,07:10,At gate 08:17,N32,LH 7014
2023-03-19,07:15,At gate 07:06,N68,HX 1946
2023-03-19,07:20,At gate 07:41,N28,CX 260
2023-03-19,07:20,At gate 08:03,N26,CX 270
2023-03-19,07:20,At gate 07:46,W65,MH 9191
2023-03-19,07:40,At gate 07:43,S47,BA 4144
2023-03-19,07:40,At gate 08:25,S27,CX 252
2023-03-19,07:50,At gate 08:10,N62,CX 216
2023-03-19,08:10,At gate 07:53,W50,5J 272
2023-03-19,09:05,At gate 09:04,N36,CI 601
2023-03-19,09:20,At gate 09:05,W67,JL 7908
2023-03-19,09:25,At gate 09:09,S29,CX 624
2023-03-19,09:35,At gate 10:16,S45,JL 7912
2023-03-19,09:45,At gate 10:35,W50,5J 110A
2023-03-19,09:55,At gate 10:03,N34,CI 903
2023-03-19,10:05,At gate 10:19,S25,SQ 8632
2023-03-19,10:05,At gate 10:38,N26,HX 1821
2023-03-19,10:15,At gate 09:30,N66,PR 300
2023-03-19,10:25,At gate 10:29,S1,CX 912
2023-03-19,10:50,At gate 10:38,W71,UO 625
2023-03-19,10:55,At gate 10:53,N9,Z2 1264
2023-03-19,11:00,At gate 10:52,W46,CX 738
2023-03-19,11:15,At gate 10:43,N30,MU 501
2023-03-19,11:20,At gate 11:26,N10,DL 7886
2023-03-19,11:20,At gate 11:14,W61,MF 8655
2023-03-19,11:25,At gate 11:14,N68,CX 983
2023-03-19,11:45,At gate 11:44,W42,TG 600
2023-03-19,11:55,At gate 11:50,N8,AK 138
2023-03-19,11:55,At gate 11:32,W48,9C 8715
2023-03-19,12:05,At gate 12:02,R13,CX 5115
2023-03-19,12:05,At gate 12:09,W63,MF 381
2023-03-19,12:10,At gate 12:20,N26,HX 1823
2023-03-19,12:10,At gate 12:22,N7,MF 8695
2023-03-19,12:20,At gate 11:50,N28,CZ 3075
2023-03-19,12:20,At gate 12:24,N24,MU 503
2023-03-19,12:25,At gate 12:32,S23,SQ 882
2023-03-19,12:30,At gate 12:47,N9,CZ 309
