date,time,status,stand,no
2023-03-15,00:20,At gate 00:21,R13,CX 5781
2023-03-15,00:45,At gate 00:53,S1,MM 067
2023-03-15,00:55,At gate 00:45,N60,CX 5627
2023-03-15,01:15,At gate 00:41,S103,HX 527
2023-03-15,01:40,At gate 01:50,N66,HX 766
2023-03-15,03:20,At gate 03:16,S25,AI 7175
2023-03-15,05:00,At gate 04:22,S4,BA 4134
2023-03-15,05:00,At gate 04:45,S1,CX 829
2023-03-15,05:00,At gate 04:33,N5,UA 877
2023-03-15,05:20,At gate 05:08,W61,AA 8902
2023-03-15,05:45,At gate 05:25,S35,TG 5867
2023-03-15,05:55,At gate 05:19,W71,TK 9222
2023-03-15,06:00,At gate 05:54,S31,QR 3478
2023-03-15,06:10,At gate 05:48,W42,MH 9183
2023-03-15,06:15,At gate 06:09,S41,CX 676
2023-03-15,06:20,At gate 06:20,S33,LX 9514
2023-03-15,06:25,At gate 07:04,W63,CX 640
2023-03-15,06:55,At gate 06:41,S3,BA 4140
2023-03-15,07:05,At gate 06:54,R16,HX 782
2023-03-15,07:20,At gate 07:36,N7,CX 260
2023-03-15,07:20,At gate 06:08,N34,CX 881
2023-03-15,07:40,At gate 07:22,W65,BA 4144
2023-03-15,07:40,At gate 07:49,S1,CX 252
2023-03-15,08:10,At gate 08:51,N24,5J 272
2023-03-15,09:05,At gate 09:06,N28,CI 601
2023-03-15,09:20,At gate 09:15,W46,JL 7908
2023-03-15,09:25,At gate 08:51,W40,CX 624
2023-03-15,09:35,At gate 10:12,N36,JL 7912
2023-03-15,09:45,At gate 10:00,W44,5J 110
2023-03-15,09:55,At gate 09:55,N32,CI 903
2023-03-15,10:05,At gate 09:50,N6,SQ 8632
2023-03-15,10:05,At gate 10:07,N24,HX 1821
2023-03-15,10:15,At gate 10:04,S23,PR 300
2023-03-15,10:25,At gate 10:39,S2,CX 912
2023-03-15,10:50,At gate 10:39,R20,UO 625
2023-03-15,10:55,At gate 10:45,S25,Z2 1264
2023-03-15,11:15,At gate 10:58,N10,MU 501
2023-03-15,11:20,At gate 11:24,N8,DL 7886
2023-03-15,11:20,At gate 11:11,N30,MF 8655
2023-03-15,11:25,At gate 11:43,S11,CX 983
2023-03-15,11:45,At gate 11:33,W44,TG 600
2023-03-15,11:55,At gate 11:51,S27,AK 138
2023-03-15,11:55,At gate 11:28,N9,9C 8715
2023-03-15,12:05,At gate 11:58,R13,CX 5115
2023-03-15,12:05,At gate 12:39,N34,MF 381
2023-03-15,12:10,At gate 12:18,N24,HX 1823
2023-03-15,12:10,At gate 12:39,N32,MF 8695
2023-03-15,12:20,At gate 12:31,S35,MU 503
2023-03-15,12:25,At gate 12:09,S23,SQ 882
2023-03-15,12:25,At gate 12:14,N6,CX 6129
2023-03-15,12:30,At gate 12:23,N26,CZ 309
2023-03-15,12:50,At gate 12:51,S25,CI 909
2023-03-15,12:50,At gate 12:44,W48,CX 489
2023-03-15,12:55,At gate 13:01,S1,CX 431
2023-03-15,12:55,At gate 12:46,N30,AY 6632
2023-03-15,13:00,At gate 12:48,S41,JL 7051
2023-03-15,13:05,At gate 13:06,N60,CX 6111
2023-03-15,13:10,At gate 13:48,N32,CX 238
2023-03-15,13:10,At gate 12:59,S29,UA 7907
2023-03-15,13:15,At gate 13:10,W69,QR 3467
2023-03-15,13:20,At gate 13:16,N28,CZ 635
2023-03-15,13:25,At gate 13:13,N64,JL 7053
2023-03-15,13:25,At gate 13:05,W67,JL 7041
2023-03-15,13:30,At gate 13:19,W61,CX 906
2023-03-15,13:40,At gate 13:31,R21,HB 503
2023-03-15,13:50,At gate 13:56,N62,CA 103
2023-03-15,13:55,At gate 13:43,S27,SQ 892
2023-03-15,14:05,At gate 13:51,W65,MH 9194
2023-03-15,14:10,At gate 14:25,S2,CX 250
2023-03-15,14:10,At gate 14:23,W71,QR 3458
2023-03-15,14:10,At gate 14:26,N6,HA 5001
2023-03-15,14:15,At gate 14:22,S3,MH 9187
2023-03-15,14:15,At gate 13:51,N68,CA 6536
2023-03-15,14:20,At gate 14:23,N5,QR 5841
2023-03-15,14:20,At gate 14:36,S11,BA 4570
2023-03-15,14:25,At gate 13:53,N9,FM 3007
2023-03-15,14:30,At gate 14:10,W50,CX 363
2023-03-15,14:40,At gate 14:30,S35,MU 533
2023-03-15,14:40,At gate 15:54,N24,BA 031
2023-03-15,14:45,At gate 14:40,N34,HX 1201
2023-03-15,14:45,At gate 14:55,N26,LA 6038
2023-03-15,15:00,At gate 14:53,S31,BA 4558
2023-03-15,15:00,At gate 15:02,R15,CX 5705
2023-03-15,15:05,At gate 14:53,R20,CX 5173
2023-03-15,15:10,At gate 14:59,N8,CX 930
2023-03-15,15:15,At gate 15:22,S25,FD 500
2023-03-15,15:25,At gate 15:12,W63,CX 495
2023-03-15,15:30,At gate 15:21,S4,QR 5850
2023-03-15,15:30,At gate 15:04,W48,CX 6262
2023-03-15,15:35,At gate 18:27,S45,UQ 2651
2023-03-15,15:35,At gate 15:40,W121L,CX 5619
2023-03-15,15:35,At gate 15:49,R19,CX 5725
2023-03-15,15:40,At gate 15:26,N62,AE 5311
2023-03-15,15:45,At gate 15:51,S29,HU 8358
2023-03-15,15:50,At gate 15:33,W40,ZH 9095
2023-03-15,15:50,At gate 15:47,R17,CX 5601
2023-03-15,15:55,At gate 15:38,N32,CX 6127
2023-03-15,15:55,At gate 15:47,S49,CA 6503
2023-03-15,16:05,At gate 16:46,N30,TK 8721
2023-03-15,16:05,At gate 15:24,N28,9C 8921
2023-03-15,16:05,At gate 16:12,S108,HU 8158
2023-03-15,16:10,At gate 16:10,R21,UO 133
2023-03-15,16:15,At gate 16:46,N6,MF 8703
2023-03-15,16:20,At gate 16:04,R16,CX 5111
2023-03-15,16:25,At gate 16:28,S45,MF 3039
2023-03-15,16:35,At gate 16:12,N36,CA 109
2023-03-15,16:35,At gate 16:41,S27,QF 127
2023-03-15,16:35,At gate 16:56,N9,GJ 8053
2023-03-15,16:45,At gate 16:58,W61,CX 367
2023-03-15,16:50,At gate 16:40,S33,MU 539
2023-03-15,16:55,At gate 16:48,W42,CX 634
2023-03-15,17:00,At gate 17:36,S25,NZ 4850
2023-03-15,17:00,At gate 17:00,N34,3U 3959
2023-03-15,17:05,At gate 16:54,S23,VA 5774
2023-03-15,17:05,At gate 17:02,W46,JL 7069
2023-03-15,17:15,At gate 17:29,W48,CA 6521
2023-03-15,17:15,At gate 17:48,S29,CX 6630
2023-03-15,17:30,At gate 17:19,W67,CA 6511
2023-03-15,17:30,At gate 17:31,R18,HX 633
2023-03-15,17:30,At gate 17:33,N8,QR 5814
2023-03-15,17:35,At gate 18:30,N6,HX 309
2023-03-15,17:40,At gate 17:43,N60,EK 384
2023-03-15,17:40,At gate 17:31,S31,NZ 4212
2023-03-15,17:45,At gate 18:03,N62,PR 306
2023-03-15,17:45,At gate 17:40,N10,CX 770
2023-03-15,17:50,At gate 17:56,R19,AI 7183
2023-03-15,17:50,At gate 17:43,R13,CX 5687
2023-03-15,18:00,At gate 18:04,N32,5J 112
2023-03-15,18:00,At gate 17:48,S47,MU 505
2023-03-15,18:00,At gate 17:40,W65,MU 765
2023-03-15,18:05,At gate 17:42,S35,ET 608
2023-03-15,18:05,At gate 17:58,S43,MF 8685
2023-03-15,18:10,At gate 17:49,W50,AA 8894
2023-03-15,18:15,At gate 18:11,N28,CX 2690
2023-03-15,18:25,At gate 18:33,N66,CX 254
2023-03-15,18:25,At gate 18:16,S49,MU 535
2023-03-15,18:30,At gate 18:25,S33,HX 1831
2023-03-15,18:35,At gate 18:46,S3,CX 371
2023-03-15,18:35,At gate 18:49,W40,TG 638
2023-03-15,18:40,At gate 18:46,N30,AY 099
2023-03-15,18:40,At gate 18:23,W63,QR 3481
2023-03-15,18:45,At gate 18:36,R21,HX 611
2023-03-15,18:50,At gate 18:47,S27,VJ 876
2023-03-15,18:50,At gate 19:05,S11,CI 919
2023-03-15,18:50,At gate 19:23,N34,QR 5827
2023-03-15,18:55,At gate 19:43,N68,TK 9220
2023-03-15,18:55,At gate 18:39,N9,QR 5803
2023-03-15,19:00,At gate 18:58,R18,CX 5631
2023-03-15,19:00,At gate 18:55,R16,CX 5681
2023-03-15,19:10,At gate 19:56,S23,CX 837
2023-03-15,19:35,At gate 19:51,N26,CX 6898
2023-03-15,20:00,At gate 19:26,W122L,CX 5849
2023-03-15,20:05,At gate 19:31,S41,AI 7161
2023-03-15,20:15,At gate 19:56,N62,JL 7039
2023-03-15,20:15,At gate 20:21,R20,HB 531
2023-03-15,20:25,At gate 20:07,S43,QR 5815
2023-03-15,20:25,At gate 20:09,W69,BA 4574
2023-03-15,20:30,At gate 20:21,W42,CX 369
2023-03-15,20:30,At gate 20:19,W44,CX 918
2023-03-15,20:35,At gate 20:19,R15,AI 7173
2023-03-15,20:35,At gate 20:47,W40,HX 691
2023-03-15,20:40,At gate 22:26,N8,AK 239
2023-03-15,20:40,At gate 20:25,W61,CX 473
2023-03-15,20:50,At gate 21:11,N6,5J 114
2023-03-15,21:00,At gate 21:14,R21,QR 5812
2023-03-15,21:00,At gate 20:55,N145,CX 5559
2023-03-15,21:00,At gate 20:31,W126,CX 5899
2023-03-15,21:05,At gate 20:49,W123R,CX 5135
2023-03-15,21:15,At gate 21:40,S33,BA 4550
2023-03-15,21:20,At gate 21:31,N26,PR 310
2023-03-15,21:20,At gate 21:01,N10,CX 5871
2023-03-15,21:25,At gate 21:11,S49,BA 4130
2023-03-15,21:25,At gate 21:22,N60,BA 4566
2023-03-15,21:25,At gate 21:29,R13,CX 457
2023-03-15,21:25,At gate 21:20,W50,QR 3460
2023-03-15,21:35,At gate 21:03,W71,JL 7059
2023-03-15,21:50,At gate 22:03,S3,MH 9202
2023-03-15,21:50,At gate 21:51,R19,HB 684
2023-03-15,21:55,At gate 22:49,N68,HU 8161
2023-03-15,21:55,At gate 21:37,S47,CX 381
2023-03-15,22:00,At gate 21:59,N36,CI 921
2023-03-15,22:00,At gate 21:42,R17,CX 5669
2023-03-15,22:05,At gate 21:52,W48,QR 5816
2023-03-15,22:10,At gate 22:26,S27,CX 979
2023-03-15,22:15,At gate 22:17,S41,CX 479
2023-03-15,22:15,At gate 22:00,S11,CX 902
2023-03-15,22:20,At gate 22:10,S2,JL 7049
2023-03-15,22:20,At gate 22:18,R18,UO 183
2023-03-15,22:25,At gate 22:40,W40,CA 6513
2023-03-15,22:30,At gate 22:29,W67,QR 5802
2023-03-15,22:35,At gate 22:45,W63,CX 991
2023-03-15,22:40,At gate 22:54,N34,HX 1565
2023-03-15,22:40,At gate 22:37,N30,NZ 4147
2023-03-15,22:55,At gate 22:51,N6,QR 3452
2023-03-15,23:00,At gate 23:15,N144,CX 5703
2023-03-15,23:00,At gate 23:01,S103,CX 5765
2023-03-15,23:05,At gate 23:15,S105,CX 5755
2023-03-15,23:10,At gate 23:25,N24,EY 8503
2023-03-15,23:10,At gate 22:52,N26,HA 5381
2023-03-15,23:25,At gate 23:39,S23,AA 8912
2023-03-15,23:30,At gate 23:27,N143,UO 113
2023-03-15,23:30,At gate 23:14,S102,CX 5647
2023-03-15,23:55,At gate 23:37,N36,HX 108
2023-03-15,23:55,At gate 00:14 (16/03/2023),S31,BR 2891
