date,time,status,stand,no
2023-03-23,00:10,At gate 23:51 (22/03/2023),S2,CX 989
2023-03-23,00:20,At gate 00:00,W126,CX 5781
2023-03-23,00:45,At gate 00:47,S3,MM 067
2023-03-23,00:55,At gate 01:03,N62,CX 5627
2023-03-23,01:40,At gate 01:45,S31,HX 766
2023-03-23,03:20,At gate 03:23,N24,AI 7175
2023-03-23,04:25,At gate 05:18,N64,MH 9185
2023-03-23,05:00,At gate 04:26,S1,CX 829
2023-03-23,05:00,At gate 05:16,N5,UA 877
2023-03-23,05:20,At gate 05:24,S4,AA 8902
2023-03-23,05:45,At gate 06:10,S23,TG 5867
2023-03-23,05:55,At gate 05:27,W61,TK 9222
2023-03-23,06:00,At gate 06:06,S43,QR 3478
2023-03-23,06:00,At gate 06:18,S3,CX 865
2023-03-23,06:10,At gate 07:12,S25,MH 9183
2023-03-23,07:05,At gate 06:57,N36,HX 782
2023-03-23,07:10,At gate 08:00,S1,LH 7014
2023-03-23,07:15,At gate 07:10,S11,HX 1946
2023-03-23,07:20,At gate 07:02,W63,CX 881
2023-03-23,07:40,At gate 08:32,S33,CX 252
2023-03-23,08:10,At gate 08:55,N7,5J 272
2023-03-23,09:05,At gate 09:13,N24,CI 601
2023-03-23,09:20,At gate 08:45,S35,JL 7908
2023-03-23,09:45,At gate 09:45,N10,5J 110
2023-03-23,09:55,At gate 10:00,S27,CI 903
2023-03-23,10:05,At gate 10:12,S11,SQ 8632
2023-03-23,10:05,At gate 10:22,N28,HX 1821
2023-03-23,10:15,At gate 09:55,W61,PR 300
2023-03-23,10:25,At gate 10:13,S3,CX 912
2023-03-23,10:50,At gate 10:31,R20,UO 625
2023-03-23,10:55,At gate 10:35,N7,Z2 1264
2023-03-23,11:15,At gate 10:52,N60,MU 501
2023-03-23,11:20,At gate 13:11,S29,MF 8655
2023-03-23,11:25,At gate 11:41,W67,CX 983
2023-03-23,11:45,At gate 11:54,W42,TG 600
2023-03-23,11:55,At gate 12:06,N8,AK 138
2023-03-23,11:55,At gate 11:33,N26,9C 8715
2023-03-23,12:05,At gate 11:55,R13,CX 5115
2023-03-23,12:05,At gate 12:17,S27,MF 381
2023-03-23,12:10,At gate 12:04,N28,HX 1823
2023-03-23,12:10,At gate 12:29,S31,MF 8695
2023-03-23,12:15,At gate 12:15,N62,MU 2569
2023-03-23,12:15,At gate 12:27,W65,MH 9188
2023-03-23,12:20,At gate 12:28,N10,CZ 3075
2023-03-23,12:20,At gate 13:01,N36,MU 503
2023-03-23,12:25,At gate 12:12,S23,SQ 882
2023-03-23,12:30,At gate 12:46,N34,CZ 309
2023-03-23,12:50,At gate 12:37,S11,CI 909
2023-03-23,12:50,At gate 12:44,S2,CX 489
