date,time,status,stand,no
2023-05-01,00:20,At gate 00:36,S111,UO 651
2023-05-01,00:25,At gate 00:47,N143,BI 3404
2023-05-01,01:05,At gate 00:56,W71,UO 781
2023-05-01,01:15,At gate 01:20,S43,UO 627
2023-05-01,01:25,At gate 01:16,S31,TK 9225
2023-05-01,03:10,At gate 03:00,R17,TK 9201
2023-05-01,04:00,At gate 03:36,S102,CX 5765
2023-05-01,04:40,At gate 05:30,S45,UO 623
2023-05-01,05:00,At gate 04:41,S2,CX 811
2023-05-01,05:10,At gate 04:53,S23,LX 9502
2023-05-01,05:15,At gate 05:40,S3,CX 676
2023-05-01,05:40,At gate 05:31,N6,TK 9222
2023-05-01,05:45,At gate 06:17,W44,AA 8936
2023-05-01,05:50,At gate 05:37,N5,AA 8902
2023-05-01,06:00,At gate 06:40,N144,UO 629
2023-05-01,06:05,At gate 06:00,N68,AA 8918
2023-05-01,06:15,At gate 06:46,N26,CX 270
2023-05-01,06:25,At gate 05:55,N60,CX 234
2023-05-01,06:50,At gate 06:30,N34,AA 8885
2023-05-01,06:50,At gate 07:24,N30,AA 8943
2023-05-01,06:55,At gate 06:34,W42,LX 9510
2023-05-01,06:55,At gate 06:46,W50,CX 260
2023-05-01,06:55,At gate 07:25,S43,CX 372
2023-05-01,06:55,At gate 06:24,S31,HX 1314
2023-05-01,07:15,At gate 06:51,S35,GA 876
2023-05-01,07:25,At gate 07:48,W63,LH 7014
2023-05-01,07:45,At gate 07:33,N70,TK 9226
2023-05-01,07:55,At gate 08:09,S25,CX 252
2023-05-01,08:10,At gate 16:14,N32,5J 272
2023-05-01,08:15,At gate 08:40,W46,HX 782
2023-05-01,08:30,At gate 08:34,W71,5J 150
2023-05-01,08:50,At gate 10:05,S27,HX 1819
2023-05-01,08:55,At gate 08:50,N10,5J 240
2023-05-01,09:15,At gate 09:32,N28,CI 601
2023-05-01,09:25,At gate 09:21,N68,CX 447
2023-05-01,09:45,At gate 15:20,W48,5J 110
2023-05-01,09:45,At gate 09:28,N8,FD 515
2023-05-01,09:50,At gate 09:42,N32,QF 8214
2023-05-01,09:55,At gate 09:52,N64,CX 407
2023-05-01,10:05,At gate 09:55,S35,TR 980
2023-05-01,10:05,At gate 10:20,S45,CI 903
2023-05-01,10:10,At gate 09:48,N9,PR 300
2023-05-01,10:10,At gate 10:17,N7,FD 508
2023-05-01,10:15,At gate 10:18,W40,HU 8510
2023-05-01,10:15,At gate 10:53,R19,UO 625
2023-05-01,10:20,At gate 09:57,S31,MU 2901
2023-05-01,10:25,At gate 10:29,N66,CX 738
2023-05-01,10:30,At gate 10:30,N24,CX 912
2023-05-01,10:30,At gate 10:24,S33,FM 3025
2023-05-01,11:00,At gate 11:01,N6,DL 7886
2023-05-01,11:00,At gate 10:45,S23,FM 3001
2023-05-01,11:05,At gate 10:41,W71,CA 6507
2023-05-01,11:10,At gate 11:57,N7,AK 138
2023-05-01,11:15,At gate 10:59,S11,CA 101
2023-05-01,11:20,At gate 11:15,N5,SQ 874
2023-05-01,11:20,At gate 11:17,N26,MF 381
2023-05-01,11:30,At gate 11:34,W61,CX 983
2023-05-01,11:30,At gate 11:38,R18,CX 5227
2023-05-01,11:30,At gate 11:06,N28,MF 8655
2023-05-01,11:40,At gate 11:47,R17,UO 131
2023-05-01,11:45,At gate 11:46,N60,WY 5902
2023-05-01,11:50,At gate 11:14,S27,CA 103
2023-05-01,11:50,At gate 11:07,S25,MU 2067
2023-05-01,11:50,At gate 11:55,S31,FM 3021
2023-05-01,11:55,At gate 11:26,R21,CA 3855
2023-05-01,12:10,At gate 12:36,N62,HX 1823
2023-05-01,12:10,At gate 11:41,N8,PR 318
2023-05-01,12:10,At gate 11:37,W69,AA 8893
2023-05-01,12:15,At gate 12:36,S2,QR 5847
2023-05-01,12:20,At gate 12:28,W42,9C 8715
2023-05-01,12:20,At gate 12:20,S33,CZ 309
2023-05-01,12:25,At gate 12:13,N145,UO 551
2023-05-01,12:30,At gate 12:43,W67,CX 365
2023-05-01,12:30,At gate 13:05,N34,UA 7907
2023-05-01,12:40,At gate 12:08,N30,SC 4789
2023-05-01,12:55,At gate 12:53,N26,CI 909
2023-05-01,12:55,At gate 12:57,R20,CX 489
2023-05-01,12:55,At gate 13:18,S43,GA 9770
2023-05-01,13:00,At gate 12:56,S1,QF 8228
2023-05-01,13:00,At gate 12:57,W63,CX 431
2023-05-01,13:05,At gate 12:42,S23,CA 111
2023-05-01,13:05,At gate 13:11,R14,CX 5821
2023-05-01,13:15,At gate 13:29,N66,JL 7041
2023-05-01,13:15,At gate 13:23,N60,UL 2772
2023-05-01,13:20,At gate 13:17,R21,CX 906
2023-05-01,13:30,At gate 14:01,N6,HA 5001
2023-05-01,13:40,At gate 13:51,N28,BA 031
2023-05-01,13:40,At gate 13:44,W40,HB 503
2023-05-01,13:50,At gate 14:21,N9,QR 5841
2023-05-01,13:50,At gate 13:48,S45,CA 6536
2023-05-01,13:50,At gate 13:58,N70,CX 973
2023-05-01,13:55,At gate 13:23,N5,SQ 892
2023-05-01,13:55,At gate 13:54,S25,CX 250
2023-05-01,14:00,At gate 14:16,N68,CX 385
2023-05-01,14:00,At gate 13:31,S41,MH 9187
2023-05-01,14:00,At gate 13:44,S11,CA 6523
2023-05-01,14:05,At gate 14:32,W46,HO 3503
2023-05-01,14:10,At gate 14:12,S49,BR 2897
2023-05-01,14:10,At gate 13:42,S27,FJ 5459
2023-05-01,14:15,At gate 14:15,N30,CX 363
2023-05-01,14:20,At gate 14:06,W71,AA 8904
2023-05-01,14:20,At gate 14:00,N8,BA 4570
2023-05-01,14:20,At gate 13:52,N10,VN 594
2023-05-01,14:25,At gate 13:36,W44,CA 419
2023-05-01,14:25,At gate 14:32,N62,HX 1825
2023-05-01,14:35,At gate 14:17,N26,FD 500
2023-05-01,14:40,At gate 14:43,S29,JL 7043
2023-05-01,14:45,At gate 15:03,S47,HU 8358
2023-05-01,14:50,At gate 15:24,N60,JL 5362
2023-05-01,14:55,At gate 15:10,W42,MU 503
2023-05-01,15:00,At gate 14:40,R17,HU 8051
2023-05-01,15:00,At gate 14:50,N64,AA 8908
2023-05-01,15:05,At gate 15:01,S23,AA 8909
2023-05-01,15:05,At gate 14:44,W50,JU 8319
2023-05-01,15:10,At gate 15:00,R19,CX 608
2023-05-01,15:10,At gate 14:52,N32,CX 5173
2023-05-01,15:15,At gate 15:09,W67,AC 9786
2023-05-01,15:20,At gate 15:09,S33,CX 495
2023-05-01,15:25,At gate 14:47,N24,NZ 4212
2023-05-01,15:30,At gate 15:40,N10,UO 601
2023-05-01,15:30,At gate 15:23,N34,UO 619
2023-05-01,15:40,At gate 15:45,S1,CX 256
2023-05-01,15:40,At gate 15:49,R16,UO 111
2023-05-01,15:45,At gate 15:44,N6,AE 5311
2023-05-01,15:50,At gate 15:17,S35,CA 3361
2023-05-01,15:55,At gate 15:36,W44,CA 427
2023-05-01,15:55,At gate 15:17,N70,HX 1201
2023-05-01,15:55,At gate 16:01,R18,UO 761
2023-05-01,15:55,At gate 15:53,S49,GJ 8053
2023-05-01,16:00,At gate 16:06,W65,CX 349
2023-05-01,16:00,At gate 16:13,R20,UO 851
2023-05-01,16:00,At gate 15:57,N62,FM 3023
2023-05-01,16:05,At gate 15:41,N66,MF 9039
2023-05-01,16:05,At gate 17:19,S31,TG 5867
2023-05-01,16:15,At gate 16:42,N7,TK 8722
2023-05-01,16:15,At gate 16:08,W63,CX 367
2023-05-01,16:15,At gate 16:07,W40,MF 8713
2023-05-01,16:25,At gate 16:22,W42,CA 109
2023-05-01,16:25,At gate 16:22,R15,UO 133
2023-05-01,16:30,At gate 16:34,N8,CI 915
2023-05-01,16:30,At gate 16:14,S2,AA 8950
2023-05-01,16:30,At gate 16:32,S47,HO 1305
2023-05-01,16:35,At gate 15:56,W46,MU 5015
2023-05-01,16:35,At gate 16:40,N30,BA 027
2023-05-01,16:40,At gate 16:50,S102,HB 521
2023-05-01,16:45,At gate 16:53,W48,ET 608
2023-05-01,16:45,At gate 16:51,W71,QR 5837
