date,time,status,stand,no
2023-04-16,00:25,At gate 01:00,N9,BI 3404
2023-04-16,01:05,At gate 01:29,N30,UO 781
2023-04-16,01:15,At gate 01:31,N32,UO 627
2023-04-16,01:25,At gate 01:23,W122L,TK 9225
2023-04-16,03:10,At gate 03:23,S35,TK 9201
2023-04-16,04:40,At gate 05:18,N26,UO 623
2023-04-16,05:00,At gate 04:37,S2,CX 829
2023-04-16,05:10,At gate 05:08,N9,BA 4134
2023-04-16,05:35,At gate 07:08,S45,CX 865
2023-04-16,05:40,At gate 05:37,S29,TK 9222
2023-04-16,05:40,At gate 05:32,S4,MH 9211
2023-04-16,05:50,At gate 05:27,N6,AA 8902
2023-04-16,06:00,At gate 06:55,S43,AA 8931
2023-04-16,06:05,At gate 05:50,W46,AA 8918
2023-04-16,06:10,At gate 06:52,W67,CX 640
2023-04-16,06:15,At gate 06:28,S33,CX 270
2023-04-16,06:25,At gate 06:11,S1,CX 234
2023-04-16,06:45,At gate 07:11,S31,AA 8934
2023-04-16,06:50,At gate 06:18,S49,AA 8885
2023-04-16,06:55,At gate 07:30,S27,CX 260
2023-04-16,07:00,At gate 07:08,S3,AA 8888
2023-04-16,07:15,At gate 07:15,W42,GA 876
2023-04-16,07:25,At gate 07:42,S23,LH 7014
2023-04-16,07:30,At gate 07:46,S41,BA 4146
2023-04-16,07:30,At gate 07:47,N60,QF 8237
2023-04-16,07:40,At gate 07:40,N26,CX 216
2023-04-16,07:45,At gate 07:33,R21,TK 9226
2023-04-16,07:55,At gate 07:54,W50,CX 252
2023-04-16,08:05,At gate 08:12,S25,CX 662
2023-04-16,08:10,At gate 08:27,N10,5J 272
2023-04-16,08:50,At gate 09:53,N24,HX 1819
2023-04-16,08:55,At gate 08:54,S11,5J 240
2023-04-16,09:15,At gate 09:17,N34,CI 601
2023-04-16,09:45,At gate 11:00,N32,5J 110
2023-04-16,09:45,At gate 09:40,N7,FD 515
2023-04-16,09:50,At gate 09:38,S43,QF 8214
2023-04-16,09:55,At gate 09:45,S45,CX 407
2023-04-16,09:55,At gate 09:49,W65,CX 624
2023-04-16,09:55,At gate 10:31,R15,CX 5697
2023-04-16,10:05,At gate 12:31,N28,TR 980
2023-04-16,10:05,At gate 10:08,N60,CI 903
2023-04-16,10:10,At gate 10:05,N9,PR 300
2023-04-16,10:10,At gate 10:01,N10,FD 508
2023-04-16,10:15,At gate 10:22,R16,HU 8510
2023-04-16,10:15,At gate 10:51,R21,UO 625
2023-04-16,10:20,At gate 10:01,N28,MU 2901
2023-04-16,10:25,At gate 10:32,N64,CX 738
2023-04-16,10:30,At gate 11:03,N8,AF 8405
2023-04-16,10:30,At gate 10:24,W71,CX 912
2023-04-16,10:30,At gate 10:23,W40,FM 3025
2023-04-16,10:55,At gate 10:16,N62,CX 6201
2023-04-16,11:00,At gate 11:43,N7,DL 7886
2023-04-16,11:00,At gate 10:41,W44,FM 3001
2023-04-16,11:05,At gate 10:44,S29,CA 6507
2023-04-16,11:10,At gate 11:15,N6,AK 138
2023-04-16,11:20,At gate 11:21,N5,SQ 874
2023-04-16,11:20,At gate 11:17,N70,MF 381
2023-04-16,11:30,At gate 11:11,S11,CZ 3075
2023-04-16,11:30,At gate 11:05,N34,CA 3855
2023-04-16,11:30,At gate 12:03,S27,CX 983
2023-04-16,11:30,At gate 11:45,R17,CX 5227
2023-04-16,11:30,At gate 10:49,W69,MF 8655
2023-04-16,11:40,At gate 11:40,R18,UO 131
2023-04-16,11:45,At gate 12:32,W40,WY 5902
2023-04-16,11:50,At gate 11:37,N60,CA 103
2023-04-16,11:50,At gate 11:56,N30,FM 3021
2023-04-16,12:10,At gate 12:26,N24,HX 1823
2023-04-16,12:10,At gate 11:40,N10,PR 318
2023-04-16,12:10,At gate 11:54,N66,AA 8893
2023-04-16,12:15,At gate 12:31,S41,QR 5847
2023-04-16,12:20,At gate 12:12,N9,9C 8715
2023-04-16,12:20,At gate 12:15,W42,CZ 309
2023-04-16,12:30,At gate 12:37,S35,CX 238
2023-04-16,12:30,At gate 13:08,S1,CX 365
2023-04-16,12:30,At gate 12:59,N26,UA 7907
2023-04-16,12:55,At gate 13:08,N62,CI 909
2023-04-16,12:55,At gate 12:51,R20,CX 489
2023-04-16,13:00,At gate 13:12,S2,QF 8228
2023-04-16,13:00,At gate 13:03,S25,CX 431
2023-04-16,13:05,At gate 12:44,N32,CA 111
2023-04-16,13:05,At gate 13:12,W61,QR 3459
2023-04-16,13:05,At gate 13:17,R14,CX 5821
2023-04-16,13:15,At gate 13:46,S31,JL 7041
2023-04-16,13:15,At gate 13:27,S23,UL 2772
2023-04-16,13:20,At gate 13:00,N68,CX 906
2023-04-16,13:30,At gate 14:19,N6,HA 5001
2023-04-16,13:35,At gate 13:30,N30,BI 635
2023-04-16,13:40,At gate 13:41,N7,BA 031
2023-04-16,13:40,At gate 13:33,R21,HB 503
2023-04-16,13:50,At gate 14:09,R15,BR 2897
2023-04-16,13:50,At gate 14:18,W42,QR 5841
2023-04-16,13:50,At gate 15:26,S43,CX 973
2023-04-16,13:55,At gate 13:53,N5,SQ 892
2023-04-16,13:55,At gate 14:03,S3,CX 250
2023-04-16,14:00,At gate 13:42,R19,AC 9794
2023-04-16,14:00,At gate 13:48,W69,MH 9187
2023-04-16,14:00,At gate 14:01,N70,CA 6523
2023-04-16,14:05,At gate 14:20,N36,HO 3503
2023-04-16,14:10,At gate 14:34,S47,AA 8890
2023-04-16,14:15,At gate 14:38,N28,CX 363
2023-04-16,14:20,At gate 13:54,W44,AA 8904
2023-04-16,14:20,At gate 14:27,N9,BA 4570
2023-04-16,14:25,At gate 13:44,N60,CA 419
2023-04-16,14:25,At gate 14:35,N24,HX 1825
2023-04-16,14:35,At gate 14:39,N8,FD 500
2023-04-16,14:40,At gate 15:12,W71,JL 7043
2023-04-16,14:45,At gate 15:18,R20,HU 8358
2023-04-16,14:50,At gate 14:52,R16,UO 705
2023-04-16,14:55,At gate 14:28,W40,ET 644
2023-04-16,14:55,At gate 15:03,N62,MU 503
2023-04-16,15:00,At gate 15:03,R18,HU 8051
2023-04-16,15:00,At gate 15:16,S4,LX 9500
2023-04-16,15:00,At gate 14:49,W50,AA 8908
2023-04-16,15:00,At gate 14:31,N10,VN 592
2023-04-16,15:05,At gate 14:55,W67,AA 8909
2023-04-16,15:05,At gate 15:21,N64,JU 8319
2023-04-16,15:10,At gate 15:04,N26,CX 5173
2023-04-16,15:15,At gate 15:20,S109,HB 2682
2023-04-16,15:15,At gate 14:45,S11,AC 9786
2023-04-16,15:20,At gate 15:18,S1,CX 495
2023-04-16,15:25,At gate 15:44,N36,NZ 4212
2023-04-16,15:30,At gate 15:43,R15,UO 601
2023-04-16,15:30,At gate 15:26,N30,UO 619
2023-04-16,15:40,At gate 15:53,W65,CX 256
2023-04-16,15:40,At gate 15:26,R17,UO 111
2023-04-16,15:45,At gate 15:43,N6,AE 5311
2023-04-16,15:50,At gate 15:26,S33,CA 3361
2023-04-16,15:55,At gate 15:31,N32,CA 105
2023-04-16,15:55,At gate 15:52,N60,CA 427
2023-04-16,15:55,At gate 15:37,S45,HX 1201
2023-04-16,15:55,At gate 15:52,N145,UO 761
2023-04-16,15:55,At gate 16:07,N8,GJ 8053
2023-04-16,16:00,At gate 16:05,N24,CX 349
2023-04-16,16:00,At gate 16:13,R19,UO 851
2023-04-16,16:00,At gate 16:23,R16,FM 3023
2023-04-16,16:05,At gate 16:05,R21,MF 9039
2023-04-16,16:05,At gate 17:15,W42,TG 5867
2023-04-16,16:15,At gate 15:34,S35,TK 8722
2023-04-16,16:15,At gate 16:26,N9,CX 367
2023-04-16,16:15,At gate 16:38,W121L,CX 5675
2023-04-16,16:15,At gate 16:19,W69,MF 8713
2023-04-16,16:25,At gate 16:44,W40,CA 109
2023-04-16,16:25,At gate 16:34,W122L,UO 133
