date,time,status,stand,no
2023-05-23,00:20,At gate 00:11,S31,UO 651
2023-05-23,01:05,At gate 01:03,N144,UO 781
2023-05-23,01:10,At gate 00:55,N143,CX 5653
2023-05-23,01:15,At gate 00:47,S29,UO 627
2023-05-23,01:25,At gate 01:39,R21,TK 9225
2023-05-23,02:00,At gate 02:14,R16,BI 3404
2023-05-23,03:10,At gate 02:50,R13,TK 9201
2023-05-23,04:40,At gate 04:55,N141,UO 623
2023-05-23,05:00,At gate 04:38,N7,CX 829
2023-05-23,05:00,At gate 04:47,N30,UA 877
2023-05-23,05:10,At gate 05:03,N6,BA 4134
2023-05-23,05:35,At gate 06:06,S1,CX 865
2023-05-23,05:40,At gate 05:45,S27,TK 9222
2023-05-23,05:40,At gate 05:07,S3,MH 9211
2023-05-23,05:50,At gate 05:43,S25,AA 8902
2023-05-23,06:00,At gate 05:53,S2,AA 8931
2023-05-23,06:00,At gate 06:23,D302L,UO 629
2023-05-23,06:05,At gate 05:57,N62,AA 8918
2023-05-23,06:45,At gate 07:20,N60,AA 8934
2023-05-23,06:50,At gate 07:35,S4,AA 8885
2023-05-23,06:55,At gate 06:48,W44,LX 9510
2023-05-23,06:55,At gate 07:36,N34,CX 260
2023-05-23,07:15,At gate 07:27,S103,GA 876
2023-05-23,07:20,At gate 07:36,N32,LH 7014
2023-05-23,07:30,At gate 07:42,S31,BA 4146
2023-05-23,07:40,At gate 07:52,N66,CX 216
2023-05-23,07:45,At gate 07:38,W42,TK 9226
2023-05-23,07:55,At gate 08:01,S29,CX 252
2023-05-23,08:10,At gate 08:07,N10,5J 272
2023-05-23,08:30,At gate 08:28,S27,5J 150
2023-05-23,08:50,At gate 09:21,N26,HX 1819
2023-05-23,08:55,At gate 08:56,W71,5J 240
2023-05-23,09:10,At gate 09:04,R19,CX 449
2023-05-23,09:10,At gate 09:06,W67,AA 8944
2023-05-23,09:15,At gate 09:15,N9,CI 601
2023-05-23,09:45,At gate 10:19,W40,5J 110
2023-05-23,09:45,At gate 09:32,S45,FD 515
2023-05-23,09:50,At gate 09:35,S4,QF 8214
2023-05-23,09:55,At gate 09:48,W69,CX 407
2023-05-23,10:05,At gate 10:09,W46,TR 980
2023-05-23,10:05,At gate 10:26,N6,CI 903
2023-05-23,10:10,At gate 10:05,N24,PR 300
2023-05-23,10:10,At gate 10:11,S43,FD 508
2023-05-23,10:15,At gate 10:06,R16,HU 8510
2023-05-23,10:15,At gate 10:22,N36,UO 625
2023-05-23,10:25,At gate 10:03,W50,CX 738
2023-05-23,10:30,At gate 10:23,S11,CX 912
2023-05-23,10:30,At gate 10:28,R15,FM 3025
2023-05-23,10:50,At gate 10:39,S25,MU 2901
2023-05-23,10:55,At gate 10:41,N28,CX 6201
2023-05-23,11:00,At gate 10:51,N64,MU 721
2023-05-23,11:05,At gate 10:58,N32,CA 6507
