date,time,status,stand,no
2023-04-12,00:25,At gate 01:36,R18,BI 3404
2023-04-12,01:05,At gate 01:20,S25,CX 5781
2023-04-12,01:15,At gate 01:28,S111,CX 5627
2023-04-12,01:25,At gate 03:36,N24,TK 9225
2023-04-12,03:10,At gate 03:02,S33,TK 9201
2023-04-12,04:40,At gate 05:24,N10,CX 5623
2023-04-12,05:00,At gate 04:52,S4,CX 829
2023-04-12,05:10,At gate 04:56,S3,LX 9502
2023-04-12,05:15,At gate 04:48,N60,HX 527
2023-04-12,05:15,At gate 05:22,S41,CX 676
2023-04-12,05:40,At gate 05:52,W44,TK 9222
2023-04-12,05:50,At gate 05:16,W71,AA 8902
2023-04-12,06:00,At gate 06:31,S29,AA 8931
2023-04-12,06:05,At gate 05:30,S23,AA 8918
2023-04-12,06:15,At gate 06:05,W65,CX 270
2023-04-12,06:45,At gate 07:16,W67,AA 8934
2023-04-12,06:50,At gate 05:59,N8,AA 8885
2023-04-12,06:55,At gate 07:00,W69,LX 9510
2023-04-12,06:55,At gate 06:48,S31,CX 260
2023-04-12,06:55,At gate 06:55,N32,CX 382
2023-04-12,07:15,Cancelled,,GA 876
2023-04-12,07:25,At gate 07:26,N9,LH 7014
2023-04-12,07:30,At gate 07:55,S47,BA 4146
2023-04-12,07:30,At gate 07:35,N28,QF 8237
2023-04-12,07:45,At gate 07:46,N10,TK 9226
2023-04-12,07:55,At gate 07:53,N36,CX 252
2023-04-12,07:55,At gate 07:16,N34,E9 635
2023-04-12,08:10,At gate 08:07,N6,5J 272
2023-04-12,08:50,At gate 10:28,N24,HX 1819
2023-04-12,08:55,At gate 08:51,S25,5J 240
2023-04-12,09:10,At gate 09:22,R13,CX 449
2023-04-12,09:10,At gate 08:48,S1,AA 8944
2023-04-12,09:15,At gate 09:36,N26,CI 601
2023-04-12,09:45,At gate 10:53,W40,5J 110
2023-04-12,09:45,At gate 09:34,N30,FD 515
2023-04-12,09:50,At gate 09:10,W44,QF 8214
2023-04-12,09:55,At gate 09:58,W65,CX 407
2023-04-12,09:55,At gate 09:37,W61,CX 624
2023-04-12,10:05,At gate 11:23,S35,TR 980
2023-04-12,10:05,At gate 10:28,N60,CI 903
2023-04-12,10:10,At gate 10:10,W46,PR 300
2023-04-12,10:10,At gate 10:01,N8,FD 508
2023-04-12,10:15,At gate 10:24,R18,HU 8510
2023-04-12,10:15,At gate 10:31,R14,CX 5625
2023-04-12,10:20,At gate 10:00,W48,MU 2901
2023-04-12,10:25,At gate 10:43,S4,CX 738
2023-04-12,10:30,At gate 10:57,N6,AF 8405
2023-04-12,10:30,At gate 10:08,S11,CX 912
2023-04-12,10:30,At gate 10:32,S49,FM 3025
2023-04-12,11:00,At gate 11:13,S25,DL 7886
2023-04-12,11:00,At gate 10:53,N62,FM 3001
2023-04-12,11:05,At gate 11:05,W50,CA 6507
2023-04-12,11:10,At gate 11:14,N7,AK 138
2023-04-12,11:20,At gate 11:26,N5,SQ 874
2023-04-12,11:20,At gate 11:28,N32,MF 381
2023-04-12,11:30,At gate 11:24,N30,CA 3855
2023-04-12,11:30,At gate 11:39,S43,CX 983
2023-04-12,11:30,At gate 11:41,N145,CX 5227
2023-04-12,11:30,At gate 10:59,N34,MF 8655
2023-04-12,11:40,At gate 11:33,R19,CX 5131
2023-04-12,11:45,At gate 11:47,W42,TG 600
2023-04-12,11:50,At gate 11:19,N26,CA 103
2023-04-12,11:50,At gate 11:59,W63,FM 3021
2023-04-12,12:10,At gate 12:44,S27,HX 1823
2023-04-12,12:10,At gate 12:06,N24,PR 318
2023-04-12,12:10,At gate 11:56,W71,AA 8893
2023-04-12,12:15,At gate 12:15,S41,QR 5847
2023-04-12,12:20,At gate 12:09,N8,9C 8715
2023-04-12,12:20,At gate 12:21,S29,CZ 309
2023-04-12,12:25,At gate 12:20,S45,AC 9795
2023-04-12,12:30,At gate 12:41,N7,CX 365
2023-04-12,12:30,At gate 13:05,N30,UA 7907
2023-04-12,12:55,At gate 13:02,N34,CI 909
2023-04-12,12:55,At gate 12:42,W48,CX 489
2023-04-12,13:00,At gate 12:58,W67,QF 8228
2023-04-12,13:00,At gate 12:56,N68,CX 431
2023-04-12,13:05,At gate 12:54,N60,CA 111
2023-04-12,13:05,At gate 13:01,W46,QR 3459
2023-04-12,13:05,At gate 13:06,R21,CX 5821
2023-04-12,13:15,At gate 13:52,W44,JL 7041
2023-04-12,13:15,At gate 13:10,N62,CZ 635
2023-04-12,13:15,At gate 13:56,S35,UL 2772
2023-04-12,13:20,At gate 13:04,R20,CX 906
2023-04-12,13:30,At gate 14:32,N6,HA 5001
2023-04-12,13:40,At gate 13:41,N26,BA 031
2023-04-12,13:40,At gate 13:44,R19,HB 503
2023-04-12,13:50,At gate 13:59,N32,BR 2897
2023-04-12,13:50,At gate 15:33,S41,QR 5841
2023-04-12,13:50,At gate 13:41,N70,CA 6536
2023-04-12,13:55,At gate 13:34,N5,SQ 892
2023-04-12,13:55,At gate 13:50,N66,CX 250
2023-04-12,14:00,At gate 14:01,W69,MH 9187
2023-04-12,14:05,At gate 14:15,S1,HO 3503
2023-04-12,14:10,At gate 13:49,S2,CX 658
2023-04-12,14:15,At gate 14:22,S25,CX 363
2023-04-12,14:20,At gate 14:09,W50,AA 8904
2023-04-12,14:20,At gate 14:46,S49,BA 4570
2023-04-12,14:25,At gate 13:58,N10,CA 419
2023-04-12,14:25,At gate 14:31,S23,HX 1825
2023-04-12,14:35,At gate 14:33,N9,FD 500
2023-04-12,14:40,At gate 14:39,W65,JL 7043
2023-04-12,14:45,At gate 14:44,R18,HU 8358
2023-04-12,14:50,At gate 14:59,R13,CX 5705
2023-04-12,14:55,At gate 14:58,S27,MU 503
2023-04-12,15:00,At gate 15:09,S47,HU 8051
2023-04-12,15:00,At gate 15:11,S3,AA 8908
2023-04-12,15:00,At gate 14:32,N36,VN 592
2023-04-12,15:05,At gate 14:52,N8,AA 8909
2023-04-12,15:05,At gate 15:15,N64,JU 8319
2023-04-12,15:10,At gate 15:01,R17,CX 5173
2023-04-12,15:15,At gate 15:26,S109,HB 2682
2023-04-12,15:15,At gate 14:57,S45,AC 9786
2023-04-12,15:20,At gate 15:19,W63,CX 495
2023-04-12,15:25,At gate 15:14,S29,NZ 4213
2023-04-12,15:30,At gate 15:51,R19,CX 5601
2023-04-12,15:30,At gate 15:42,R21,CX 5619
2023-04-12,15:40,At gate 16:01,S4,CX 256
2023-04-12,15:40,At gate 15:24,R14,UO 111
2023-04-12,15:45,At gate 15:36,N62,AE 5311
2023-04-12,15:50,At gate 16:14,N7,CA 3361
2023-04-12,15:55,At gate 15:47,N30,CA 105
2023-04-12,15:55,At gate 15:50,N10,CA 427
2023-04-12,15:55,At gate 15:41,S35,HX 1201
2023-04-12,15:55,At gate 16:01,W126,CX 5761
2023-04-12,15:55,At gate 16:03,W48,GJ 8053
2023-04-12,16:00,At gate 16:07,W61,CX 349
2023-04-12,16:00,At gate 16:23,R13,CX 5851
2023-04-12,16:00,At gate 16:13,N60,FM 3023
2023-04-12,16:05,At gate 16:12,S43,MF 9039
2023-04-12,16:05,At gate 17:30,N28,AC 007
2023-04-12,16:15,At gate 15:58,N32,TK 8722
2023-04-12,16:15,At gate 16:17,W42,CX 367
2023-04-12,16:15,At gate 16:37,S33,MF 8713
2023-04-12,16:25,At gate 16:44,W46,CA 109
2023-04-12,16:25,At gate 16:26,W121L,CX 5133
2023-04-12,16:30,At gate 16:19,S23,CI 915
2023-04-12,16:30,At gate 16:35,S1,AA 8950
2023-04-12,16:30,At gate 16:33,N9,HO 1305
2023-04-12,16:35,At gate 16:25,N6,MU 2093
2023-04-12,16:35,At gate 17:08,N24,BA 027
2023-04-12,16:45,At gate 16:40,W67,ET 608
2023-04-12,16:45,At gate 17:02,S11,QR 5837
2023-04-12,16:45,At gate 17:02,S27,CX 6630
2023-04-12,16:50,At gate 16:44,N34,9C 8921
2023-04-12,16:55,At gate 16:53,S2,CA 6521
2023-04-12,17:00,At gate 17:04,W44,PR 306
2023-04-12,17:00,At gate 16:49,W40,CX 634
2023-04-12,17:10,At gate 16:56,R16,MU 2089
2023-04-12,17:15,At gate 17:23,N36,AA 8897
2023-04-12,17:15,At gate 17:32,N8,Z2 1264
2023-04-12,17:20,At gate 17:08,R17,CX 5113
2023-04-12,17:30,At gate 17:26,S25,QF 4224
2023-04-12,17:35,At gate 17:38,S3,CA 6511
2023-04-12,17:35,At gate 17:45,R15,CX 5687
2023-04-12,17:40,At gate 17:31,S47,FM 845
2023-04-12,17:40,At gate 17:12,S31,3U 3959
2023-04-12,17:45,At gate 17:59,N5,AY 099
2023-04-12,17:45,At gate 17:47,R20,HX 659
2023-04-12,17:50,At gate 20:13,S23,LY 8792
2023-04-12,17:50,At gate 18:31,N70,MF 8651
2023-04-12,18:00,At gate 17:52,R19,HU 8083
2023-04-12,18:05,At gate 18:11,S49,QF 8224
2023-04-12,18:05,At gate 18:00,N60,EK 384
2023-04-12,18:10,At gate 18:29,N9,5J 112
2023-04-12,18:25,At gate 18:51,N30,HX 1831
2023-04-12,18:30,At gate 19:20,N62,TG 638
2023-04-12,18:30,At gate 18:28,S35,MF 8685
