date,time,status,gate,no
2023-03-25,00:15,Dep 00:26,4,MH 9190
2023-03-25,00:20,Dep 00:21,7,CX 233
2023-03-25,00:25,Dep 00:35,36,BA 4567
2023-03-25,00:25,Dep 00:44,35,IB 1961
2023-03-25,00:30,Dep 00:26,26,QR 815
2023-03-25,00:40,Dep 00:54,11,HX 1566
2023-03-25,00:55,Dep 01:14,41,MH 9198
2023-03-25,00:55,Dep 00:58,25,EY 8495
2023-03-25,01:00,Dep 01:08,1,CX 888
2023-03-25,01:25,Dep 01:35,5,QR 5844
2023-03-25,01:30,Dep 01:23,24,HA 5382
2023-03-25,01:35,Dep 01:53,6,MM 068
2023-03-25,01:50,Dep 03:51,69,QR 5838
2023-03-25,02:20,Dep 02:27,23,MH 9210
2023-03-25,07:10,Dep 07:09,46,CX 5618
2023-03-25,07:30,Dep 07:33,49,CA 6504
2023-03-25,07:30,Dep 07:48,42,CX 366
2023-03-25,07:30,Dep 07:34,3,AC 9775
2023-03-25,07:30,Dep 07:55,15,CX 5114
2023-03-25,07:35,Dep 07:38,511,CX 5724
2023-03-25,07:35,Dep 07:32,521,CX 5820
2023-03-25,07:40,Dep 07:35,18,CX 5600
2023-03-25,07:55,Dep 07:58,66,CX 982
2023-03-25,07:55,Dep 08:03,523,CX 5704
2023-03-25,08:00,Dep 08:10,4,CX 488
2023-03-25,08:10,Dep 08:33,36,JL 7026
2023-03-25,08:10,Dep 08:14,44,JL 7028
2023-03-25,08:15,Dep 08:17,62,HX 610
2023-03-25,08:25,Dep 08:23,33,MH 9189
2023-03-25,08:25,Dep 08:24,61,BA 4559
2023-03-25,08:25,Dep 08:35,64,PR 3201
2023-03-25,08:30,Dep 08:34,27,HX 632
2023-03-25,08:30,Dep 08:36,29,QR 3469
2023-03-25,08:30,Dep 08:33,43,CX 2251
2023-03-25,08:30,Dep 08:26,32,HB 520
2023-03-25,08:35,Dep 09:06,17,LY 9125
2023-03-25,08:35,Dep 08:32,40,AC 9760
2023-03-25,08:40,Dep 08:49,20,HU 8516
2023-03-25,08:45,Dep 08:55,41,BA 4135
2023-03-25,08:50,Dep 08:57,45,CX 432
2023-03-25,08:55,Dep 09:07,63,JL 7030
2023-03-25,08:55,Dep 08:48,31,CX 5686
2023-03-25,09:00,Dep 09:20,16,HU 8492
2023-03-25,09:00,Dep 09:06,11,CA 6510
2023-03-25,09:00,Dep 09:11,48,AY 5137
2023-03-25,09:00,Dep 09:00,50,AC 9777
2023-03-25,09:10,Dep 09:45,60,QR 5804
2023-03-25,09:10,Dep 09:12,8,QR 3456
2023-03-25,09:15,Dep 09:35,26,AI 7160
2023-03-25,09:20,Dep 09:23,67,AA 8887
2023-03-25,09:20,Dep 09:29,68,QR 3483
2023-03-25,09:20,Dep 09:17,19,CX 5848
2023-03-25,09:20,Dep 09:19,35,HB 530
2023-03-25,09:25,Dep 09:33,71,5J 273
2023-03-25,09:35,Dep 09:47,65,HX 308
2023-03-25,09:45,Dep 09:48,69,CX 368
2023-03-25,09:50,Dep 09:48,28,HX 252
2023-03-25,09:50,Dep 09:48,49,CX 5680
2023-03-25,09:55,Dep 09:55,10,AC 9771
2023-03-25,09:55,Dep 09:48,13,CX 5850
2023-03-25,10:00,Dep 10:02,3,QR 3485
2023-03-25,10:00,Dep 09:55,30,NZ 4148
2023-03-25,10:15,Dep 10:27,23,TG 5866
2023-03-25,10:20,Dep 10:35,61,CI 602
2023-03-25,10:20,Dep 10:18,62,CA 6522
2023-03-25,10:25,Dep 10:40,42,CX 356
2023-03-25,10:25,Dep 10:32,32,CX 494
2023-03-25,10:25,Dep 10:27,4,QR 3453
2023-03-25,10:30,Dep 10:44,33,JL 7046
2023-03-25,10:45,Dep 10:55,36,JL 7052
2023-03-25,10:50,Dep 10:50,44,CX 5870
2023-03-25,11:00,Dep 11:10,40,5J 111
2023-03-25,11:00,Dep 11:00,43,CX 5172
2023-03-25,11:00,Dep 10:57,521,CX 5668
2023-03-25,11:05,Dep 11:08,18,AI 7182
2023-03-25,11:10,Dep 11:33,8,SQ 8633
2023-03-25,11:10,Dep 11:09,45,JL 7058
2023-03-25,11:15,Dep 11:17,26,HX 1822
2023-03-25,11:15,Dep 11:21,31,CI 904
2023-03-25,11:30,Dep 11:53,28,PR 301
2023-03-25,11:30,Dep 11:28,41,AI 7172
2023-03-25,11:40,Dep 11:49,50,CX 370
2023-03-25,11:45,Dep 11:44,29,Z2 1265
2023-03-25,11:50,Dep 11:58,17,CX 5110
2023-03-25,11:50,Dep 11:46,15,CX 5898
2023-03-25,12:10,Dep 12:09,24,TK 9221
2023-03-25,12:15,Dep 12:18,35,CA 6526
2023-03-25,12:15,Dep 12:06,30,MU 502
2023-03-25,12:15,Dep 12:19,64,CX 2691
2023-03-25,12:20,Dep 12:17,5,UA 862
2023-03-25,12:20,Dep 13:49,44,MF 8656
2023-03-25,12:30,Dep 12:27,49,UO 132
2023-03-25,12:40,Dep 12:52,31,AK 139
2023-03-25,12:45,Dep 12:54,4,MH 9195
2023-03-25,12:45,Dep 12:37,40,TG 601
2023-03-25,12:55,Dep 13:10,10,9C 8716
2023-03-25,13:00,Dep 13:21,13,CX 5646
2023-03-25,13:05,Dep 13:16,42,MF 382
2023-03-25,13:05,Dep 13:09,20,UO 700
2023-03-25,13:10,Dep 13:34,33,MF 8696
2023-03-25,13:15,Dep 13:19,16,CX 5626
2023-03-25,13:30,Dep 14:01,6,CA 6518
