date,time,status,gate,no
2023-06-13,00:05,Dep 00:09,4,AA 8933
2023-06-13,00:20,Dep 00:38,2,LX 9513
2023-06-13,00:25,Dep 00:33,5,JU 8317
2023-06-13,00:30,Dep 00:48,11,HX 1566
2023-06-13,00:35,Dep 00:50,64,TP 6349
2023-06-13,00:45,Dep 00:42,26,EY 8495
2023-06-13,00:50,Dep 01:13,36,AA 8930
2023-06-13,00:50,Dep 01:15,8,MM 068
2023-06-13,01:20,Dep 01:22,49,QR 5844
2023-06-13,01:50,Dep 01:49,35,QR 5838
2023-06-13,02:00,Dep 02:10,66,MH 9210
2023-06-13,02:20,Dep 02:31,50,CX 675
2023-06-13,07:00,Dep 07:04,20,CX 5820
2023-06-13,07:15,Dep 07:01,32,HX 676
2023-06-13,07:20,Dep 07:38,24,CX 366
2023-06-13,07:20,Dep 07:23,9,CX 907
2023-06-13,07:35,Dep 07:43,16,UO 600
2023-06-13,07:45,Dep 07:44,15,UO 550
2023-06-13,07:55,Dep 08:29,11,CX 982
2023-06-13,08:00,Dep 07:57,14,CX 488
2023-06-13,08:00,Dep 08:01,2,AA 8898
2023-06-13,08:00,Dep 08:24,62,AA 8906
2023-06-13,08:00,Dep 08:04,10,UO 130
2023-06-13,08:00,Dep 07:57,18,UO 760
2023-06-13,08:10,Dep 08:35,60,CX 257
2023-06-13,08:10,Dep 08:19,71,AA 8966
2023-06-13,08:10,Dep 08:12,35,JL 7054
2023-06-13,08:10,Dep 08:06,25,CX 596
2023-06-13,08:10,Dep 08:10,513,UO 704
2023-06-13,08:15,Dep 08:14,521,HU 8492
2023-06-13,08:15,Dep 08:23,511,OZ 9294
2023-06-13,08:15,Dep 08:28,27,MH 9189
2023-06-13,08:15,Dep 08:34,70,PR 3201
2023-06-13,08:15,Dep 08:16,523,HB 520
2023-06-13,08:30,Dep 08:29,520,CA 118
2023-06-13,08:30,Dep 08:52,45,QR 5817
2023-06-13,08:35,Dep 08:45,13,QR 5813
2023-06-13,08:35,Dep 08:57,67,AA 8910
2023-06-13,08:40,Dep 08:42,47,HU 8516
2023-06-13,08:45,Dep 08:49,41,JL 7030
2023-06-13,08:45,Dep 08:40,21,UO 686
2023-06-13,08:50,Dep 08:52,66,CX 432
2023-06-13,08:55,Dep 08:53,522,HB 502
2023-06-13,09:00,Dep 08:56,30,HX 1953
2023-06-13,09:00,Dep 09:08,31,CA 6510
2023-06-13,09:00,Dep 09:10,65,CX 901
2023-06-13,09:05,Dep 09:09,28,SQ 899
2023-06-13,09:05,Dep 09:08,69,AA 8880
2023-06-13,09:05,Dep 09:08,3,CX 830
2023-06-13,09:05,Dep 10:07,46,CA 6534
2023-06-13,09:10,Dep 09:31,40,BA 4132
2023-06-13,09:15,Dep 09:22,23,AI 7160
2023-06-13,09:15,Dep 09:20,63,QF 8215
2023-06-13,09:15,Dep 09:19,36,AA 8913
2023-06-13,09:15,Dep 09:24,26,UO 848
2023-06-13,09:20,Dep 09:38,42,CX 368
2023-06-13,09:20,Dep 09:32,64,AA 8887
2023-06-13,09:20,Dep 09:50,62,5J 149
2023-06-13,09:20,Dep 09:10,523,HB 530
2023-06-13,09:25,Dep 09:47,10,5J 273
2023-06-13,09:30,Dep 10:17,49,CX 348
2023-06-13,09:30,Dep 09:53,7,AA 8940
2023-06-13,09:40,Dep 09:40,50,BR 2898
2023-06-13,09:40,Dep 10:33,25,5J 241
2023-06-13,09:40,Dep 09:37,34,JL 730
2023-06-13,09:50,Dep 10:41,27,HX 1820
2023-06-13,09:50,Dep 10:00,48,JL 7044
2023-06-13,09:55,Dep 10:08,6,HU 8084
2023-06-13,10:00,Dep 10:14,68,AA 8915
2023-06-13,10:00,Dep 10:12,2,CA 6522
2023-06-13,10:00,Dep 10:03,18,CX 5642
2023-06-13,10:10,Dep 10:22,11,QF 8213
2023-06-13,10:15,Dep 10:51,41,CI 602
2023-06-13,10:20,Dep 10:25,60,CX 494
2023-06-13,10:20,Dep 10:25,67,JL 7052
2023-06-13,10:25,Dep 10:32,71,CX 356
2023-06-13,10:25,Dep 10:23,16,HX 640
2023-06-13,10:30,Dep 10:34,43,AA 8882
2023-06-13,10:40,Dep 10:37,24,HA 5382
2023-06-13,10:45,Dep 10:49,20,UO 110
2023-06-13,10:45,Dep 10:33,30,FD 516
2023-06-13,10:50,Dep 10:44,520,UO 620
2023-06-13,11:00,Dep 11:18,23,JL 7058
2023-06-13,11:00,Dep 12:20,25,5J 111
2023-06-13,11:00,Dep 10:58,65,CX 5172
2023-06-13,11:05,Dep 11:49,31,TR 981
2023-06-13,11:05,Dep 11:19,26,CI 904
2023-06-13,11:05,Dep 11:48,9,CX 239
2023-06-13,11:05,Dep 11:08,14,CX 946
2023-06-13,11:10,Dep 11:33,10,PR 301
2023-06-13,11:10,Dep 11:06,69,HU 8052
2023-06-13,11:10,Dep 11:09,28,FD 509
2023-06-13,11:15,Dep 11:45,8,BA 4577
2023-06-13,11:15,Dep 11:12,40,HX 658
2023-06-13,11:15,Dep 21:49,28,UA 862
2023-06-13,11:20,Dep 11:27,36,UO 898
2023-06-13,11:30,Dep 11:41,63,TK 8876
2023-06-13,11:30,Dep 11:42,45,CX 2717
2023-06-13,11:35,Dep 11:32,521,UO 690
2023-06-13,11:35,Dep 11:49,47,FM 3026
2023-06-13,11:55,Dep 11:47,24,AK 139
2023-06-13,12:00,Dep 12:10,3,CA 6502
2023-06-13,12:05,Dep 12:45,6,CX 6200
2023-06-13,12:05,Dep 12:09,66,FM 3002
2023-06-13,12:15,Dep 12:21,46,CX 960
2023-06-13,12:20,Dep 12:33,71,MF 382
2023-06-13,12:25,Dep 12:34,7,SQ 875
2023-06-13,12:25,Dep 12:25,15,UO 112
2023-06-13,12:30,Dep 12:37,68,MF 8656
2023-06-13,12:35,Dep 13:24,42,HX 775
2023-06-13,12:35,Dep 12:35,520,UO 638
