date,time,status,gate,no
2023-06-11,00:20,Dep 00:40,1,LX 9513
2023-06-11,00:25,Dep 01:43,32,ET 645
2023-06-11,00:25,Dep 01:19,27,JU 8317
2023-06-11,00:30,Dep 00:30,11,HX 1566
2023-06-11,00:35,Dep 00:39,62,TP 6349
2023-06-11,00:45,Dep 00:44,63,EY 8495
2023-06-11,00:50,Dep 01:09,28,MM 068
2023-06-11,01:05,Dep 00:53,15,TK 9223
2023-06-11,01:20,Dep 01:43,42,QR 5844
2023-06-11,01:50,Dep 01:51,60,QR 5838
2023-06-11,01:55,Dep 01:54,29,GA 9771
2023-06-11,02:00,Dep 02:04,9,MH 9210
2023-06-11,02:20,Dep 04:12,33,CX 675
2023-06-11,07:00,Dep 06:54,14,CX 5820
2023-06-11,07:15,Dep 07:16,10,HX 676
2023-06-11,07:20,Dep 07:27,64,CX 366
2023-06-11,07:20,Dep 07:22,27,CX 907
2023-06-11,07:35,Dep 07:28,511,UO 600
2023-06-11,07:45,Dep 07:38,522,UO 550
2023-06-11,07:50,Dep 08:03,48,CA 6524
2023-06-11,07:55,Dep 08:03,32,AA 8959
2023-06-11,07:55,Dep 08:10,70,CX 982
2023-06-11,08:00,Dep 07:59,20,CX 488
2023-06-11,08:00,Dep 08:15,43,AA 8898
2023-06-11,08:00,Dep 08:24,42,AA 8906
2023-06-11,08:00,Dep 08:03,521,UO 130
2023-06-11,08:00,Dep 08:09,18,UO 760
2023-06-11,08:10,Dep 08:20,24,AA 8966
2023-06-11,08:10,Dep 08:48,29,JL 7054
2023-06-11,08:10,Dep 08:11,7,CX 596
2023-06-11,08:10,Dep 08:36,524,UO 704
2023-06-11,08:15,Dep 08:22,17,HU 8492
2023-06-11,08:15,Dep 08:22,21,JL 7068
2023-06-11,08:15,Dep 08:25,4,MH 9189
2023-06-11,08:20,Dep 08:35,40,CX 633
2023-06-11,08:30,Dep 08:42,520,CA 118
2023-06-11,08:30,Dep 08:28,11,HX 690
2023-06-11,08:30,Dep 08:58,62,QR 5817
2023-06-11,08:35,Dep 08:53,28,QR 5813
2023-06-11,08:35,Dep 08:57,49,AA 8910
2023-06-11,08:45,Dep 09:00,67,JL 7030
2023-06-11,08:45,Dep 09:06,513,UO 686
2023-06-11,08:50,Dep 09:11,31,CX 432
2023-06-11,08:55,Dep 09:05,523,HB 502
2023-06-11,09:00,Dep 09:11,36,HX 1953
2023-06-11,09:00,Dep 09:22,26,CA 6510
2023-06-11,09:00,Dep 09:31,47,CX 901
2023-06-11,09:05,Dep 09:30,5,SQ 899
2023-06-11,09:05,Dep 09:16,8,AA 8880
2023-06-11,09:10,Dep 09:29,9,BA 4132
2023-06-11,09:10,Dep 09:22,15,UO 630
2023-06-11,09:15,Dep 09:22,521,AI 7160
2023-06-11,09:15,Dep 09:41,64,QF 8215
2023-06-11,09:15,Dep 09:48,3,AA 8913
2023-06-11,09:15,Dep 09:23,511,UO 848
2023-06-11,09:15,Dep 09:25,522,HB 540
2023-06-11,09:20,Dep 09:38,25,CX 368
2023-06-11,09:20,Dep 09:41,27,AA 8887
2023-06-11,09:20,Dep 09:40,10,5J 149
2023-06-11,09:20,Dep 09:28,524,HB 530
2023-06-11,09:25,Dep 09:56,43,5J 273
2023-06-11,09:30,Dep 09:58,71,CX 348
2023-06-11,09:30,Dep 09:54,35,AA 8940
2023-06-11,09:30,Dep 09:51,520,CX 970
2023-06-11,09:40,Dep 09:53,13,BR 2898
2023-06-11,09:40,Dep 10:06,24,5J 241
2023-06-11,09:40,Dep 09:50,6,JL 730
2023-06-11,09:50,Dep 10:16,28,HX 1820
2023-06-11,09:50,Dep 10:14,33,JL 7044
2023-06-11,09:55,Dep 10:00,16,HU 8084
2023-06-11,10:00,Dep 10:21,70,AA 8915
2023-06-11,10:00,Dep 10:20,40,CA 6522
2023-06-11,10:00,Dep 09:58,18,CX 5642
2023-06-11,10:10,Dep 10:21,45,QF 8213
2023-06-11,10:15,Dep 10:34,11,CI 602
2023-06-11,10:15,Dep 10:36,34,CX 954
2023-06-11,10:20,Dep 10:45,2,CX 494
2023-06-11,10:20,Dep 10:56,42,JL 7052
2023-06-11,10:25,Dep 10:27,29,HX 640
2023-06-11,10:30,Dep 10:45,44,AA 8882
2023-06-11,10:40,Dep 10:55,7,HA 5382
2023-06-11,10:45,Dep 11:00,23,CX 828
2023-06-11,10:45,Dep 11:04,522,UO 110
2023-06-11,10:45,Dep 10:48,8,FD 516
2023-06-11,10:50,Dep 11:02,523,UO 620
2023-06-11,11:00,Dep 11:06,62,JL 7058
2023-06-11,11:00,Dep 15:40,49,5J 111
2023-06-11,11:05,Dep 11:11,26,TR 981
2023-06-11,11:05,Dep 11:31,25,CI 904
2023-06-11,11:10,Dep 14:53,33,PR 301
2023-06-11,11:10,Dep 11:11,49,HU 8052
2023-06-11,11:10,Dep 11:05,6,FD 509
2023-06-11,11:10,Dep 11:25,60,CX 2739
2023-06-11,11:15,Dep 11:46,3,BA 4577
2023-06-11,11:15,Dep 11:15,14,HX 658
2023-06-11,11:15,Dep 11:14,30,UA 862
2023-06-11,11:20,Dep 11:21,31,UO 898
2023-06-11,11:30,Dep 11:45,47,TK 8876
2023-06-11,11:30,Dep 12:12,36,CX 2717
2023-06-11,11:35,Dep 11:34,17,UO 690
2023-06-11,11:35,Dep 11:43,10,FM 3026
2023-06-11,11:50,Dep 11:52,43,MU 2902
2023-06-11,11:55,Dep 11:59,8,AK 139
2023-06-11,12:00,Dep 12:01,27,CA 6502
2023-06-11,12:05,Dep 12:05,35,CX 6200
