date,time,status,gate,no
2023-04-04,00:05,Dep 00:10,4,AA 8933
2023-04-04,00:20,Dep 00:18,3,LX 9513
2023-04-04,00:25,Dep 00:26,47,JU 8317
2023-04-04,00:30,Dep 00:27,8,HX 1566
2023-04-04,00:35,Dep 00:39,60,TP 6349
2023-04-04,00:45,Dep 00:53,6,EY 8495
2023-04-04,00:50,Dep 00:46,61,AA 8930
2023-04-04,00:50,Dep 01:04,26,MM 068
2023-04-04,01:05,Dep 00:53,11,TK 9223
2023-04-04,01:20,Dep 01:15,29,QR 5844
2023-04-04,01:50,Dep 01:58,49,QR 5838
2023-04-04,02:00,Dep 02:19,62,MH 9210
2023-04-04,02:20,Dep 02:35,50,CX 675
2023-04-04,02:35,Dep 02:40,28,CI 614
2023-04-04,07:05,Dep 06:59,24,CX 5850
2023-04-04,07:15,Dep 07:29,524,CX 5618
2023-04-04,07:20,Dep 07:50,8,CX 366
2023-04-04,07:20,Dep 07:24,2,CX 907
2023-04-04,07:35,Dep 07:33,21,CX 5600
2023-04-04,07:55,Dep 08:31,66,CX 982
2023-04-04,08:00,Dep 08:00,35,CX 488
2023-04-04,08:00,Dep 08:11,64,AA 8898
2023-04-04,08:00,Dep 08:27,62,AA 8906
2023-04-04,08:00,Dep 08:00,523,CX 5130
2023-04-04,08:00,Dep 08:05,20,CX 5760
2023-04-04,08:05,Dep 08:10,10,PR 313
2023-04-04,08:10,Dep 08:13,44,AA 8966
2023-04-04,08:10,Dep 08:08,30,CX 596
2023-04-04,08:10,Dep 08:11,17,CX 5704
2023-04-04,08:10,Dep 08:05,68,HB 520
2023-04-04,08:15,Dep 08:22,26,HU 8492
2023-04-04,08:15,Dep 08:12,520,OZ 9294
2023-04-04,08:15,Dep 08:20,40,MH 9189
2023-04-04,08:15,Dep 09:08,33,PR 3201
2023-04-04,08:30,Dep 08:28,521,CA 118
2023-04-04,08:30,Dep 08:36,34,QR 5817
2023-04-04,08:35,Dep 08:48,27,QR 5813
2023-04-04,08:35,Dep 08:39,11,AA 8910
2023-04-04,08:40,Dep 09:01,29,HU 8516
2023-04-04,08:45,Dep 08:52,47,JL 7030
2023-04-04,08:45,Dep 08:43,19,CX 5686
2023-04-04,08:50,Dep 08:52,65,CX 432
2023-04-04,08:55,Dep 08:58,522,HB 502
2023-04-04,09:00,Dep 09:09,43,HX 1946
2023-04-04,09:00,Dep 09:10,5,CA 6510
2023-04-04,09:00,Dep 09:04,46,CX 901
2023-04-04,09:05,Dep 09:08,9,SQ 899
2023-04-04,09:05,Dep 09:06,1,CA 6534
2023-04-04,09:10,Dep 10:28,36,BA 4135
2023-04-04,09:15,Dep 09:39,71,AI 7160
2023-04-04,09:15,Dep 09:19,28,QF 8215
2023-04-04,09:15,Dep 09:18,60,AA 8913
2023-04-04,09:15,Dep 09:14,69,CX 5848
2023-04-04,09:20,Dep 09:13,48,BR 2898
2023-04-04,09:20,Dep 09:27,42,CX 368
2023-04-04,09:20,Dep 09:46,67,AA 8887
2023-04-04,09:20,Dep 09:20,13,HB 530
2023-04-04,09:25,Dep 09:35,24,5J 273
2023-04-04,09:25,Dep 09:28,16,CX 5674
2023-04-04,09:30,Dep 09:38,23,CX 348
2023-04-04,09:30,Dep 09:35,63,AA 8940
2023-04-04,09:30,Dep 09:34,31,NZ 4148
2023-04-04,09:40,Dep 10:13,10,5J 241
2023-04-04,09:50,Dep 10:22,26,HX 1820
2023-04-04,09:55,Dep 09:57,68,HU 8084
2023-04-04,10:00,Dep 10:08,70,AA 8915
2023-04-04,10:00,Dep 09:57,35,CA 6522
2023-04-04,10:00,Dep 09:57,18,UO 2642
2023-04-04,10:10,Dep 10:10,30,QF 8213
2023-04-04,10:15,Dep 10:26,27,CI 602
2023-04-04,10:20,Dep 10:35,64,CX 494
2023-04-04,10:20,Dep 10:24,62,JL 7052
2023-04-04,10:25,Dep 10:29,20,CX 356
2023-04-04,10:30,Dep 11:03,33,AA 8882
2023-04-04,10:35,Dep 10:36,21,CX 5870
2023-04-04,10:40,Dep 10:40,7,HA 5382
2023-04-04,10:45,Dep 10:50,523,CX 5110
2023-04-04,10:45,Dep 10:36,29,FD 516
2023-04-04,10:50,Dep 10:57,511,CX 5620
2023-04-04,11:00,Dep 11:00,66,JL 7058
2023-04-04,11:00,Dep 11:06,9,5J 111
2023-04-04,11:00,Dep 10:59,17,CX 5172
2023-04-04,11:05,Dep 11:19,46,TR 981
2023-04-04,11:05,Dep 11:14,60,CI 904
2023-04-04,11:10,Dep 11:23,43,PR 301
2023-04-04,11:10,Dep 11:52,71,HU 8052
2023-04-04,11:10,Dep 11:07,11,HX 658
2023-04-04,11:10,Dep 10:56,31,FD 509
