date,time,status,gate,no
2023-05-13,00:05,Dep 00:00,16,HX 526
2023-05-13,00:05,Dep 00:20,3,AA 8933
2023-05-13,00:15,Dep 00:37,43,IB 1961
2023-05-13,00:20,Dep 00:39,69,LA 5642
2023-05-13,00:25,Dep 00:40,8,CX 233
2023-05-13,00:25,Dep 00:20,30,JU 8317
2023-05-13,00:25,Dep 00:37,60,TP 6349
2023-05-13,00:30,Dep 01:51,24,HX 1566
2023-05-13,00:45,Dep 01:04,46,CX 888
2023-05-13,00:45,Dep 00:40,33,EY 8495
2023-05-13,00:50,Dep 01:02,61,AA 8930
2023-05-13,00:50,Dep 01:04,34,MM 068
2023-05-13,01:05,Dep 01:05,18,TK 9223
2023-05-13,01:20,Dep 01:16,9,QR 5844
2023-05-13,01:50,Dep 01:55,1,QR 5838
2023-05-13,02:00,Dep 02:41,66,MH 9210
2023-05-13,07:00,Dep 07:00,45,CX 5820
2023-05-13,07:05,Dep 06:58,6,UO 850
2023-05-13,07:15,Dep 07:09,46,HX 676
2023-05-13,07:15,Dep 07:09,21,UO 618
2023-05-13,07:20,Dep 07:25,4,CX 366
2023-05-13,07:20,Dep 07:23,62,CX 907
2023-05-13,07:35,Dep 07:38,523,UO 600
2023-05-13,07:45,Dep 07:49,522,UO 550
2023-05-13,07:55,Dep 07:56,24,CX 982
2023-05-13,08:00,Dep 08:04,31,CX 488
2023-05-13,08:00,Dep 08:04,48,AA 8898
2023-05-13,08:00,Dep 08:11,32,AA 8906
2023-05-13,08:00,Dep 08:10,524,UO 130
2023-05-13,08:10,Dep 08:25,35,AA 8966
2023-05-13,08:10,Dep 08:17,60,CX 596
2023-05-13,08:15,Dep 08:10,18,HU 8492
2023-05-13,08:15,Dep 08:11,68,OZ 9294
2023-05-13,08:15,Dep 08:11,15,JL 7068
2023-05-13,08:15,Dep 08:19,47,MH 9189
2023-05-13,08:15,Dep 08:30,28,PR 3201
2023-05-13,08:15,Dep 08:21,10,HB 520
2023-05-13,08:25,Dep 08:24,61,HX 1315
2023-05-13,08:25,Dep 08:31,511,HB 681
2023-05-13,08:30,Dep 08:28,520,CA 118
2023-05-13,08:30,Dep 08:31,1,QR 5817
2023-05-13,08:35,Dep 08:35,49,AA 8910
2023-05-13,08:40,Dep 08:40,13,HU 8516
2023-05-13,08:45,Dep 08:46,63,JL 7030
2023-05-13,08:50,Dep 08:51,9,CX 432
2023-05-13,09:00,Dep 09:05,8,CA 6510
2023-05-13,09:00,Dep 08:58,36,CX 901
2023-05-13,09:05,Dep 09:14,7,SQ 899
2023-05-13,09:05,Dep 09:10,33,AA 8880
2023-05-13,09:05,Dep 09:20,41,CX 830
2023-05-13,09:10,Dep 09:22,69,BA 4132
2023-05-13,09:15,Dep 09:33,70,AI 7160
2023-05-13,09:15,Dep 09:22,5,QF 8215
2023-05-13,09:15,Dep 10:18,67,AA 8913
2023-05-13,09:20,Dep 09:27,27,CX 368
2023-05-13,09:20,Dep 09:35,50,AA 8887
2023-05-13,09:20,Dep 09:35,42,5J 149
2023-05-13,09:20,Dep 09:31,522,HB 530
2023-05-13,09:25,Dep 09:53,46,5J 273
2023-05-13,09:30,Dep 09:39,6,CX 348
2023-05-13,09:30,Dep 09:38,45,AA 8940
2023-05-13,09:30,Dep 09:30,44,NZ 4148
2023-05-13,09:40,Dep 09:34,21,BR 2898
2023-05-13,09:40,Dep 10:00,48,5J 241
2023-05-13,09:50,Dep 10:23,32,HX 1820
2023-05-13,09:50,Dep 10:05,29,JL 7044
2023-05-13,09:55,Dep 09:58,19,HU 8084
2023-05-13,10:00,Dep 10:14,25,AA 8915
2023-05-13,10:00,Dep 09:58,31,CA 6522
2023-05-13,10:10,Dep 10:12,60,QF 8213
2023-05-13,10:15,Dep 10:38,9,CI 602
2023-05-13,10:20,Dep 10:27,26,CX 494
2023-05-13,10:20,Dep 10:25,1,JL 7052
2023-05-13,10:25,Dep 10:27,61,CX 356
2023-05-13,10:30,Dep 10:51,28,AA 8882
2023-05-13,10:35,Dep 10:30,14,UO 870
2023-05-13,10:40,Dep 10:47,24,HA 5382
2023-05-13,10:45,Dep 10:44,35,UO 110
2023-05-13,10:45,Dep 10:36,7,FD 516
2023-05-13,10:50,Dep 10:45,523,UO 620
2023-05-13,11:00,Dep 10:57,11,JL 7058
2023-05-13,11:00,Cancelled,,5J 111
2023-05-13,11:00,Dep 10:55,16,CX 5172
2023-05-13,11:05,Dep 11:08,6,TR 981
2023-05-13,11:05,Dep 11:15,8,CI 904
2023-05-13,11:05,Dep 11:00,17,UO 690
2023-05-13,11:10,Dep 11:49,32,PR 301
2023-05-13,11:10,Dep 11:03,68,HU 8052
2023-05-13,11:10,Dep 11:04,33,HX 658
2023-05-13,11:10,Dep 11:00,10,FD 509
2023-05-13,11:15,Dep 11:14,62,BA 4577
2023-05-13,11:15,Dep 11:11,30,UA 862
2023-05-13,11:20,Dep 11:21,521,UO 898
2023-05-13,11:30,Dep 11:28,40,TK 8876
2023-05-13,11:30,Dep 11:32,34,CX 2717
2023-05-13,11:35,Dep 11:34,42,FM 3026
2023-05-13,11:50,Dep 12:21,9,MU 2902
2023-05-13,11:55,Dep 12:21,10,AK 139
2023-05-13,12:00,Dep 12:11,63,CA 6502
2023-05-13,12:05,Dep 12:13,5,MU 722
2023-05-13,12:15,Dep 12:37,67,CX 960
2023-05-13,12:20,Dep 12:26,46,MF 382
2023-05-13,12:25,Dep 12:47,24,SQ 875
2023-05-13,12:25,Dep 12:21,18,UO 112
2023-05-13,12:30,Dep 12:31,26,MF 8656
2023-05-13,12:35,Dep 12:43,41,HX 775
2023-05-13,12:35,Dep 12:35,511,UO 638
2023-05-13,12:45,Dep 12:37,7,CA 102
2023-05-13,12:45,Dep 12:48,27,MH 9195
2023-05-13,12:45,Dep 12:53,16,UO 132
2023-05-13,12:45,Dep 13:24,60,WY 5903
2023-05-13,12:50,Dep 12:46,44,CA 104
2023-05-13,12:50,Dep 12:58,6,FM 3022
2023-05-13,12:55,Dep 13:03,33,CA 3856
2023-05-13,13:00,Dep 13:00,21,UO 646
2023-05-13,13:05,Dep 13:01,48,GS 7964
2023-05-13,13:10,Dep 13:09,45,HU 8359
2023-05-13,13:10,Dep 13:09,36,BA 4147
2023-05-13,13:20,Dep 13:12,62,9C 8716
2023-05-13,13:30,Dep 13:30,25,CX 253
2023-05-13,13:35,Dep 13:42,15,CA 6518
2023-05-13,13:35,Dep 13:28,8,CZ 310
2023-05-13,13:40,Dep 14:10,28,HX 1824
2023-05-13,13:40,Dep 13:38,68,CX 360
2023-05-13,13:40,Dep 13:34,34,SC 4790
2023-05-13,13:55,Dep 13:59,26,CI 910
2023-05-13,14:00,Dep 13:56,14,UO 650
2023-05-13,14:05,Dep 14:05,11,CX 919
2023-05-13,14:10,Dep 14:21,23,BA 4571
2023-05-13,14:25,Dep 14:24,31,CX 418
2023-05-13,14:25,Dep 14:54,70,OM 5637
2023-05-13,14:35,Dep 14:27,30,CA 112
2023-05-13,14:35,Dep 14:45,7,QR 4971
2023-05-13,14:40,Dep 14:39,16,HU 8209
2023-05-13,14:45,Dep 14:43,42,UO 114
2023-05-13,14:55,Dep 15:07,69,BA 4145
2023-05-13,14:55,Dep 14:55,35,UO 688
2023-05-13,15:00,Dep 15:14,61,CX 380
2023-05-13,15:00,Dep 14:59,40,HX 1204
2023-05-13,15:05,Dep 15:03,32,UA 7918
2023-05-13,15:05,Dep 15:32,62,HO 3504
2023-05-13,15:10,Dep 15:28,9,JL 7048
2023-05-13,15:15,Dep 15:19,6,HA 5000
2023-05-13,15:20,Cancelled,,VN 595
2023-05-13,15:25,Dep 15:20,60,CA 420
2023-05-13,15:25,Dep 15:40,24,HX 1826
2023-05-13,15:25,Dep 15:35,2,BA 4563
2023-05-13,15:30,Dep 15:28,21,BI 3403
2023-05-13,15:35,Dep 16:32,15,HU 8361
2023-05-13,15:35,Dep 15:37,28,FD 501
2023-05-13,15:40,Dep 15:53,5,SQ 893
2023-05-13,15:40,Dep 15:47,18,CX 5862
2023-05-13,15:45,Dep 15:56,66,CX 472
2023-05-13,15:45,Dep 16:00,25,BA 4573
2023-05-13,15:50,Dep 16:12,521,UO 780
2023-05-13,15:55,Dep 16:18,32,HU 8192
2023-05-13,15:55,Dep 16:01,47,PG 4560
2023-05-13,16:00,Dep 16:15,45,MU 504
2023-05-13,16:15,Dep 15:50,44,ET 644
2023-05-13,16:15,Dep 17:25,41,MH 9184
2023-05-13,16:20,Dep 16:40,23,JL 7032
2023-05-13,16:25,Dep 16:24,65,QR 5832
2023-05-13,16:25,Dep 16:28,16,CX 5558
2023-05-13,16:30,Dep 16:41,61,JL 7056
2023-05-13,16:35,Dep 17:15,63,CX 903
2023-05-13,16:40,Dep 16:53,8,AA 8901
2023-05-13,16:45,Dep 16:43,10,AE 5312
2023-05-13,16:45,Dep 16:54,64,AA 8935
2023-05-13,16:45,Dep 16:54,36,CX 5744
2023-05-13,16:50,Dep 16:41,69,CA 3362
2023-05-13,16:50,Dep 16:57,11,CX 458
2023-05-13,16:50,Dep 17:10,29,AC 9797
2023-05-13,16:50,Dep 16:51,48,UO 626
2023-05-13,16:55,Dep 17:10,50,CX 731
2023-05-13,16:55,Dep 16:58,46,CX 5702
2023-05-13,17:00,Dep 17:02,60,FM 3024
2023-05-13,17:05,Dep 16:56,40,MF 9040
2023-05-13,17:15,Dep 17:51,32,MF 8714
2023-05-13,17:25,Dep 17:29,13,CA 428
2023-05-13,17:25,Dep 17:31,70,CX 364
2023-05-13,17:30,Dep 17:39,68,CA 110
2023-05-13,17:30,Dep 17:23,6,GJ 8054
2023-05-13,17:35,Dep 17:45,44,CI 916
2023-05-13,17:35,Dep 17:35,21,UO 622
2023-05-13,17:45,Dep 18:19,45,TK 8722
2023-05-13,17:45,Dep 17:52,33,AA 8886
2023-05-13,17:45,Dep 17:52,66,CX 978
2023-05-13,17:50,Dep 17:41,16,9C 8922
2023-05-13,17:50,Dep 18:01,47,CX 990
2023-05-13,17:55,Dep 18:03,511,HX 1202
2023-05-13,18:00,Dep 18:15,8,PR 307
2023-05-13,18:00,Dep 18:15,25,TG 5866
2023-05-13,18:05,Dep 17:55,9,MU 5016
2023-05-13,18:05,Dep 18:04,18,TK 9200
2023-05-13,18:05,Dep 18:02,14,HB 504
2023-05-13,18:15,Dep 18:15,7,CX 402
2023-05-13,18:15,Dep 18:08,11,Z2 1265
2023-05-13,18:35,Dep 18:21,42,BR 2892
2023-05-13,18:35,Dep 18:46,61,AA 8895
2023-05-13,18:35,Dep 18:35,522,UO 116
2023-05-13,18:45,Dep 19:38,21,RA 410
2023-05-13,18:50,Dep 18:55,40,TK 9224
2023-05-13,18:50,Dep 18:44,29,FM 810
2023-05-13,18:50,Dep 18:40,10,3U 3960
2023-05-13,18:50,Dep 19:02,68,MF 8652
2023-05-13,19:00,Dep 18:57,2,CA 6508
2023-05-13,19:05,Dep 19:16,31,BA 4575
2023-05-13,19:05,Dep 19:17,46,WE 5639
2023-05-13,19:10,Dep 19:44,4,LA 5643
2023-05-13,19:25,Dep 19:40,44,5J 113
2023-05-13,19:30,Dep 19:52,34,JU 8318
2023-05-13,19:30,Dep 20:32,9,LY 8791
2023-05-13,19:35,Dep 20:03,32,HX 1832
2023-05-13,19:45,Dep 19:45,17,CX 5226
2023-05-13,19:50,Dep 19:59,8,VJ 877
2023-05-13,19:55,Dep 21:41,10,AK 238
2023-05-13,19:55,Dep 19:56,3,MH 9182
2023-05-13,20:05,Dep 20:15,25,FM 3014
2023-05-13,20:05,Dep 19:58,10,FD 525
2023-05-13,20:10,Dep 20:08,11,CI 920
2023-05-13,20:10,Dep 20:07,19,CX 988
2023-05-13,20:20,Dep 20:27,36,AA 8948
2023-05-13,20:30,Dep 20:36,5,AA 8947
2023-05-13,20:35,Dep 20:43,64,AY 100
2023-05-13,20:45,Dep 20:50,67,AA 8903
2023-05-13,20:55,Dep 21:02,66,CX 623
2023-05-13,21:10,Dep 21:20,43,LA 5633
