date,time,status,gate,no
2023-05-10,00:05,Dep 00:24,4,AA 8933
2023-05-10,00:20,Dep 02:37,50,LA 5642
2023-05-10,00:25,Dep 00:25,47,ET 645
2023-05-10,00:25,Dep 00:17,45,JU 8317
2023-05-10,00:25,Dep 00:39,64,TP 6349
2023-05-10,00:30,Dep 00:30,7,HX 1566
2023-05-10,00:45,Dep 01:47,23,CX 888
2023-05-10,00:45,Dep 00:36,24,EY 8495
2023-05-10,00:50,Dep 02:01,41,AA 8930
2023-05-10,00:50,Dep 01:02,2,MM 068
2023-05-10,01:05,Dep 00:58,16,TK 9223
2023-05-10,01:20,Dep 01:19,1,QR 5844
2023-05-10,01:50,Dep 02:00,5,QR 5838
2023-05-10,01:55,Dep 01:53,11,GA 9771
2023-05-10,02:00,Dep 02:11,43,MH 9210
2023-05-10,07:00,Dep 06:56,24,CX 5820
2023-05-10,07:05,Dep 07:02,7,UO 850
2023-05-10,07:15,Dep 07:06,16,HX 676
2023-05-10,07:15,Dep 07:09,19,UO 618
2023-05-10,07:20,Dep 07:25,8,CX 366
2023-05-10,07:20,Dep 07:32,36,CX 907
2023-05-10,07:35,Dep 07:29,28,UO 600
2023-05-10,07:45,Dep 07:45,17,UO 550
2023-05-10,07:55,Dep 08:05,67,CX 982
2023-05-10,08:00,Dep 07:56,26,CX 488
2023-05-10,08:00,Dep 08:15,9,AA 8898
2023-05-10,08:00,Dep 08:05,3,AA 8906
2023-05-10,08:00,Dep 08:05,15,UO 130
2023-05-10,08:00,Dep 08:10,18,UO 760
2023-05-10,08:10,Dep 08:30,45,CX 257
2023-05-10,08:10,Dep 08:13,34,AA 8966
2023-05-10,08:10,Dep 08:16,48,CX 596
2023-05-10,08:15,Dep 08:19,11,JL 7068
2023-05-10,08:15,Dep 08:23,44,CA 6534
2023-05-10,08:20,Dep 08:27,25,CX 633
2023-05-10,08:30,Dep 08:21,520,CA 118
2023-05-10,08:30,Dep 08:27,70,HX 690
2023-05-10,08:30,Dep 08:45,31,QR 5817
2023-05-10,08:35,Dep 08:35,14,CX 607
2023-05-10,08:35,Dep 08:43,63,AA 8910
2023-05-10,08:45,Dep 08:47,66,JL 7030
2023-05-10,08:50,Dep 08:54,21,CX 432
2023-05-10,08:55,Dep 08:53,521,HB 502
2023-05-10,09:00,Dep 09:04,49,CA 6510
2023-05-10,09:00,Dep 09:05,40,CX 901
2023-05-10,09:05,Dep 09:06,33,SQ 899
2023-05-10,09:05,Dep 09:13,42,CX 830
2023-05-10,09:10,Dep 09:19,23,BA 4132
2023-05-10,09:15,Dep 09:13,10,AI 7160
2023-05-10,09:15,Dep 09:28,50,QF 8215
2023-05-10,09:15,Dep 09:25,64,AA 8913
2023-05-10,09:15,Dep 09:25,522,HB 540
2023-05-10,09:20,Dep 09:27,47,CX 368
2023-05-10,09:20,Dep 09:31,35,AA 8887
2023-05-10,09:20,Dep 09:21,28,5J 149
2023-05-10,09:20,Dep 09:14,523,HB 530
2023-05-10,09:25,Dep 09:53,8,5J 273
2023-05-10,09:30,Dep 09:43,71,CX 348
2023-05-10,09:30,Dep 09:42,6,AA 8940
2023-05-10,09:30,Dep 09:36,29,NZ 4148
2023-05-10,09:40,Dep 09:36,68,BR 2898
2023-05-10,09:40,Dep 09:44,9,5J 241
2023-05-10,09:50,Dep 10:22,26,HX 1820
2023-05-10,09:55,Dep 09:54,30,HU 8084
2023-05-10,10:00,Dep 09:55,46,AA 8915
2023-05-10,10:00,Dep 10:07,1,CA 6522
