date,time,status,gate,no
2023-03-21,00:15,Dep 00:33,36,MH 9190
2023-03-21,00:25,Dep 00:31,2,BA 4567
2023-03-21,00:30,Dep 00:31,29,QR 815
2023-03-21,00:40,Dep 00:42,8,HX 1566
2023-03-21,00:55,Dep 01:01,4,MH 9198
2023-03-21,00:55,Dep 00:45,27,EY 8495
2023-03-21,01:25,Dep 01:40,31,HX 781
2023-03-21,01:25,Dep 01:35,35,QR 5844
2023-03-21,01:30,Dep 01:50,49,CX 675
2023-03-21,01:30,Dep 01:25,6,HA 5382
2023-03-21,01:35,Dep 01:40,36,MM 068
2023-03-21,01:50,Dep 01:48,69,QR 5838
2023-03-21,02:20,Dep 02:31,71,MH 9210
2023-03-21,07:00,Dep 06:55,35,HU 8190
2023-03-21,07:10,Dep 07:06,18,CX 5618
2023-03-21,07:30,Dep 08:07,6,CA 6504
2023-03-21,07:30,Dep 08:03,1,CX 366
2023-03-21,07:30,Dep 07:33,33,AC 9775
2023-03-21,07:30,Dep 07:28,48,CX 5114
2023-03-21,07:35,Dep 07:41,511,CX 5724
2023-03-21,07:35,Dep 07:28,16,CX 5820
2023-03-21,07:40,Dep 07:40,17,CX 5600
2023-03-21,07:55,Dep 08:38,44,CX 982
2023-03-21,07:55,Dep 07:58,10,CX 5714
2023-03-21,08:00,Dep 07:59,20,CX 488
2023-03-21,08:10,Dep 08:15,3,JL 7026
2023-03-21,08:10,Dep 08:25,62,JL 7028
2023-03-21,08:15,Dep 08:15,9,HX 610
2023-03-21,08:25,Dep 08:24,45,MH 9189
2023-03-21,08:25,Dep 08:34,60,BA 4559
2023-03-21,08:25,Dep 08:36,66,PR 3201
2023-03-21,08:25,Dep 08:28,521,CX 5552
2023-03-21,08:30,Dep 08:45,46,CX 257
2023-03-21,08:30,Dep 08:48,50,AC 9761
2023-03-21,08:30,Dep 08:37,523,HB 520
2023-03-21,08:35,Dep 08:38,522,LY 9125
2023-03-21,08:35,Dep 08:54,19,AC 9760
2023-03-21,08:40,Dep 08:53,71,HU 8516
2023-03-21,08:40,Dep 08:55,42,CX 946
2023-03-21,08:45,Dep 08:56,43,BA 4135
2023-03-21,08:45,Dep 08:46,65,CA 6535
2023-03-21,08:50,Dep 08:56,68,CX 432
2023-03-21,08:55,Dep 09:02,5,JL 7030
2023-03-21,08:55,Dep 09:01,13,CX 5686
2023-03-21,09:00,Dep 08:54,29,HX 1953
2023-03-21,09:00,Dep 09:12,520,HU 8492
2023-03-21,09:00,Dep 09:14,7,CA 6510
2023-03-21,09:00,Dep 09:04,30,AY 5137
2023-03-21,09:00,Dep 09:14,28,AC 9777
2023-03-21,09:10,Dep 09:31,31,QR 5804
2023-03-21,09:10,Dep 09:21,47,AC 9763
2023-03-21,09:15,Dep 09:46,24,AI 7160
2023-03-21,09:20,Dep 09:49,34,AA 8887
2023-03-21,09:20,Dep 09:43,26,QR 3483
2023-03-21,09:20,Dep 09:45,35,CX 5848
2023-03-21,09:20,Dep 09:45,523,HB 530
2023-03-21,09:25,Dep 09:49,48,5J 273
2023-03-21,09:40,Dep 09:58,511,UO 2642
2023-03-21,09:45,Dep 09:58,45,CX 368
2023-03-21,09:50,Dep 09:56,18,HX 252
2023-03-21,09:50,Dep 10:17,15,CX 5680
2023-03-21,09:55,Dep 09:59,20,CX 5850
2023-03-21,10:00,Dep 10:11,6,QR 3485
2023-03-21,10:00,Dep 09:58,11,NZ 4148
2023-03-21,10:15,Dep 10:28,32,TG 5866
2023-03-21,10:20,Dep 10:20,28,CI 602
2023-03-21,10:20,Dep 10:38,62,CA 6522
2023-03-21,10:25,Dep 10:39,10,CX 356
2023-03-21,10:25,Dep 10:34,9,CX 494
2023-03-21,10:25,Dep 10:24,63,QR 3453
2023-03-21,10:30,Dep 10:58,66,JL 7046
2023-03-21,10:45,Dep 11:17,23,JL 7052
2023-03-21,10:50,Dep 10:46,521,CX 5172
2023-03-21,11:00,Dep 11:06,49,BA 4577
2023-03-21,11:00,Dep 11:08,42,5J 111
2023-03-21,11:00,Dep 11:06,16,CX 5668
2023-03-21,11:05,Dep 11:17,29,CI 904
2023-03-21,11:05,Dep 10:58,43,AI 7182
2023-03-21,11:10,Dep 11:07,24,SQ 8633
2023-03-21,11:10,Dep 11:09,50,JL 7058
2023-03-21,11:15,Dep 11:30,26,HX 1822
2023-03-21,11:30,Dep 11:25,35,PR 301
2023-03-21,11:30,Dep 11:42,40,AI 7172
2023-03-21,11:40,Dep 11:39,68,CX 370
2023-03-21,11:45,Dep 11:35,34,Z2 1265
2023-03-21,11:50,Dep 11:46,17,CX 5110
2023-03-21,11:50,Dep 11:50,13,CX 5898
2023-03-21,12:10,Dep 12:06,60,TK 9221
2023-03-21,12:15,Dep 12:06,46,MU 502
2023-03-21,12:15,Dep 12:19,8,CX 2691
2023-03-21,12:20,Dep 12:19,5,UA 862
2023-03-21,12:20,Dep 12:22,62,MF 8656
2023-03-21,12:30,Dep 12:23,18,UO 132
2023-03-21,12:40,Dep 12:37,32,AK 139
2023-03-21,12:45,Dep 13:14,42,TG 601
2023-03-21,12:55,Dep 12:51,28,9C 8716
2023-03-21,13:00,Dep 15:44,28,HX 246
2023-03-21,13:00,Dep 12:56,20,CX 5646
2023-03-21,13:05,Dep 13:04,10,MF 382
2023-03-21,13:05,Dep 12:58,11,UO 700
2023-03-21,13:10,Dep 13:21,7,MF 8696
2023-03-21,13:25,Dep 13:51,24,CX 6200
2023-03-21,13:30,Dep 13:32,2,CA 6518
2023-03-21,13:35,Dep 13:37,26,HX 1824
2023-03-21,13:35,Dep 13:31,47,CX 360
2023-03-21,13:50,Dep 13:55,48,CX 253
2023-03-21,13:50,Dep 13:46,6,CZ 310
2023-03-21,14:00,Dep 14:18,50,CA 6512
2023-03-21,14:00,Dep 13:52,71,MU 504
2023-03-21,14:05,Dep 14:13,62,CI 910
2023-03-21,14:10,Dep 14:10,23,SQ 883
2023-03-21,14:10,Dep 14:07,9,QF 8229
2023-03-21,14:10,Dep 14:03,60,SC 4790
2023-03-21,14:20,Dep 14:22,49,CX 919
2023-03-21,14:25,Dep 14:31,31,BA 4571
2023-03-21,14:25,Dep 14:22,34,UA 7918
2023-03-21,14:30,Dep 15:39,64,QR 3472
2023-03-21,14:35,Dep 14:35,43,CX 6112
2023-03-21,14:50,Dep 14:49,40,QR 4971
2023-03-21,15:00,Dep 15:38,45,CX 380
2023-03-21,15:05,Dep 15:26,11,CA 104
2023-03-21,15:20,Dep 15:22,19,CX 5780
2023-03-21,15:25,Dep 15:31,68,FM 3008
2023-03-21,15:35,Dep 15:50,7,HA 5000
2023-03-21,15:45,Dep 15:41,27,CX 472
2023-03-21,15:55,Dep 15:56,8,SQ 893
2023-03-21,15:55,Dep 15:17,42,ET 644
2023-03-21,16:00,Dep 16:00,61,QR 3457
2023-03-21,16:00,Dep 16:27,5,CX 838
2023-03-21,16:05,Dep 16:06,66,QR 3451
2023-03-21,16:15,Dep 16:37,60,CX 903
2023-03-21,16:15,Dep 16:15,31,FD 501
2023-03-21,16:25,Dep 16:26,49,QR 5842
2023-03-21,16:35,Dep 16:31,41,QR 5808
2023-03-21,16:35,Dep 16:35,18,CX 5626
2023-03-21,16:40,Dep 16:36,6,AE 5312
2023-03-21,16:40,Dep 16:41,33,QR 5832
2023-03-21,16:50,Dep 16:47,30,ZH 9096
2023-03-21,16:50,Dep 16:46,40,BA 4563
2023-03-21,16:50,Dep 16:55,15,CX 5754
2023-03-21,17:00,Dep 17:18,19,RA 410
2023-03-21,17:05,Dep 16:59,45,9C 8922
2023-03-21,17:10,Dep 17:05,34,MU 766
2023-03-21,17:15,Dep 17:11,17,CX 5134
2023-03-21,17:15,Dep 17:15,71,MF 8704
2023-03-21,17:20,Dep 17:22,48,CX 456
2023-03-21,17:25,Dep 17:14,43,CX 6128
