date,time,status,gate,no
2023-04-14,00:15,Dep 01:50,33,CX 233
2023-04-14,00:20,Dep 00:19,43,LA 5642
2023-04-14,00:25,Dep 00:46,27,ET 645
2023-04-14,00:25,Dep 00:13,47,JU 8317
2023-04-14,00:30,Dep 00:31,6,HX 1566
2023-04-14,00:35,Dep 00:37,62,TP 6349
2023-04-14,00:45,Dep 00:51,34,EY 8495
2023-04-14,00:50,Dep 01:28,30,MM 068
2023-04-14,01:05,Dep 00:49,8,TK 9223
2023-04-14,01:20,Dep 01:12,64,QR 5844
2023-04-14,01:50,Dep 02:02,40,QR 5838
2023-04-14,07:00,Dep 07:01,44,CX 5820
2023-04-14,07:05,Dep 07:01,32,CX 5850
2023-04-14,07:15,Dep 07:10,33,CX 5618
2023-04-14,07:20,Dep 07:16,35,CX 366
2023-04-14,07:20,Dep 07:15,15,CX 907
2023-04-14,07:35,Dep 07:43,19,CX 5600
2023-04-14,07:50,Dep 08:31,71,CA 6524
2023-04-14,07:55,Dep 08:16,2,AA 8959
2023-04-14,07:55,Dep 07:56,65,CX 982
2023-04-14,08:00,Dep 08:00,1,CX 488
2023-04-14,08:00,Dep 08:05,43,AA 8898
2023-04-14,08:00,Dep 08:28,3,AA 8906
2023-04-14,08:00,Dep 07:53,30,CX 5130
2023-04-14,08:00,Dep 08:13,25,CX 5760
2023-04-14,08:10,Dep 08:03,7,AA 8966
2023-04-14,08:10,Dep 08:07,5,CX 596
2023-04-14,08:10,Dep 08:13,520,CX 5704
2023-04-14,08:15,Dep 08:13,17,HU 8492
2023-04-14,08:15,Dep 08:19,61,MH 9189
2023-04-14,08:20,Dep 08:25,11,CX 633
2023-04-14,08:25,Dep 08:19,10,HB 681
2023-04-14,08:30,Dep 08:31,521,CA 118
2023-04-14,08:30,Dep 08:39,23,HX 690
2023-04-14,08:30,Dep 08:31,70,QR 5817
2023-04-14,08:35,Dep 08:36,50,CX 607
2023-04-14,08:35,Dep 08:30,20,QR 5813
2023-04-14,08:35,Dep 08:41,68,AA 8910
2023-04-14,08:45,Dep 08:46,41,JL 7030
2023-04-14,08:45,Dep 08:47,62,CX 5686
2023-04-14,08:50,Dep 08:46,28,CX 432
2023-04-14,09:00,Dep 09:14,46,GA 873
2023-04-14,09:00,Dep 08:59,36,CA 6510
2023-04-14,09:00,Dep 08:56,8,CX 901
2023-04-14,09:05,Dep 09:05,24,SQ 899
2023-04-14,09:05,Dep 09:17,9,CX 830
2023-04-14,09:05,Dep 09:25,45,CA 6534
2023-04-14,09:10,Dep 09:38,32,BA 4132
2023-04-14,09:15,Dep 09:13,29,AI 7160
2023-04-14,09:15,Dep 09:16,49,AA 8913
2023-04-14,09:15,Dep 09:26,48,CX 5848
2023-04-14,09:20,Dep 09:26,16,BR 2898
2023-04-14,09:20,Dep 09:18,66,CX 368
2023-04-14,09:20,Dep 09:20,69,AA 8887
2023-04-14,09:20,Dep 09:19,14,HB 530
2023-04-14,09:25,Dep 09:31,65,5J 273
2023-04-14,09:30,Dep 09:48,63,CX 348
2023-04-14,09:30,Dep 09:38,67,AA 8940
2023-04-14,09:30,Dep 09:29,60,NZ 4148
2023-04-14,09:40,Dep 09:54,10,5J 241
2023-04-14,09:50,Dep 10:59,30,HX 1820
2023-04-14,09:55,Dep 09:46,522,HU 8084
2023-04-14,10:00,Dep 09:59,33,AA 8915
2023-04-14,10:00,Dep 10:05,42,CA 6522
2023-04-14,10:10,Dep 10:11,25,QF 8213
2023-04-14,10:20,Dep 10:16,6,CX 494
2023-04-14,10:20,Dep 10:41,3,JL 7052
2023-04-14,10:25,Dep 10:31,15,HX 640
2023-04-14,10:30,Dep 10:50,5,AA 8882
2023-04-14,10:35,Dep 10:34,511,CX 5870
2023-04-14,10:40,Dep 10:38,7,HA 5382
2023-04-14,10:45,Dep 11:14,62,CX 828
2023-04-14,10:45,Dep 10:47,18,CX 5110
2023-04-14,10:45,Dep 10:37,29,FD 516
2023-04-14,10:50,Dep 10:48,21,CX 5620
2023-04-14,10:55,Dep 11:27,23,CX 239
2023-04-14,11:00,Dep 11:00,68,JL 7058
2023-04-14,11:00,Dep 10:57,65,5J 111
2023-04-14,11:00,Dep 11:04,71,CX 5172
2023-04-14,11:05,Dep 11:16,24,TR 981
2023-04-14,11:05,Dep 11:31,60,CI 904
2023-04-14,11:10,Dep 11:36,33,PR 301
2023-04-14,11:10,Dep 11:17,41,HU 8052
2023-04-14,11:10,Dep 11:08,31,HX 658
2023-04-14,11:10,Dep 11:21,27,FD 509
2023-04-14,11:15,Dep 11:39,32,BA 4577
2023-04-14,11:20,Dep 11:13,34,CX 5898
2023-04-14,11:25,Dep 11:24,36,MU 2902
2023-04-14,11:30,Dep 11:48,11,TK 8876
2023-04-14,11:30,Dep 11:34,50,CX 2717
2023-04-14,11:35,Dep 11:53,46,CX 946
2023-04-14,11:35,Dep 11:33,17,CX 5690
2023-04-14,11:35,Dep 11:53,25,FM 3026
2023-04-14,11:55,Dep 12:04,29,AK 139
2023-04-14,12:00,Dep 11:57,69,CA 6502
2023-04-14,12:05,Dep 12:16,47,CX 6200
2023-04-14,12:05,Dep 12:23,7,FM 3002
2023-04-14,12:15,Dep 12:08,6,DL 7886
2023-04-14,12:20,Dep 12:32,28,AF 8404
2023-04-14,12:20,Dep 12:24,68,MF 382
2023-04-14,12:25,Dep 12:31,5,SQ 875
2023-04-14,12:25,Dep 12:35,520,CX 5112
2023-04-14,12:30,Dep 12:38,71,CA 3856
2023-04-14,12:30,Dep 12:42,60,MF 8656
2023-04-14,12:35,Dep 12:42,16,HX 775
2023-04-14,12:35,Dep 12:27,40,CX 5638
2023-04-14,12:45,Dep 12:53,63,MH 9195
2023-04-14,12:45,Dep 12:42,14,CX 5132
2023-04-14,12:45,Dep 13:27,66,WY 5903
2023-04-14,12:50,Dep 12:42,27,CA 104
2023-04-14,12:50,Dep 12:50,10,MU 2068
2023-04-14,12:50,Dep 13:15,25,FM 3022
2023-04-14,13:00,Dep 13:04,9,CX 5646
2023-04-14,13:05,Dep 13:04,24,CX 346
2023-04-14,13:10,Dep 13:12,21,HU 8359
2023-04-14,13:20,Dep 13:21,17,9C 8716
2023-04-14,13:20,Dep 13:23,29,PR 319
2023-04-14,13:20,Dep 13:29,26,CX 253
2023-04-14,13:25,Dep 13:24,42,CX 5700
2023-04-14,13:35,Dep 13:32,34,CZ 310
2023-04-14,13:40,Dep 13:51,32,HX 1824
2023-04-14,13:40,Dep 13:42,3,CX 360
2023-04-14,13:55,Dep 13:50,50,BI 3403
2023-04-14,14:05,Dep 14:15,19,CX 310
2023-04-14,14:05,Dep 14:09,36,CX 919
2023-04-14,14:10,Dep 14:17,23,BA 4571
2023-04-14,14:25,Dep 14:24,2,CX 418
2023-04-14,14:25,Dep 14:27,33,OM 5637
2023-04-14,14:30,Dep 14:24,30,UA 7918
2023-04-14,14:35,Dep 14:28,62,CA 112
2023-04-14,14:35,Dep 14:41,68,QR 4971
2023-04-14,14:40,Dep 14:48,25,CZ 636
2023-04-14,14:45,Dep 15:04,17,HU 8209
2023-04-14,14:55,Dep 14:54,10,BI 636
2023-04-14,14:55,Dep 15:00,4,BA 4145
2023-04-14,15:00,Dep 14:59,45,CX 380
2023-04-14,15:00,Dep 14:57,18,CX 5652
2023-04-14,15:05,Dep 15:20,60,HO 3504
2023-04-14,15:10,Dep 15:14,28,JL 7048
2023-04-14,15:15,Dep 15:10,6,HA 5000
