date,time,status,gate,no
2023-04-16,00:20,Dep 00:22,9,LX 9513
2023-04-16,00:25,Dep 00:53,30,ET 645
2023-04-16,00:25,Dep 00:35,33,JU 8317
2023-04-16,00:30,Dep 00:26,31,HX 1566
2023-04-16,00:35,Dep 00:42,60,TP 6349
2023-04-16,00:45,Dep 00:58,25,EY 8495
2023-04-16,00:50,Dep 01:57,6,MM 068
2023-04-16,01:05,Dep 00:53,27,TK 9223
2023-04-16,01:20,Dep 01:28,35,QR 5844
2023-04-16,01:50,Dep 01:51,5,QR 5838
2023-04-16,02:20,Dep 02:31,49,CX 675
2023-04-16,02:20,Dep 02:11,26,CX 5676
2023-04-16,07:00,Dep 07:02,21,CX 5820
2023-04-16,07:05,Dep 06:59,26,UO 850
2023-04-16,07:15,Dep 07:12,19,UO 618
2023-04-16,07:20,Dep 07:26,50,CX 366
2023-04-16,07:20,Dep 07:08,60,CX 907
2023-04-16,07:35,Dep 07:25,10,UO 600
2023-04-16,07:50,Dep 08:14,69,CA 6524
2023-04-16,07:55,Dep 08:09,66,AA 8959
2023-04-16,07:55,Dep 08:17,70,CX 982
2023-04-16,08:00,Dep 08:06,48,CX 488
2023-04-16,08:00,Dep 07:58,47,AA 8898
2023-04-16,08:00,Dep 08:06,65,AA 8906
2023-04-16,08:00,Dep 08:06,511,UO 130
2023-04-16,08:00,Dep 07:57,20,UO 760
2023-04-16,08:10,Dep 08:23,43,AA 8966
2023-04-16,08:10,Dep 08:10,6,CX 596
2023-04-16,08:10,Dep 08:12,30,UO 704
2023-04-16,08:15,Dep 08:26,16,HU 8492
2023-04-16,08:15,Dep 08:29,68,MH 9189
2023-04-16,08:20,Dep 08:29,11,CX 633
2023-04-16,08:25,Dep 08:35,521,HB 2681
2023-04-16,08:30,Dep 08:37,511,CA 118
2023-04-16,08:30,Dep 08:38,40,HX 690
2023-04-16,08:30,Dep 08:39,34,QR 5817
2023-04-16,08:30,Dep 08:31,520,CX 5674
2023-04-16,08:35,Dep 08:43,14,QR 5813
2023-04-16,08:35,Dep 08:40,24,AA 8910
2023-04-16,08:45,Dep 08:49,36,JL 7030
2023-04-16,08:45,Dep 08:44,523,UO 686
2023-04-16,08:50,Dep 08:54,61,CX 432
2023-04-16,08:55,Dep 08:59,15,HB 502
2023-04-16,09:00,Dep 09:02,42,GA 873
2023-04-16,09:00,Dep 09:10,5,CA 6510
2023-04-16,09:00,Dep 08:58,71,CX 901
2023-04-16,09:05,Dep 09:13,7,SQ 899
2023-04-16,09:05,Dep 09:42,41,CX 830
2023-04-16,09:10,Dep 09:17,9,BA 4132
2023-04-16,09:10,Dep 09:48,17,UO 630
2023-04-16,09:15,Dep 09:09,29,AI 7160
2023-04-16,09:15,Dep 09:47,60,QF 8215
2023-04-16,09:15,Dep 09:21,45,AA 8913
2023-04-16,09:15,Dep 09:17,32,UO 848
2023-04-16,09:20,Dep 09:30,35,BR 2898
2023-04-16,09:20,Dep 09:27,64,CX 368
