date,time,status,gate,no
2023-04-28,00:15,Dep 00:45,41,CX 233
2023-04-28,00:20,Dep 00:33,43,LA 5642
2023-04-28,00:25,Dep 00:44,32,ET 645
2023-04-28,00:25,Dep 00:27,27,JU 8317
2023-04-28,00:30,Dep 00:31,8,HX 1566
2023-04-28,00:35,Dep 01:00,60,TP 6349
2023-04-28,00:45,Dep 00:52,42,EY 8495
2023-04-28,00:50,Dep 01:05,9,MM 068
2023-04-28,01:05,Dep 01:06,17,TK 9223
2023-04-28,01:20,Dep 01:20,25,QR 5844
2023-04-28,01:50,Dep 01:48,3,QR 5838
2023-04-28,01:55,Dep 01:55,46,GA 9771
2023-04-28,02:00,Dep 02:46,62,MH 9210
2023-04-28,07:00,Dep 06:59,511,CX 5820
2023-04-28,07:05,Dep 07:06,21,UO 850
2023-04-28,07:15,Dep 07:17,26,UO 618
2023-04-28,07:20,Dep 07:25,64,CX 366
2023-04-28,07:20,Dep 07:18,6,CX 907
2023-04-28,07:35,Dep 07:33,14,UO 600
2023-04-28,07:45,Dep 07:54,18,UO 550
2023-04-28,07:50,Dep 07:58,1,CA 6524
2023-04-28,07:55,Dep 07:54,29,AA 8959
2023-04-28,07:55,Dep 08:03,68,CX 982
2023-04-28,08:00,Dep 08:04,35,CX 488
2023-04-28,08:00,Dep 08:03,60,AA 8898
2023-04-28,08:00,Dep 07:59,66,AA 8906
2023-04-28,08:00,Dep 08:08,520,UO 130
2023-04-28,08:00,Dep 07:58,46,UO 760
2023-04-28,08:10,Dep 08:11,50,AA 8966
2023-04-28,08:10,Dep 08:12,67,CX 596
2023-04-28,08:10,Dep 08:08,523,UO 704
2023-04-28,08:15,Dep 08:12,8,HU 8492
2023-04-28,08:15,Dep 08:30,48,MH 9189
2023-04-28,08:20,Dep 08:19,30,CX 633
2023-04-28,08:25,Dep 08:27,19,HB 681
2023-04-28,08:30,Dep 08:23,522,CA 118
2023-04-28,08:30,Dep 08:21,24,HX 690
2023-04-28,08:30,Dep 08:56,65,QR 5817
2023-04-28,08:35,Dep 08:50,20,CX 607
2023-04-28,08:35,Dep 08:37,15,QR 5813
2023-04-28,08:35,Dep 08:49,521,AA 8910
2023-04-28,08:45,Dep 09:16,64,JL 7030
2023-04-28,08:45,Dep 08:42,10,UO 686
2023-04-28,08:50,Dep 09:01,71,CX 432
2023-04-28,09:00,Dep 09:09,28,GA 873
2023-04-28,09:00,Dep 09:03,45,CA 6510
2023-04-28,09:00,Dep 09:00,23,CX 901
